id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
eatoa001,0,12,7,4,5,5,97,3,0,5,2,0,0,0,23,19,0,0,0,0
almac001,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,3,0,0,1,0
erdot001,0,6,1,3,1,1,44,1,0,1,0,0,0,0,10,6,0,0,1,0
sloch001,0,6,1,0,0,0,23,1,0,0,1,0,0,0,7,7,0,0,0,0
walkk001,0,6,0,1,0,0,35,4,0,0,0,0,0,0,7,6,0,0,0,0
walld002,0,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0
hofft001,0,2,1,2,1,1,19,0,0,0,1,0,0,0,5,1,0,1,1,2
arnoj001,1,15,3,5,5,2,92,3,0,2,1,0,0,1,25,19,0,0,0,0
farnk001,1,6,0,2,0,0,33,2,0,0,0,0,0,0,8,5,0,0,1,0
rains001,1,3,0,1,0,0,19,3,0,0,0,0,0,0,4,3,0,0,0,0
aguir001,1,3,2,1,1,1,27,1,0,2,0,0,0,0,6,5,0,0,0,0
vanpt001,1,6,2,0,0,0,32,2,0,2,0,0,0,0,8,8,0,0,0,0
heref001,1,6,3,1,0,0,36,0,0,3,0,0,0,0,10,9,0,0,0,1
