id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
andej002,0,15,8,2,3,3,85,3,0,7,1,0,0,0,23,21,0,0,0,0
silvj001,0,1,4,0,4,4,18,0,1,3,0,0,0,0,5,5,0,0,0,0
parrj002,0,2,2,1,2,2,17,0,2,0,0,0,0,0,4,3,0,0,0,0
saues001,0,3,1,1,0,0,21,1,0,0,1,0,0,0,5,4,0,0,0,0
wallj001,0,3,1,0,0,0,18,1,0,1,0,0,0,0,4,4,0,0,0,0
willm005,0,3,0,1,0,0,16,2,0,0,0,0,0,0,4,3,0,0,0,0
downs001,1,18,8,1,4,4,81,3,2,3,3,0,0,0,25,24,0,0,0,0
willb001,1,6,3,1,1,1,33,0,0,2,1,0,0,0,10,9,0,0,0,0
aguir001,1,1,2,2,4,4,20,0,0,2,0,0,0,0,5,3,0,0,0,0
farnk001,1,1,3,1,2,2,18,0,0,1,1,1,0,0,5,4,0,0,0,1
heref001,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0
