id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
woods001,0,15,13,1,7,6,103,4,2,9,2,0,1,0,27,25,0,1,0,1
acevj001,0,3,1,4,0,0,34,1,0,1,0,0,1,0,7,3,0,0,0,2
leskc001,0,8,3,3,1,1,67,3,0,3,0,0,1,0,13,10,0,0,0,0
weatd001,0,1,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0
downs001,1,9,7,3,4,4,89,0,0,4,3,0,0,0,19,15,0,0,1,0
garid001,1,6,2,2,0,0,43,0,0,2,0,0,0,0,8,6,0,0,0,0
willb001,1,3,3,3,4,4,31,0,0,2,1,0,0,0,9,6,0,0,0,1
lorra001,1,3,4,2,5,4,44,0,0,3,1,0,0,0,8,5,0,0,1,0
guthm001,1,3,2,0,1,1,21,2,0,1,1,0,1,0,5,5,0,0,0,0
heref001,1,3,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0
