id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
witaj001,0,15,6,3,4,4,94,8,1,3,2,0,0,0,24,20,1,1,0,0
erdot001,0,4,1,1,0,0,31,1,0,1,0,0,0,0,6,5,0,0,0,0
walkk001,0,4,0,2,1,1,18,1,0,0,0,0,0,0,6,4,0,0,0,0
almac001,0,1,1,0,0,0,5,0,0,1,0,0,0,0,2,2,0,0,0,0
sloch001,0,3,0,1,0,0,16,1,0,0,0,0,0,0,4,3,0,0,0,0
tapak001,1,17,9,1,7,7,99,3,1,5,3,0,0,0,26,25,0,0,0,0
farnk001,1,4,3,0,1,1,24,1,1,1,1,0,0,0,6,6,0,0,0,0
heref001,1,3,0,1,0,0,10,0,0,0,0,0,0,0,3,2,0,0,0,0
garid001,1,1,2,1,3,3,14,1,0,2,0,0,0,0,4,3,0,0,0,0
vanpt001,1,2,2,1,0,0,21,1,0,2,0,0,0,0,5,4,0,0,0,0
