id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
ortir001,0,15,10,2,6,5,108,3,2,7,1,0,0,0,27,24,0,1,0,0
gardm001,0,7,5,1,3,3,41,1,1,2,2,0,0,0,13,12,0,0,0,0
rodrf002,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,0,1,0
glavt001,1,16,9,0,5,5,105,5,0,8,1,0,0,0,24,24,0,0,0,0
remlm001,1,2,2,1,0,0,31,1,0,2,0,0,0,0,5,4,0,0,0,0
seanr001,1,3,0,0,0,0,7,1,0,0,0,0,0,0,3,3,0,0,0,0
mcmig001,1,3,1,0,0,0,14,1,0,1,0,0,0,0,3,3,0,0,0,0
rockj001,1,2,2,2,2,2,27,0,0,2,0,0,0,0,6,4,0,0,0,0
mcglk001,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
mulht001,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
