id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
olivd001,0,15,8,0,4,4,91,3,1,5,2,0,0,0,23,23,0,0,0,0
cordf002,0,3,0,2,1,0,29,1,0,0,0,0,0,0,6,4,0,0,0,0
munom001,0,0,3,0,3,3,6,0,0,2,0,1,0,0,3,3,0,0,0,0
crabt001,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0
venam002,0,0,2,0,0,0,8,0,0,2,0,0,0,0,2,2,0,0,0,0
zimmj001,0,4,0,0,0,0,25,3,0,0,0,0,0,0,4,4,0,0,0,0
coned001,1,15,8,5,4,4,114,4,0,7,1,0,0,1,26,20,0,0,0,0
grimj001,1,3,1,0,0,0,13,0,0,0,1,0,0,0,4,4,0,0,0,0
stanm003,1,0,1,1,2,1,9,0,0,1,0,0,0,0,2,1,0,0,0,0
nelsj001,1,6,0,0,0,0,20,2,0,0,0,0,0,0,6,5,0,1,0,0
rivem002,1,3,0,1,0,0,16,2,0,0,0,0,0,0,4,3,0,0,0,0
