id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
ponss001,0,18,4,5,2,2,107,2,0,2,2,0,0,0,27,22,0,0,0,0
ryanb001,0,3,2,1,2,2,20,0,0,0,1,1,0,0,6,5,0,0,0,0
tromm001,0,1,3,1,2,2,17,0,1,2,0,0,0,0,5,3,0,1,0,0
groob001,0,2,0,1,0,0,13,1,0,0,0,0,0,0,3,2,0,0,0,1
timlm001,0,3,1,0,0,0,12,2,0,1,0,0,0,0,3,3,0,0,0,0
mendr001,1,18,6,0,3,3,89,2,2,3,1,0,0,0,24,23,0,0,1,0
grimj001,1,3,0,0,0,0,10,1,0,0,0,0,0,0,3,3,0,0,0,0
stanm003,1,2,1,0,1,1,16,1,0,1,0,0,0,0,3,3,0,0,0,0
nelsj001,1,1,1,2,0,0,15,0,0,0,1,0,0,0,4,2,0,0,0,0
rivem002,1,3,4,0,3,3,22,0,0,4,0,0,0,0,7,7,0,0,0,0
