id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
nomoh001,0,18,4,5,3,3,122,9,0,4,0,0,0,1,28,22,0,0,0,0
nitkc001,0,6,2,0,1,1,29,0,0,1,1,0,0,0,8,7,0,0,1,0
andem002,0,2,3,0,2,2,29,2,0,2,1,0,0,0,5,5,0,0,0,0
jonet003,0,1,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0
neagd001,1,16,4,4,6,6,108,5,1,3,0,0,1,0,23,19,0,0,0,0
grimj001,1,5,3,1,1,1,23,1,0,2,1,0,0,0,8,7,0,0,0,0
stanm003,1,5,1,0,1,1,28,2,0,1,0,0,0,0,6,6,0,0,0,0
nelsj001,1,0,1,0,1,0,9,0,0,1,0,0,0,0,1,1,0,0,0,0
lillt001,1,0,1,0,0,0,4,0,0,1,0,0,1,0,1,1,0,0,0,0
tessj001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
