id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
martr002,0,0,0,2,2,2,23,0,0,0,0,0,0,2,4,0,0,0,0,0
waket001,0,9,3,2,2,2,55,4,0,1,1,1,0,0,14,11,0,0,1,0
cormr001,0,6,0,1,0,0,24,3,0,0,0,0,0,0,7,6,0,0,0,0
fassj001,0,3,0,0,0,0,9,1,0,0,0,0,0,0,3,3,0,0,0,0
garcr001,0,2,3,0,2,2,17,0,1,2,0,0,0,0,5,5,0,0,0,0
beckr001,0,4,1,2,0,0,29,2,0,1,0,0,0,0,7,4,0,1,0,1
lowed001,0,3,1,0,0,0,12,2,0,1,0,0,0,0,4,4,0,0,0,0
sirom001,1,9,2,1,3,3,48,2,1,1,0,0,0,0,12,11,0,0,0,0
barcl001,1,6,3,3,2,2,43,0,0,3,0,0,1,0,12,9,0,0,0,0
buehm001,1,4,2,1,1,1,24,2,0,2,0,0,0,0,7,6,0,0,0,0
simab001,1,3,2,0,1,0,15,1,0,2,0,0,0,0,4,4,0,0,0,0
howrb001,1,1,0,1,0,0,12,0,0,0,0,0,0,0,2,0,0,0,1,0
wunsk001,1,4,0,1,0,0,17,2,0,0,0,0,0,0,5,4,0,0,0,0
