id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
ortir002,0,2,8,2,9,9,47,0,0,3,5,0,1,0,12,9,0,0,1,0
levia001,0,9,2,2,0,0,45,0,0,2,0,0,0,1,13,10,0,0,0,0
holtm001,0,4,0,1,0,0,21,0,0,0,0,0,0,0,4,3,0,0,0,0
turnd001,0,3,1,0,1,1,16,1,1,0,0,0,0,0,4,4,0,0,0,0
hases001,0,6,4,0,3,2,42,1,0,2,1,1,0,0,11,10,0,0,1,0
baldj002,1,7,5,6,7,7,70,1,2,1,2,0,0,0,17,10,0,0,1,0
barcl001,1,8,3,0,0,0,46,3,0,2,1,0,0,0,11,11,0,0,0,0
gintm001,1,3,2,3,4,4,38,0,2,0,0,0,0,0,8,5,0,0,0,0
wunsk001,1,6,1,0,1,1,21,1,1,0,0,0,0,0,7,7,0,0,0,0
foulk001,1,3,0,0,0,0,9,1,0,0,0,0,0,0,3,3,0,0,0,0
