id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
garcf002,0,15,6,5,5,5,101,3,2,3,1,0,0,0,25,20,0,0,0,0
ramsr001,0,2,0,1,0,0,12,1,0,0,0,0,0,0,3,1,0,1,0,0
mesaj001,0,6,2,0,0,0,33,2,0,1,1,0,0,0,8,7,0,1,0,0
rhoda001,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0
sasak001,0,3,0,1,0,0,26,1,0,0,0,0,0,1,5,3,0,0,0,0
barcl001,1,12,7,2,5,5,89,3,1,5,0,1,0,0,19,17,0,0,0,0
buehm001,1,6,1,3,1,0,47,0,0,0,1,0,0,0,9,6,0,0,0,1
myeta001,1,2,0,1,0,0,20,1,0,0,0,0,0,0,3,2,0,0,0,0
wunsk001,1,4,0,1,0,0,21,3,0,0,0,0,0,0,5,4,0,0,0,0
howrb001,1,3,1,0,1,1,11,1,1,0,0,0,0,0,4,4,0,0,0,0
