id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
muldm001,0,18,5,3,2,2,85,2,2,3,0,0,0,0,24,21,0,0,0,0
tam-j001,0,2,0,1,0,0,15,1,0,0,0,0,1,0,3,2,0,0,0,0
magnm001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
joned001,0,0,1,0,1,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0
mecij001,0,6,3,0,1,1,51,3,0,3,0,0,0,0,9,9,0,0,0,0
arror001,1,9,8,0,4,4,56,2,1,6,1,0,0,0,17,17,0,0,0,0
cormr001,1,6,0,0,0,0,26,2,0,0,0,0,0,0,6,6,0,0,0,0
waket001,1,6,0,1,0,0,27,2,0,0,0,0,0,0,7,6,0,0,0,0
beckr001,1,3,3,0,1,1,31,0,0,2,1,0,0,0,6,6,0,0,0,0
lowed001,1,3,2,0,1,1,12,1,0,2,0,0,0,0,5,4,0,0,1,0
