id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
johnm004,0,15,5,1,5,4,72,2,0,3,2,0,0,0,22,20,0,0,1,0
poolj001,0,1,1,0,1,1,9,0,1,0,0,0,0,0,2,2,0,0,0,0
andem002,0,2,0,1,0,0,17,0,0,0,0,0,1,0,3,2,0,0,0,0
brocd001,0,9,2,1,0,0,48,2,0,0,2,0,0,0,12,11,0,0,0,1
blaiw001,0,6,1,0,0,0,16,0,0,1,0,0,0,0,6,6,0,0,0,0
jonet003,0,3,1,0,0,0,7,1,0,1,0,0,0,0,3,3,0,0,0,0
roseb002,1,5,6,0,4,4,27,0,1,3,1,1,0,0,11,11,0,0,0,0
wasdj001,1,4,1,3,0,0,34,1,0,1,0,0,0,0,8,5,0,0,0,0
stanr001,1,6,3,0,1,1,31,0,0,2,1,0,0,0,8,8,0,0,0,0
cormr001,1,5,4,1,1,1,30,0,0,3,1,0,0,0,10,9,0,0,0,1
waket001,1,16,4,1,1,1,68,3,1,2,1,0,0,0,21,20,0,0,0,0
