id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
mussm001,0,21,6,1,1,1,126,10,0,6,0,0,1,0,28,26,0,1,0,0
timlm001,0,5,1,1,0,0,29,1,0,1,0,0,0,0,7,5,0,1,0,1
mcelc001,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
tromm001,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0
milla001,0,2,3,0,2,2,21,1,1,2,0,0,0,0,5,5,0,0,0,0
groob001,0,1,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0
schop001,1,21,4,2,0,0,102,4,0,3,1,0,0,0,25,23,0,0,0,0
garcr001,1,1,1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,0,0,0
cormr001,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
lowed001,1,3,4,1,3,3,30,2,1,2,1,0,0,0,8,7,0,0,0,1
florb001,1,3,2,1,3,0,21,0,0,2,0,0,0,0,8,7,0,0,0,1
