id,loc,opp,starter,rs,ra,round
CIN198004090,A,CIN,niekp001,0,9,RS
CIN198004110,A,CIN,mcwil001,0,6,RS
CIN198004120,A,CIN,matur101,4,5,RS
CIN198004130,A,CIN,niekp001,0,5,RS
HOU198004140,A,HOU,alexd001,4,5,RS
HOU198004150,A,HOU,mcwil001,2,6,RS
ATL198004170,H,CIN,niekp001,1,4,RS
ATL198004180,H,CIN,matur101,3,0,RS
ATL198004190,H,CIN,alexd001,1,6,RS
ATL198004200,H,CIN,boggt001,3,5,RS
ATL198004220,H,SDN,niekp001,3,2,RS
ATL198004230,H,SDN,matur101,2,1,RS
ATL198004240,H,SDN,alexd001,8,7,RS
ATL198004250,H,MON,boggt001,8,7,RS
ATL198004260,H,MON,niekp001,3,4,RS
ATL198004270,H,MON,mcwil001,6,3,RS
SDN198004300,A,SDN,matur101,1,2,RS
SDN198005010,A,SDN,alexd001,3,4,RS
PIT198005020,A,PIT,niekp001,6,1,RS
PIT198005030,A,PIT,mcwil001,3,1,RS
PIT198005040,A,PIT,boggt001,4,13,RS
PHI198005050,A,PHI,matur101,1,7,RS
PHI198005060,A,PHI,alexd001,5,10,RS
ATL198005090,H,HOU,mcwil001,5,4,RS
ATL198005100,H,HOU,matur101,2,3,RS
ATL198005110,H,HOU,niekp001,7,4,RS
ATL198005130,H,PHI,alexd001,7,3,RS
ATL198005140,H,PHI,mcwil001,1,9,RS
ATL198005160,H,NYN,niekp001,3,5,RS
ATL198005181,H,NYN,matur101,2,1,RS
ATL198005182,H,NYN,alexd001,1,2,RS
MON198005190,A,MON,mcwil001,8,11,RS
MON198005200,A,MON,niekp001,1,0,RS
MON198005210,A,MON,hannp101,2,3,RS
NYN198005230,A,NYN,matur101,1,2,RS
NYN198005240,A,NYN,alexd001,4,5,RS
NYN198005250,A,NYN,niekp001,0,3,RS
ATL198005260,H,SFN,boggt001,2,1,RS
ATL198005270,H,SFN,mcwil001,6,3,RS
ATL198005280,H,SFN,alexd001,3,2,RS
LAN198005290,A,LAN,niekp001,0,3,RS
LAN198005300,A,LAN,matur101,4,8,RS
LAN198005310,A,LAN,boggt001,6,5,RS
LAN198006010,A,LAN,alexd001,9,5,RS
SFN198006020,A,SFN,niekp001,4,2,RS
SFN198006030,A,SFN,mcwil001,2,3,RS
SFN198006040,A,SFN,matur101,7,2,RS
ATL198006060,H,LAN,niekp001,0,5,RS
ATL198006070,H,LAN,alexd001,6,1,RS
ATL198006080,H,LAN,boggt001,1,3,RS
ATL198006090,H,SLN,matur101,5,8,RS
ATL198006100,H,SLN,niekp001,5,2,RS
ATL198006110,H,SLN,mcwil001,3,4,RS
CHN198006130,A,CHN,alexd001,7,6,RS
CHN198006140,A,CHN,niekp001,5,10,RS
CHN198006150,A,CHN,matur101,1,4,RS
SLN198006160,A,SLN,boggt001,6,3,RS
SLN198006170,A,SLN,alexd001,2,3,RS
ATL198006181,H,PIT,mcwil001,3,2,RS
ATL198006182,H,PIT,niekp001,5,4,RS
ATL198006190,H,PIT,matur101,4,3,RS
ATL198006200,H,CHN,boggt001,2,4,RS
ATL198006210,H,CHN,alexd001,8,0,RS
ATL198006220,H,CHN,niekp001,2,3,RS
CIN198006240,A,CIN,mcwil001,2,8,RS
CIN198006250,A,CIN,matur101,3,15,RS
SDN198006270,A,SDN,alexd001,5,3,RS
SDN198006281,A,SDN,boggt001,5,4,RS
SDN198006282,A,SDN,niekp001,2,3,RS
SDN198006290,A,SDN,mcwil001,4,2,RS
ATL198006300,H,HOU,matur101,5,4,RS
ATL198007010,H,HOU,alexd001,13,4,RS
ATL198007020,H,HOU,niekp001,14,0,RS
ATL198007030,H,HOU,boggt001,3,5,RS
ATL198007040,H,SDN,mcwil001,9,0,RS
ATL198007050,H,SDN,matur101,3,2,RS
ATL198007060,H,SDN,alexd001,6,5,RS
ATL198007100,H,CIN,niekp001,6,8,RS
ATL198007110,H,CIN,alexd001,3,5,RS
HOU198007120,A,HOU,mcwil001,5,9,RS
HOU198007131,A,HOU,matur101,5,6,RS
HOU198007132,A,HOU,boggt001,1,6,RS
HOU198007140,A,HOU,niekp001,2,0,RS
ATL198007150,H,NYN,alexd001,2,9,RS
ATL198007160,H,NYN,mcwil001,5,2,RS
ATL198007170,H,NYN,matur101,0,6,RS
ATL198007180,H,PHI,niekp001,2,7,RS
ATL198007191,H,PHI,alexd001,5,2,RS
ATL198007192,H,PHI,boggt001,7,2,RS
ATL198007200,H,PHI,mcwil001,3,2,RS
ATL198007210,H,MON,matur101,6,8,RS
ATL198007220,H,MON,niekp001,7,5,RS
ATL198007230,H,MON,alexd001,6,5,RS
PHI198007251,A,PHI,mcwil001,4,5,RS
PHI198007252,A,PHI,boggt001,3,0,RS
PHI198007260,A,PHI,niekp001,3,6,RS
PHI198007270,A,PHI,matur101,4,17,RS
NYN198007280,A,NYN,alexd001,6,3,RS
NYN198007290,A,NYN,mcwil001,1,2,RS
NYN198007300,A,NYN,boggt001,0,3,RS
MON198008010,A,MON,niekp001,1,4,RS
MON198008020,A,MON,alexd001,1,5,RS
MON198008030,A,MON,mcwil001,5,6,RS
ATL198008040,H,LAN,boggt001,3,5,RS
ATL198008050,H,LAN,niekp001,6,4,RS
ATL198008060,H,LAN,matur101,2,6,RS
ATL198008070,H,LAN,alexd001,4,3,RS
ATL198008080,H,SFN,mcwil001,7,3,RS
ATL198008090,H,SFN,boggt001,4,5,RS
ATL198008100,H,SFN,niekp001,3,1,RS
LAN198008110,A,LAN,matur101,3,2,RS
