id,loc,opp,starter,rs,ra,round
HOU197704080,A,HOU,messa101,2,3,RS
HOU197704090,A,HOU,niekp001,0,2,RS
HOU197704100,A,HOU,ruthd001,6,0,RS
LAN197704110,A,LAN,lacof001,7,6,RS
LAN197704120,A,LAN,messa101,10,14,RS
LAN197704130,A,LAN,niekp001,3,4,RS
ATL197704150,H,HOU,ruthd001,4,3,RS
ATL197704160,H,HOU,messa101,4,3,RS
ATL197704170,H,HOU,niekp001,5,4,RS
ATL197704180,H,SDN,lacof001,6,12,RS
ATL197704190,H,SDN,ruthd001,4,1,RS
ATL197704200,H,SDN,messa101,2,0,RS
ATL197704220,H,LAN,niekp001,6,5,RS
ATL197704230,H,LAN,ruthd001,4,6,RS
ATL197704240,H,LAN,lacof001,6,16,RS
ATL197704250,H,CIN,niekp001,9,23,RS
ATL197704260,H,CIN,lacof001,1,9,RS
ATL197704270,H,CIN,ruthd001,1,3,RS
SLN197704290,A,SLN,niekp001,2,5,RS
SLN197704300,A,SLN,messa101,4,5,RS
SLN197705010,A,SLN,ruthd001,0,8,RS
ATL197705020,H,PIT,caprb101,1,11,RS
ATL197705030,H,PIT,niekp001,7,8,RS
ATL197705040,H,PIT,lacof001,0,8,RS
CHN197705060,A,CHN,caprb101,2,7,RS
CHN197705070,A,CHN,niekp001,4,11,RS
CHN197705080,A,CHN,leonm101,3,6,RS
PIT197705101,A,PIT,caprb101,0,3,RS
PIT197705102,A,PIT,colld101,1,2,RS
PIT197705110,A,PIT,niekp001,1,2,RS
PIT197705120,A,PIT,leonm101,6,1,RS
ATL197705130,H,SLN,eastj001,0,3,RS
ATL197705140,H,SLN,caprb101,6,7,RS
ATL197705150,H,SLN,niekp001,15,12,RS
ATL197705170,H,MON,leonm101,9,6,RS
ATL197705180,H,MON,eastj001,10,8,RS
ATL197705190,H,CHN,niekp001,6,0,RS
ATL197705200,H,CHN,colld101,4,13,RS
ATL197705210,H,CHN,leonm101,3,9,RS
ATL197705220,H,CHN,messa101,5,2,RS
SDN197705230,A,SDN,niekp001,6,5,RS
SDN197705240,A,SDN,lacof001,3,4,RS
SDN197705250,A,SDN,leonm101,5,6,RS
SDN197705260,A,SDN,messa101,8,3,RS
SFN197705270,A,SFN,niekp001,3,4,RS
SFN197705280,A,SFN,eastj001,2,1,RS
SFN197705290,A,SFN,leonm101,2,3,RS
CIN197705300,A,CIN,messa101,3,7,RS
CIN197705310,A,CIN,niekp001,3,5,RS
CIN197706010,A,CIN,eastj001,2,5,RS
ATL197706031,H,SFN,leonm101,5,3,RS
ATL197706032,H,SFN,messa101,8,7,RS
ATL197706040,H,SFN,niekp001,7,1,RS
ATL197706050,H,SFN,eastj001,9,10,RS
MON197706060,A,MON,lacof001,2,4,RS
MON197706080,A,MON,messa101,0,6,RS
ATL197706090,H,PHI,niekp001,3,0,RS
ATL197706100,H,PHI,leonm101,5,7,RS
ATL197706110,H,PHI,mclaj001,10,13,RS
ATL197706120,H,PHI,messa101,5,3,RS
ATL197706130,H,NYN,niekp001,1,7,RS
ATL197706140,H,NYN,leonm101,8,5,RS
ATL197706150,H,NYN,mclaj001,5,6,RS
PHI197706170,A,PHI,messa101,5,11,RS
PHI197706180,A,PHI,niekp001,5,8,RS
PHI197706190,A,PHI,hargs101,2,4,RS
NYN197706210,A,NYN,messa101,2,5,RS
NYN197706220,A,NYN,niekp001,4,1,RS
ATL197706240,H,SDN,hargs101,9,8,RS
ATL197706250,H,SDN,messa101,9,5,RS
ATL197706260,H,SDN,niekp001,8,5,RS
ATL197706270,H,LAN,colld101,1,2,RS
ATL197706280,H,LAN,hargs101,2,3,RS
ATL197706290,H,LAN,messa101,7,13,RS
ATL197706300,H,LAN,niekp001,5,4,RS
HOU197707010,A,HOU,colld101,1,3,RS
HOU197707020,A,HOU,hargs101,2,1,RS
HOU197707030,A,HOU,messa101,3,9,RS
ATL197707040,H,CIN,niekp001,5,4,RS
ATL197707050,H,CIN,colld101,3,9,RS
ATL197707060,H,CIN,hargs101,13,15,RS
SFN197707080,A,SFN,niekp001,2,3,RS
SFN197707090,A,SFN,colld101,4,5,RS
SFN197707101,A,SFN,ruthd001,2,5,RS
SFN197707102,A,SFN,soloe101,5,12,RS
CIN197707120,A,CIN,niekp001,4,3,RS
CIN197707130,A,CIN,caprb101,4,3,RS
CIN197707140,A,CIN,ruthd001,1,7,RS
ATL197707150,H,SFN,soloe101,3,2,RS
ATL197707160,H,SFN,niekp001,0,4,RS
ATL197707170,H,SFN,caprb101,11,10,RS
