id,loc,opp,starter,rs,ra,round
CIN200104020,A,CIN,burkj001,10,4,RS
ATL200104030,H,NYN,glavt001,4,6,RS
ATL200104040,H,NYN,millk004,3,2,RS
ATL200104050,H,NYN,pereo001,1,7,RS
FLO200104060,A,FLO,maddg002,7,5,RS
FLO200104070,A,FLO,burkj001,0,8,RS
FLO200104080,A,FLO,glavt001,1,6,RS
NYN200104090,A,NYN,millk004,4,9,RS
NYN200104110,A,NYN,maddg002,2,0,RS
NYN200104120,A,NYN,burkj001,0,1,RS
ATL200104130,H,PHI,glavt001,4,2,RS
ATL200104140,H,PHI,millk004,1,2,RS
ATL200104150,H,PHI,pereo001,3,0,RS
ATL200104160,H,FLO,maddg002,4,3,RS
ATL200104170,H,FLO,burkj001,2,3,RS
ATL200104180,H,FLO,glavt001,1,0,RS
PHI200104200,A,PHI,millk004,3,8,RS
PHI200104210,A,PHI,maddg002,1,4,RS
PHI200104220,A,PHI,burkj001,2,3,RS
HOU200104230,A,HOU,glavt001,9,7,RS
HOU200104240,A,HOU,pereo001,6,11,RS
HOU200104250,A,HOU,millk004,11,3,RS
ARI200104260,A,ARI,maddg002,6,13,RS
ARI200104270,A,ARI,burkj001,9,0,RS
ARI200104280,A,ARI,glavt001,3,1,RS
ARI200104290,A,ARI,pereo001,5,7,RS
ATL200105010,H,MIL,millk004,3,5,RS
ATL200105020,H,MIL,maddg002,1,0,RS
ATL200105030,H,MIL,burkj001,0,5,RS
ATL200105040,H,SLN,glavt001,2,4,RS
ATL200105050,H,SLN,pereo001,6,5,RS
ATL200105060,H,SLN,millk004,7,5,RS
SDN200105080,A,SDN,maddg002,1,7,RS
SDN200105090,A,SDN,burkj001,3,0,RS
SDN200105100,A,SDN,glavt001,5,6,RS
LAN200105110,A,LAN,pereo001,5,1,RS
LAN200105120,A,LAN,marqj001,0,1,RS
LAN200105130,A,LAN,maddg002,1,3,RS
ATL200105150,H,COL,burkj001,5,3,RS
ATL200105160,H,COL,glavt001,6,4,RS
ATL200105170,H,COL,smolj001,3,8,RS
ATL200105180,H,SFN,maddg002,6,5,RS
ATL200105190,H,SFN,pereo001,3,6,RS
ATL200105200,H,SFN,burkj001,11,6,RS
FLO200105210,A,FLO,glavt001,5,3,RS
FLO200105220,A,FLO,smolj001,2,3,RS
ATL200105250,H,PIT,maddg002,1,0,RS
ATL200105260,H,PIT,burkj001,9,3,RS
ATL200105270,H,PIT,glavt001,3,6,RS
ATL200105280,H,MON,smolj001,5,3,RS
ATL200105290,H,MON,pereo001,7,4,RS
ATL200105300,H,MON,maddg002,3,4,RS
PIT200106010,A,PIT,burkj001,5,1,RS
PIT200106031,A,PIT,glavt001,11,7,RS
PIT200106032,A,PIT,smolj001,8,3,RS
MON200106050,A,MON,maddg002,3,1,RS
MON200106060,A,MON,burkj001,2,0,RS
MON200106070,A,MON,pereo001,4,3,RS
NYA200106080,A,NYA,glavt001,4,7,RS
NYA200106090,A,NYA,smolj001,10,6,RS
NYA200106100,A,NYA,maddg002,4,1,RS
TOR200106110,A,TOR,burkj001,4,9,RS
TOR200106120,A,TOR,pereo001,3,0,RS
TOR200106130,A,TOR,glavt001,5,12,RS
ATL200106150,H,BOS,maddg002,5,9,RS
ATL200106160,H,BOS,burkj001,8,0,RS
ATL200106170,H,BOS,pereo001,3,4,RS
ATL200106180,H,FLO,glavt001,6,7,RS
ATL200106190,H,FLO,marqj001,2,12,RS
ATL200106200,H,FLO,maddg002,7,2,RS
ATL200106210,H,FLO,burkj001,2,3,RS
NYN200106220,A,NYN,pereo001,10,1,RS
NYN200106230,A,NYN,glavt001,9,3,RS
NYN200106240,A,NYN,marqj001,8,4,RS
PHI200106250,A,PHI,maddg002,9,4,RS
PHI200106260,A,PHI,burkj001,4,1,RS
PHI200106270,A,PHI,pereo001,10,4,RS
ATL200106280,H,NYN,glavt001,6,2,RS
