id,loc,opp,starter,rs,ra,round
ATL201803290,H,PHI,tehej001,8,5,RS
ATL201803300,H,PHI,foltm001,4,5,RS
ATL201803310,H,PHI,mccab001,15,2,RS
ATL201804020,H,WAS,newcs001,1,8,RS
ATL201804030,H,WAS,tehej001,13,6,RS
ATL201804040,H,WAS,foltm001,7,1,RS
COL201804060,A,COL,mccab001,8,3,RS
COL201804070,A,COL,sanca004,2,3,RS
COL201804080,A,COL,newcs001,4,0,RS
WAS201804090,A,WAS,tehej001,0,2,RS
WAS201804100,A,WAS,foltm001,1,4,RS
WAS201804110,A,WAS,mccab001,5,3,RS
CHN201804130,A,CHN,sanca004,4,0,RS
CHN201804140,A,CHN,newcs001,10,14,RS
ATL201804160,H,PHI,tehej001,2,1,RS
ATL201804170,H,PHI,foltm001,1,5,RS
ATL201804180,H,PHI,mccab001,7,3,RS
ATL201804190,H,NYN,wislm001,12,4,RS
ATL201804200,H,NYN,newcs001,3,5,RS
ATL201804210,H,NYN,tehej001,4,3,RS
CIN201804230,A,CIN,foltm001,4,10,RS
CIN201804240,A,CIN,mccab001,7,9,RS
CIN201804250,A,CIN,wislm001,5,4,RS
CIN201804260,A,CIN,newcs001,7,4,RS
PHI201804270,A,PHI,tehej001,3,7,RS
PHI201804280,A,PHI,foltm001,4,1,RS
PHI201804290,A,PHI,mccab001,10,1,RS
NYN201805010,A,NYN,sorom001,3,2,RS
NYN201805020,A,NYN,newcs001,7,0,RS
NYN201805030,A,NYN,tehej001,11,0,RS
ATL201805040,H,SFN,foltm001,4,9,RS
ATL201805050,H,SFN,mccab001,2,11,RS
ATL201805060,H,SFN,sorom001,3,4,RS
TBA201805080,A,TBA,newcs001,1,0,RS
TBA201805090,A,TBA,tehej001,5,2,RS
MIA201805100,A,MIA,foltm001,9,2,RS
MIA201805110,A,MIA,mccab001,3,6,RS
MIA201805120,A,MIA,sorom001,10,5,RS
MIA201805130,A,MIA,newcs001,4,3,RS
CHN201805140,A,CHN,tehej001,6,5,RS
ATL201805150,H,CHN,foltm001,2,3,RS
ATL201805160,H,CHN,mccab001,4,1,RS
