id,loc,opp,starter,rs,ra,round
ATL199004111,H,SFN,glavt001,0,8,RS
ATL199004112,H,SFN,smitp001,4,3,RS
ATL199004120,H,SFN,smolj001,4,13,RS
ATL199004130,H,CIN,lilld001,2,5,RS
ATL199004150,H,CIN,glavt001,6,13,RS
ATL199004160,H,CIN,smitp001,3,5,RS
HOU199004170,A,HOU,smolj001,3,5,RS
HOU199004180,A,HOU,lilld001,5,10,RS
CIN199004210,A,CIN,clarm001,1,8,RS
CIN199004220,A,CIN,glavt001,3,1,RS
NYN199004240,A,NYN,smitp001,1,2,RS
NYN199004250,A,NYN,smolj001,5,8,RS
ATL199004260,H,HOU,lilld001,0,3,RS
ATL199004270,H,PHI,clarm001,1,7,RS
ATL199004280,H,PHI,glavt001,1,2,RS
ATL199004290,H,PHI,smitp001,3,1,RS
ATL199004300,H,NYN,smolj001,7,4,RS
ATL199005010,H,NYN,lilld001,5,2,RS
MON199005020,A,MON,clarm001,8,1,RS
MON199005030,A,MON,glavt001,4,1,RS
PIT199005061,A,PIT,smolj001,4,6,RS
PIT199005062,A,PIT,lilld001,2,4,RS
CHN199005070,A,CHN,clarm001,9,8,RS
CHN199005080,A,CHN,glavt001,8,10,RS
CHN199005090,A,CHN,smitp001,0,4,RS
SLN199005110,A,SLN,smolj001,2,5,RS
SLN199005120,A,SLN,lilld001,3,4,RS
SLN199005130,A,SLN,clarm001,3,1,RS
ATL199005140,H,CHN,glavt001,3,2,RS
ATL199005150,H,CHN,smitp001,2,12,RS
ATL199005160,H,CHN,smolj001,4,0,RS
ATL199005170,H,PIT,lilld001,6,1,RS
ATL199005180,H,PIT,clarm001,3,9,RS
ATL199005190,H,PIT,glavt001,2,1,RS
ATL199005200,H,PIT,smitp001,13,11,RS
ATL199005210,H,SLN,smolj001,6,5,RS
ATL199005220,H,SLN,lilld001,3,4,RS
PHI199005240,A,PHI,clarm001,4,8,RS
PHI199005250,A,PHI,glavt001,4,5,RS
PHI199005260,A,PHI,smitp001,12,3,RS
PHI199005270,A,PHI,smolj001,6,1,RS
ATL199005280,H,MON,lilld001,1,4,RS
ATL199005300,H,MON,glavt001,6,9,RS
SDN199005310,A,SDN,smitp001,1,2,RS
SDN199006010,A,SDN,smolj001,16,11,RS
SDN199006020,A,SDN,lilld001,0,9,RS
SDN199006030,A,SDN,leibc001,4,2,RS
LAN199006040,A,LAN,glavt001,0,6,RS
LAN199006050,A,LAN,smitp001,6,4,RS
LAN199006060,A,LAN,smolj001,5,7,RS
ATL199006080,H,SFN,lilld001,8,23,RS
ATL199006090,H,SFN,leibc001,5,3,RS
ATL199006100,H,SFN,smitp001,3,9,RS
ATL199006110,H,SFN,smolj001,3,8,RS
CIN199006121,A,CIN,glavt001,8,3,RS
CIN199006122,A,CIN,greet001,3,2,RS
CIN199006130,A,CIN,avers001,4,13,RS
CIN199006140,A,CIN,leibc001,3,4,RS
SFN199006150,A,SFN,smitp001,2,8,RS
SFN199006160,A,SFN,smolj001,0,7,RS
SFN199006170,A,SFN,glavt001,7,9,RS
ATL199006191,H,CIN,avers001,2,4,RS
ATL199006192,H,CIN,leibc001,3,0,RS
ATL199006200,H,CIN,greet001,8,9,RS
ATL199006210,H,CIN,smolj001,4,3,RS
ATL199006230,H,SDN,glavt001,5,7,RS
ATL199006240,H,SDN,smitp001,11,10,RS
ATL199006250,H,LAN,leibc001,2,5,RS
ATL199006260,H,LAN,avers001,4,2,RS
ATL199006270,H,LAN,smolj001,4,0,RS
MON199006290,A,MON,glavt001,4,2,RS
MON199006300,A,MON,leibc001,7,6,RS
MON199007010,A,MON,avers001,1,5,RS
MON199007020,A,MON,smolj001,6,3,RS
PHI199007030,A,PHI,clarm001,1,5,RS
PHI199007040,A,PHI,glavt001,4,1,RS
ATL199007050,H,NYN,leibc001,8,9,RS
ATL199007060,H,NYN,avers001,7,10,RS
ATL199007070,H,NYN,smolj001,4,3,RS
ATL199007080,H,NYN,clarm001,1,2,RS
ATL199007120,H,MON,glavt001,0,3,RS
ATL199007141,H,MON,smolj001,3,2,RS
ATL199007142,H,MON,leibc001,2,6,RS
ATL199007150,H,MON,avers001,14,16,RS
ATL199007160,H,PHI,clarm001,2,7,RS
ATL199007170,H,PHI,glavt001,14,10,RS
ATL199007180,H,PHI,smolj001,3,4,RS
NYN199007190,A,NYN,leibc001,2,6,RS
NYN199007200,A,NYN,avers001,1,6,RS
NYN199007210,A,NYN,clarm001,2,4,RS
NYN199007220,A,NYN,glavt001,3,2,RS
ATL199007230,H,HOU,smolj001,3,1,RS
ATL199007241,H,HOU,leibc001,9,3,RS
ATL199007242,H,HOU,castt001,9,8,RS
ATL199007250,H,HOU,avers001,1,5,RS
LAN199007260,A,LAN,clarm001,1,8,RS
LAN199007270,A,LAN,glavt001,4,5,RS
LAN199007280,A,LAN,smolj001,7,8,RS
LAN199007290,A,LAN,leibc001,3,4,RS
SDN199007300,A,SDN,avers001,4,3,RS
SDN199007310,A,SDN,clarm001,6,7,RS
HOU199008020,A,HOU,glavt001,1,3,RS
HOU199008030,A,HOU,smolj001,0,3,RS
HOU199008040,A,HOU,leibc001,2,6,RS
HOU199008050,A,HOU,avers001,2,6,RS
ATL199008071,H,SDN,glavt001,2,7,RS
ATL199008072,H,SDN,clarm001,9,11,RS
ATL199008080,H,SDN,smolj001,7,1,RS
ATL199008090,H,SDN,leibc001,0,7,RS
ATL199008100,H,LAN,avers001,3,2,RS
ATL199008110,H,LAN,granm001,4,6,RS
ATL199008120,H,LAN,glavt001,3,7,RS
ATL199008130,H,LAN,smolj001,9,5,RS
PIT199008141,A,PIT,leibc001,1,3,RS
PIT199008142,A,PIT,avers001,4,6,RS
PIT199008150,A,PIT,castt001,8,1,RS
PIT199008160,A,PIT,glavt001,3,4,RS
CHN199008170,A,CHN,smolj001,0,7,RS
CHN199008180,A,CHN,leibc001,17,6,RS
CHN199008190,A,CHN,avers001,4,5,RS
SLN199008200,A,SLN,glavt001,2,7,RS
SLN199008210,A,SLN,smolj001,7,2,RS
SLN199008220,A,SLN,castt001,2,1,RS
ATL199008230,H,HOU,leibc001,3,8,RS
ATL199008240,H,CHN,avers001,3,0,RS
ATL199008250,H,CHN,glavt001,3,6,RS
ATL199008260,H,CHN,smolj001,4,3,RS
ATL199008280,H,PIT,leibc001,9,0,RS
ATL199008290,H,PIT,avers001,0,10,RS
ATL199008300,H,SLN,glavt001,3,5,RS
ATL199008310,H,SLN,smolj001,4,1,RS
ATL199009010,H,SLN,marap001,4,3,RS
ATL199009020,H,SLN,leibc001,5,0,RS
ATL199009030,H,CIN,avers001,8,6,RS
ATL199009040,H,CIN,glavt001,7,4,RS
LAN199009050,A,LAN,smolj001,6,2,RS
LAN199009060,A,LAN,marap001,0,5,RS
SDN199009070,A,SDN,leibc001,4,1,RS
SDN199009080,A,SDN,avers001,11,5,RS
SDN199009090,A,SDN,glavt001,4,5,RS
SFN199009100,A,SFN,smolj001,6,7,RS
SFN199009110,A,SFN,marap001,0,2,RS
SFN199009120,A,SFN,leibc001,3,8,RS
ATL199009140,H,SDN,glavt001,7,3,RS
ATL199009150,H,SDN,smolj001,3,5,RS
ATL199009160,H,SDN,avers001,4,9,RS
