id,loc,opp,starter,rs,ra,round
PHI200904050,A,PHI,lowed001,4,1,RS
PHI200904070,A,PHI,jurrj001,4,0,RS
PHI200904080,A,PHI,vazqj001,11,12,RS
ATL200904100,H,WAS,lowed001,6,5,RS
ATL200904110,H,WAS,kawak001,5,3,RS
ATL200904120,H,WAS,jurrj001,8,5,RS
ATL200904140,H,FLO,vazqj001,1,5,RS
ATL200904150,H,FLO,lowed001,4,10,RS
ATL200904160,H,FLO,kawak001,2,6,RS
PIT200904170,A,PIT,jurrj001,0,3,RS
PIT200904180,A,PIT,reyej003,0,10,RS
PIT200904190,A,PIT,vazqj001,11,1,RS
WAS200904200,A,WAS,lowed001,2,3,RS
WAS200904210,A,WAS,kawak001,3,4,RS
WAS200904220,A,WAS,jurrj001,1,0,RS
CIN200904240,A,CIN,vazqj001,4,3,RS
CIN200904250,A,CIN,lowed001,10,2,RS
CIN200904260,A,CIN,kawak001,2,8,RS
ATL200904270,H,SLN,jurrj001,2,3,RS
ATL200904280,H,SLN,reyej003,2,1,RS
ATL200904290,H,SLN,vazqj001,3,5,RS
ATL200905010,H,HOU,lowed001,7,2,RS
ATL200905020,H,HOU,jurrj001,1,5,RS
ATL200905030,H,HOU,reyej003,5,7,RS
ATL200905040,H,NYN,vazqj001,4,6,RS
ATL200905050,H,NYN,kawak001,3,4,RS
FLO200905060,A,FLO,lowed001,8,6,RS
FLO200905070,A,FLO,jurrj001,4,2,RS
PHI200905080,A,PHI,reyej003,6,10,RS
PHI200905090,A,PHI,vazqj001,6,2,RS
PHI200905100,A,PHI,kawak001,4,2,RS
NYN200905110,A,NYN,lowed001,8,3,RS
NYN200905120,A,NYN,jurrj001,3,4,RS
NYN200905130,A,NYN,reyej003,8,7,RS
ATL200905150,H,ARI,vazqj001,4,3,RS
ATL200905160,H,ARI,kawak001,0,12,RS
ATL200905180,H,COL,lowed001,1,5,RS
ATL200905190,H,COL,jurrj001,8,1,RS
ATL200905200,H,COL,vazqj001,12,4,RS
ATL200905210,H,COL,medlk001,0,9,RS
ATL200905220,H,TOR,kawak001,1,0,RS
ATL200905230,H,TOR,lowed001,4,3,RS
ATL200905240,H,TOR,jurrj001,10,2,RS
SFN200905250,A,SFN,vazqj001,2,8,RS
SFN200905260,A,SFN,medlk001,0,4,RS
SFN200905270,A,SFN,kawak001,3,6,RS
ARI200905280,A,ARI,lowed001,2,5,RS
ARI200905290,A,ARI,jurrj001,10,6,RS
ARI200905300,A,ARI,vazqj001,2,3,RS
ARI200905310,A,ARI,medlk001,9,3,RS
ATL200906020,H,CHN,kawak001,6,5,RS
ATL200906030,H,CHN,lowed001,2,3,RS
ATL200906050,H,MIL,jurrj001,0,4,RS
ATL200906060,H,MIL,vazqj001,0,3,RS
ATL200906070,H,MIL,hanst001,8,7,RS
ATL200906080,H,PIT,kawak001,7,6,RS
ATL200906090,H,PIT,lowed001,4,3,RS
ATL200906100,H,PIT,jurrj001,2,3,RS
ATL200906110,H,PIT,vazqj001,1,3,RS
BAL200906120,A,BAL,hanst001,7,2,RS
BAL200906130,A,BAL,kawak001,4,8,RS
BAL200906140,A,BAL,lowed001,2,11,RS
CIN200906160,A,CIN,jurrj001,2,7,RS
CIN200906170,A,CIN,vazqj001,3,4,RS
CIN200906180,A,CIN,hanst001,7,0,RS
BOS200906190,A,BOS,kawak001,8,2,RS
BOS200906200,A,BOS,lowed001,0,3,RS
BOS200906210,A,BOS,jurrj001,5,6,RS
ATL200906220,H,CHN,vazqj001,2,0,RS
ATL200906230,H,NYA,hanst001,4,0,RS
ATL200906240,H,NYA,kawak001,4,8,RS
ATL200906250,H,NYA,lowed001,7,11,RS
ATL200906260,H,BOS,jurrj001,1,4,RS
ATL200906270,H,BOS,vazqj001,0,1,RS
