id,loc,opp,starter,rs,ra,round
ATL201604040,H,WAS,tehej001,3,4,RS
ATL201604060,H,WAS,norrb001,1,3,RS
ATL201604080,H,SLN,wislm001,4,7,RS
ATL201604090,H,SLN,tehej001,2,12,RS
ATL201604100,H,SLN,perew001,7,12,RS
WAS201604110,A,WAS,norrb001,4,6,RS
WAS201604120,A,WAS,chacj001,1,2,RS
WAS201604130,A,WAS,wislm001,0,3,RS
WAS201604140,A,WAS,tehej001,2,6,RS
MIA201604150,A,MIA,perew001,6,3,RS
MIA201604160,A,MIA,norrb001,6,4,RS
MIA201604170,A,MIA,chacj001,6,5,RS
ATL201604190,H,LAN,perew001,8,1,RS
ATL201604200,H,LAN,tehej001,3,5,RS
ATL201604210,H,LAN,wislm001,1,2,RS
ATL201604220,H,NYN,norrb001,3,6,RS
ATL201604230,H,NYN,chacj001,2,8,RS
ATL201604240,H,NYN,blaia001,2,3,RS
ATL201604250,H,BOS,tehej001,0,1,RS
ATL201604260,H,BOS,wislm001,4,11,RS
BOS201604270,A,BOS,norrb001,4,9,RS
BOS201604280,A,BOS,chacj001,5,3,RS
CHN201604290,A,CHN,blaia001,1,6,RS
CHN201605010,A,CHN,tehej001,4,3,RS
NYN201605020,A,NYN,foltm001,1,4,RS
NYN201605030,A,NYN,wislm001,3,0,RS
NYN201605040,A,NYN,chacj001,0,8,RS
ATL201605060,H,ARI,blaia001,2,7,RS
ATL201605070,H,ARI,tehej001,2,4,RS
ATL201605080,H,ARI,foltm001,3,5,RS
ATL201605100,H,PHI,wislm001,2,3,RS
ATL201605110,H,PHI,perew001,5,1,RS
ATL201605120,H,PHI,blaia001,4,7,RS
KCA201605130,A,KCA,tehej001,1,5,RS
KCA201605140,A,KCA,foltm001,5,0,RS
KCA201605150,A,KCA,wislm001,2,4,RS
PIT201605160,A,PIT,perew001,5,8,RS
PIT201605170,A,PIT,blaia001,9,12,RS
PIT201605180,A,PIT,tehej001,3,1,RS
PIT201605190,A,PIT,foltm001,2,8,RS
PHI201605200,A,PHI,wislm001,7,1,RS
PHI201605210,A,PHI,perew001,2,0,RS
PHI201605220,A,PHI,kellc001,0,5,RS
ATL201605240,H,MIL,tehej001,1,2,RS
ATL201605250,H,MIL,foltm001,2,3,RS
ATL201605260,H,MIL,wislm001,2,6,RS
