id,loc,opp,starter,rs,ra,round
SDN197004070,A,SDN,niekp001,3,8,RS
SDN197004080,A,SDN,jarvp101,6,1,RS
SDN197004090,A,SDN,nashj101,6,1,RS
HOU197004100,A,HOU,stong102,5,0,RS
HOU197004110,A,HOU,pappm101,7,8,RS
HOU197004120,A,HOU,niekp001,3,8,RS
ATL197004130,H,SFN,jarvp101,9,3,RS
ATL197004140,H,SFN,nashj101,11,15,RS
ATL197004150,H,SDN,stong102,7,5,RS
ATL197004160,H,SDN,niekp001,4,5,RS
ATL197004180,H,LAN,jarvp101,4,5,RS
ATL197004190,H,LAN,nashj101,1,10,RS
ATL197004200,H,CIN,stong102,2,6,RS
ATL197004210,H,CIN,niekp001,8,13,RS
PIT197004230,A,PIT,jarvp101,6,8,RS
PIT197004240,A,PIT,nashj101,9,0,RS
PIT197004250,A,PIT,stong102,7,8,RS
PIT197004260,A,PIT,niekp001,2,0,RS
SLN197004280,A,SLN,jarvp101,3,2,RS
SLN197004290,A,SLN,nashj101,10,6,RS
ATL197004300,H,CHN,stong102,9,2,RS
ATL197005010,H,CHN,niekp001,3,2,RS
ATL197005020,H,CHN,jarvp101,4,2,RS
ATL197005040,H,PIT,nashj101,5,3,RS
ATL197005050,H,PIT,stong102,12,6,RS
ATL197005060,H,PIT,niekp001,3,0,RS
ATL197005080,H,SLN,jarvp101,8,7,RS
ATL197005090,H,SLN,nashj101,5,3,RS
ATL197005100,H,SLN,stong102,5,6,RS
CHN197005110,A,CHN,niekp001,7,6,RS
CHN197005120,A,CHN,jarvp101,3,4,RS
CIN197005150,A,CIN,nashj101,3,1,RS
CIN197005160,A,CIN,niekp001,0,2,RS
CIN197005171,A,CIN,jarvp101,1,5,RS
CIN197005172,A,CIN,stong102,6,7,RS
SFN197005190,A,SFN,pappm101,4,2,RS
SFN197005200,A,SFN,nashj101,6,1,RS
LAN197005210,A,LAN,niekp001,3,6,RS
LAN197005220,A,LAN,jarvp101,1,0,RS
LAN197005230,A,LAN,stong102,5,1,RS
LAN197005240,A,LAN,pappm101,1,8,RS
ATL197005260,H,HOU,nashj101,5,3,RS
ATL197005270,H,HOU,niekp001,8,1,RS
ATL197005290,H,PHI,jarvp101,5,2,RS
ATL197005300,H,PHI,stong102,5,7,RS
ATL197005310,H,PHI,nashj101,9,1,RS
ATL197006020,H,NYN,niekp001,4,1,RS
ATL197006040,H,NYN,jarvp101,3,1,RS
ATL197006050,H,MON,stong102,2,3,RS
ATL197006060,H,MON,nashj101,4,12,RS
ATL197006070,H,MON,niekp001,1,10,RS
PHI197006090,A,PHI,jarvp101,1,2,RS
PHI197006100,A,PHI,stong102,5,1,RS
PHI197006110,A,PHI,nashj101,6,4,RS
NYN197006120,A,NYN,niekp001,1,8,RS
NYN197006130,A,NYN,mcqum103,1,4,RS
NYN197006140,A,NYN,jarvp101,5,7,RS
MON197006160,A,MON,stong102,7,5,RS
MON197006170,A,MON,nashj101,6,5,RS
MON197006180,A,MON,niekp001,7,10,RS
ATL197006191,H,HOU,mcqum103,7,6,RS
ATL197006192,H,HOU,jarvp101,4,2,RS
ATL197006200,H,HOU,stong102,6,9,RS
ATL197006210,H,HOU,nashj101,6,4,RS
ATL197006220,H,LAN,niekp001,2,4,RS
ATL197006230,H,LAN,mcqum103,0,7,RS
ATL197006240,H,LAN,jarvp101,0,7,RS
SFN197006260,A,SFN,reedr001,1,4,RS
SFN197006270,A,SFN,stong102,0,3,RS
SFN197006281,A,SFN,nashj101,4,6,RS
SFN197006282,A,SFN,niekp001,3,4,RS
CIN197006300,A,CIN,jarvp101,8,2,RS
CIN197007010,A,CIN,reedr001,2,9,RS
CIN197007020,A,CIN,stong102,1,2,RS
ATL197007031,H,SDN,nashj101,8,1,RS
ATL197007032,H,SDN,niekp001,9,4,RS
ATL197007040,H,SDN,jarvp101,2,1,RS
ATL197007050,H,SDN,reedr001,5,6,RS
ATL197007060,H,SFN,stong102,12,4,RS
ATL197007070,H,SFN,nashj101,5,8,RS
ATL197007080,H,SFN,niekp001,0,13,RS
ATL197007090,H,SFN,jarvp101,6,7,RS
ATL197007101,H,CIN,reedr001,11,9,RS
ATL197007102,H,CIN,stong102,1,3,RS
ATL197007110,H,CIN,niekp001,6,7,RS
ATL197007120,H,CIN,nashj101,5,6,RS
SLN197007160,A,SLN,jarvp101,7,3,RS
SLN197007170,A,SLN,stong102,6,11,RS
SLN197007180,A,SLN,nashj101,8,7,RS
SLN197007190,A,SLN,reedr001,1,3,RS
ATL197007201,H,CHN,niekp001,3,1,RS
ATL197007202,H,CHN,cardd101,5,0,RS
ATL197007210,H,CHN,jarvp101,2,8,RS
PIT197007220,A,PIT,stong102,3,5,RS
PIT197007230,A,PIT,nashj101,5,6,RS
CHN197007240,A,CHN,reedr001,1,11,RS
CHN197007250,A,CHN,niekp001,9,0,RS
CHN197007261,A,CHN,jarvp101,8,3,RS
CHN197007262,A,CHN,cardd101,6,7,RS
ATL197007280,H,SLN,nashj101,4,6,RS
ATL197007290,H,SLN,reedr001,9,7,RS
ATL197007300,H,SLN,niekp001,2,4,RS
ATL197007310,H,PIT,jarvp101,4,3,RS
ATL197008010,H,PIT,stong102,10,20,RS
ATL197008020,H,PIT,nashj101,7,10,RS
HOU197008031,A,HOU,niekp001,5,7,RS
HOU197008032,A,HOU,reedr001,3,1,RS
HOU197008040,A,HOU,jarvp101,6,1,RS
LAN197008050,A,LAN,stong102,2,12,RS
LAN197008060,A,LAN,nashj101,4,1,RS
SDN197008071,A,SDN,niekp001,8,2,RS
SDN197008072,A,SDN,reedr001,1,6,RS
SDN197008090,A,SDN,jarvp101,2,4,RS
ATL197008110,H,MON,nashj101,1,0,RS
ATL197008120,H,MON,niekp001,8,7,RS
ATL197008130,H,MON,stong102,4,1,RS
ATL197008141,H,NYN,reedr001,10,2,RS
ATL197008142,H,NYN,jarvp101,2,4,RS
ATL197008150,H,NYN,niekp001,3,2,RS
ATL197008160,H,NYN,nashj101,1,2,RS
ATL197008180,H,PHI,stong102,3,2,RS
ATL197008190,H,PHI,jarvp101,3,2,RS
ATL197008200,H,PHI,reedr001,6,2,RS
MON197008210,A,MON,niekp001,4,6,RS
MON197008220,A,MON,nashj101,1,4,RS
MON197008240,A,MON,stong102,6,0,RS
NYN197008250,A,NYN,jarvp101,7,6,RS
NYN197008260,A,NYN,reedr001,9,7,RS
NYN197008270,A,NYN,niekp001,1,5,RS
