id,loc,opp,starter,rs,ra,round
WAS200803300,A,WAS,hudst001,2,3,RS
ATL200803310,H,PIT,glavt001,11,12,RS
ATL200804020,H,PIT,jurrj001,10,2,RS
ATL200804030,H,PIT,bennj002,3,4,RS
ATL200804050,H,NYN,hudst001,11,5,RS
ATL200804060,H,NYN,smolj001,3,1,RS
COL200804070,A,COL,glavt001,1,2,RS
COL200804080,A,COL,jurrj001,3,4,RS
COL200804090,A,COL,jamec002,6,12,RS
WAS200804110,A,WAS,hudst001,3,0,RS
WAS200804120,A,WAS,smolj001,10,2,RS
WAS200804130,A,WAS,glavt001,4,5,RS
FLO200804150,A,FLO,jurrj001,0,4,RS
FLO200804160,A,FLO,hudst001,5,6,RS
FLO200804170,A,FLO,smolj001,8,0,RS
ATL200804180,H,LAN,bennj002,6,1,RS
ATL200804190,H,LAN,jamec002,4,1,RS
ATL200804200,H,LAN,jurrj001,6,1,RS
ATL200804210,H,WAS,hudst001,7,3,RS
ATL200804220,H,WAS,smolj001,0,6,RS
ATL200804230,H,FLO,bennj002,2,7,RS
ATL200804240,H,FLO,jamec002,7,4,RS
NYN200804250,A,NYN,jurrj001,6,3,RS
NYN200804260,A,NYN,hudst001,3,4,RS
NYN200804270,A,NYN,smolj001,3,6,RS
WAS200804290,A,WAS,glavt001,3,6,RS
WAS200804300,A,WAS,jurrj001,2,3,RS
ATL200805020,H,CIN,hudst001,2,0,RS
ATL200805030,H,CIN,reyej003,9,1,RS
ATL200805040,H,CIN,glavt001,14,7,RS
ATL200805060,H,SDN,jurrj001,5,3,RS
ATL200805070,H,SDN,hudst001,5,2,RS
ATL200805080,H,SDN,reyej003,5,4,RS
PIT200805090,A,PIT,glavt001,2,3,RS
PIT200805100,A,PIT,jamec002,2,5,RS
PIT200805121,A,PIT,jurrj001,0,5,RS
PIT200805122,A,PIT,hudst001,8,1,RS
PHI200805130,A,PHI,reyej003,4,5,RS
PHI200805140,A,PHI,glavt001,8,6,RS
PHI200805150,A,PHI,jamec002,0,5,RS
ATL200805160,H,OAK,jurrj001,3,2,RS
ATL200805170,H,OAK,hudst001,4,5,RS
ATL200805180,H,OAK,reyej003,5,2,RS
ATL200805201,H,NYN,glavt001,6,1,RS
ATL200805202,H,NYN,campj002,6,2,RS
ATL200805210,H,NYN,jurrj001,11,4,RS
ATL200805220,H,NYN,hudst001,4,2,RS
ATL200805230,H,ARI,reyej003,1,11,RS
ATL200805240,H,ARI,campj002,3,1,RS
ATL200805250,H,ARI,glavt001,3,9,RS
ATL200805260,H,ARI,jurrj001,7,3,RS
MIL200805270,A,MIL,hudst001,2,3,RS
MIL200805280,A,MIL,reyej003,0,1,RS
MIL200805290,A,MIL,campj002,8,1,RS
CIN200805300,A,CIN,glavt001,2,3,RS
CIN200805310,A,CIN,jurrj001,7,8,RS
CIN200806010,A,CIN,hudst001,2,6,RS
ATL200806020,H,FLO,reyej003,7,5,RS
ATL200806030,H,FLO,campj002,5,4,RS
ATL200806040,H,FLO,glavt001,4,6,RS
ATL200806050,H,FLO,jurrj001,7,5,RS
ATL200806060,H,PHI,hudst001,3,4,RS
ATL200806070,H,PHI,reyej003,2,6,RS
ATL200806080,H,PHI,campj002,3,6,RS
CHN200806100,A,CHN,glavt001,5,10,RS
CHN200806110,A,CHN,bennj002,2,7,RS
CHN200806120,A,CHN,hudst001,2,3,RS
ANA200806130,A,ANA,reyej003,5,2,RS
ANA200806140,A,ANA,mortc002,9,4,RS
ANA200806150,A,ANA,campj002,0,2,RS
COL200806160,A,COL,jurrj001,7,1,RS
TEX200806170,A,TEX,hudst001,5,7,RS
TEX200806180,A,TEX,reyej003,5,2,RS
TEX200806190,A,TEX,mortc002,4,5,RS
ATL200806200,H,SEA,campj002,2,10,RS
ATL200806210,H,SEA,jurrj001,5,4,RS
ATL200806220,H,SEA,hudst001,8,3,RS
ATL200806230,H,MIL,reyej003,1,4,RS
ATL200806240,H,MIL,mortc002,3,4,RS
ATL200806250,H,MIL,campj002,4,2,RS
TOR200806270,A,TOR,jurrj001,4,0,RS
TOR200806280,A,TOR,hudst001,5,9,RS
TOR200806290,A,TOR,reyej003,0,1,RS
ATL200807010,H,PHI,mortc002,3,8,RS
ATL200807020,H,PHI,campj002,3,7,RS
ATL200807030,H,PHI,jurrj001,1,4,RS
ATL200807040,H,HOU,hudst001,6,2,RS
ATL200807050,H,HOU,reyej003,1,6,RS
ATL200807060,H,HOU,mortc002,7,6,RS
LAN200807070,A,LAN,campj002,0,3,RS
LAN200807080,A,LAN,jurrj001,9,3,RS
LAN200807090,A,LAN,hudst001,1,2,RS
SDN200807110,A,SDN,reyej003,0,4,RS
SDN200807120,A,SDN,mortc002,4,1,RS
SDN200807130,A,SDN,campj002,12,3,RS
ATL200807180,H,WAS,hudst001,7,6,RS
ATL200807190,H,WAS,jurrj001,2,8,RS
ATL200807200,H,WAS,reyej003,6,15,RS
FLO200807210,A,FLO,campj002,4,0,RS
FLO200807220,A,FLO,mortc002,0,4,RS
FLO200807230,A,FLO,hudst001,9,4,RS
PHI200807250,A,PHI,jurrj001,8,2,RS
PHI200807260,A,PHI,hampm001,9,10,RS
PHI200807270,A,PHI,campj002,10,12,RS
ATL200807280,H,SLN,mortc002,3,12,RS
ATL200807290,H,SLN,campj002,3,8,RS
ATL200807300,H,SLN,jurrj001,2,7,RS
ATL200807310,H,SLN,hampm001,9,4,RS
ATL200808010,H,MIL,jamec002,0,9,RS
ATL200808020,H,MIL,mortc002,2,4,RS
ATL200808030,H,MIL,campj002,5,0,RS
SFN200808040,A,SFN,jurrj001,2,4,RS
SFN200808050,A,SFN,hampm001,11,4,RS
SFN200808060,A,SFN,jamec002,2,3,RS
ARI200808070,A,ARI,mortc002,6,4,RS
ARI200808080,A,ARI,campj002,11,6,RS
ARI200808090,A,ARI,jurrj001,11,4,RS
ARI200808100,A,ARI,hampm001,1,6,RS
ATL200808131,H,CHN,mortc002,2,10,RS
ATL200808132,H,CHN,campj002,0,8,RS
ATL200808140,H,CHN,glavt001,7,11,RS
ATL200808150,H,SFN,jurrj001,1,5,RS
ATL200808160,H,SFN,hampm001,11,5,RS
ATL200808170,H,SFN,mortc002,1,3,RS
ATL200808180,H,SFN,campj002,0,5,RS
NYN200808190,A,NYN,reyej003,3,7,RS
NYN200808200,A,NYN,jurrj001,3,6,RS
NYN200808210,A,NYN,hampm001,4,5,RS
SLN200808220,A,SLN,mortc002,3,18,RS
SLN200808230,A,SLN,campj002,8,4,RS
SLN200808240,A,SLN,reyej003,3,6,RS
ATL200808260,H,FLO,jurrj001,10,9,RS
ATL200808270,H,FLO,hampm001,1,4,RS
ATL200808280,H,FLO,mortc002,4,2,RS
WAS200808290,A,WAS,campj002,3,7,RS
WAS200808300,A,WAS,reyej003,8,9,RS
WAS200808310,A,WAS,jurrj001,4,8,RS
FLO200809010,A,FLO,hampm001,3,4,RS
FLO200809020,A,FLO,mortc002,16,14,RS
FLO200809030,A,FLO,campj002,3,5,RS
ATL200809040,H,WAS,parrj004,2,0,RS
ATL200809050,H,WAS,jurrj001,10,5,RS
ATL200809060,H,WAS,hampm001,5,8,RS
ATL200809070,H,WAS,reyej003,4,7,RS
ATL200809090,H,COL,campj002,5,4,RS
ATL200809100,H,COL,parrj004,9,5,RS
ATL200809110,H,COL,jurrj001,8,4,RS
NYN200809131,A,NYN,hampm001,3,2,RS
NYN200809132,A,NYN,reyej003,0,5,RS
NYN200809140,A,NYN,campj002,7,4,RS
ATL200809160,H,PHI,parrj004,7,8,RS
ATL200809170,H,PHI,jurrj001,1,6,RS
ATL200809180,H,PHI,hampm001,3,4,RS
ATL200809190,H,NYN,reyej003,5,9,RS
ATL200809200,H,NYN,campj002,4,2,RS
ATL200809210,H,NYN,parrj004,7,6,RS
PHI200809220,A,PHI,jurrj001,2,6,RS
PHI200809230,A,PHI,hampm001,3,2,RS
PHI200809240,A,PHI,reyej003,10,4,RS
HOU200809260,A,HOU,campj002,4,5,RS
HOU200809270,A,HOU,parrj004,11,5,RS
HOU200809280,A,HOU,hampm001,1,3,RS
