id,loc,opp,starter,rs,ra,round
ATL199604010,H,SFN,maddg002,10,8,RS
ATL199604030,H,SFN,glavt001,15,2,RS
ATL199604040,H,SFN,smolj001,1,7,RS
ATL199604050,H,SLN,avers001,4,5,RS
ATL199604060,H,SLN,maddg002,2,3,RS
ATL199604070,H,SLN,schmj001,13,3,RS
LAN199604080,A,LAN,glavt001,0,1,RS
LAN199604090,A,LAN,smolj001,3,1,RS
LAN199604100,A,LAN,avers001,2,9,RS
SDN199604110,A,SDN,maddg002,1,2,RS
SDN199604120,A,SDN,schmj001,5,3,RS
SDN199604130,A,SDN,glavt001,2,6,RS
SDN199604140,A,SDN,smolj001,4,0,RS
ATL199604160,H,FLO,avers001,5,2,RS
ATL199604170,H,FLO,maddg002,4,2,RS
ATL199604180,H,FLO,glavt001,3,5,RS
ATL199604190,H,SDN,smolj001,7,1,RS
ATL199604200,H,SDN,schmj001,6,5,RS
ATL199604210,H,SDN,avers001,1,2,RS
ATL199604220,H,LAN,maddg002,4,1,RS
ATL199604230,H,LAN,glavt001,2,3,RS
SFN199604240,A,SFN,smolj001,8,3,RS
SFN199604250,A,SFN,schmj001,0,8,RS
SLN199604260,A,SLN,avers001,6,1,RS
SLN199604270,A,SLN,maddg002,7,2,RS
SLN199604290,A,SLN,glavt001,4,1,RS
HOU199604300,A,HOU,smolj001,7,5,RS
HOU199605010,A,HOU,avers001,0,3,RS
ATL199605030,H,PHI,maddg002,3,6,RS
ATL199605040,H,PHI,glavt001,6,3,RS
ATL199605050,H,PHI,smolj001,11,8,RS
ATL199605060,H,COL,avers001,4,1,RS
ATL199605070,H,COL,maddg002,6,5,RS
ATL199605080,H,COL,glavt001,5,1,RS
PHI199605100,A,PHI,smolj001,11,0,RS
PHI199605110,A,PHI,avers001,11,3,RS
PHI199605120,A,PHI,maddg002,0,6,RS
ATL199605130,H,PIT,glavt001,9,3,RS
ATL199605140,H,PIT,smolj001,7,3,RS
ATL199605150,H,PIT,avers001,0,3,RS
ATL199605170,H,CIN,maddg002,8,2,RS
ATL199605180,H,CIN,glavt001,2,1,RS
ATL199605190,H,CIN,smolj001,9,5,RS
ATL199605200,H,CHN,avers001,18,1,RS
ATL199605210,H,CHN,maddg002,2,4,RS
ATL199605220,H,CHN,glavt001,9,4,RS
PIT199605240,A,PIT,smolj001,5,3,RS
PIT199605250,A,PIT,avers001,2,6,RS
