id,loc,opp,starter,rs,ra,round
ATL198404030,H,PHI,barkl001,0,5,RS
ATL198404040,H,PHI,mcmuc001,4,0,RS
ATL198404060,H,MON,daylk001,5,8,RS
ATL198404070,H,MON,falcp001,2,7,RS
ATL198404080,H,MON,barkl001,6,2,RS
ATL198404100,H,NYN,mcmuc001,2,4,RS
ATL198404110,H,NYN,daylk001,1,6,RS
SDN198404120,A,SDN,falcp001,1,6,RS
SDN198404130,A,SDN,barkl001,2,5,RS
SDN198404140,A,SDN,campr001,5,1,RS
SDN198404150,A,SDN,mcmuc001,4,6,RS
CIN198404180,A,CIN,barkl001,5,4,RS
ATL198404200,H,HOU,daylk001,8,7,RS
ATL198404210,H,HOU,mcmuc001,3,4,RS
ATL198404220,H,HOU,falcp001,1,3,RS
ATL198404240,H,CIN,barkl001,4,2,RS
ATL198404250,H,CIN,daylk001,3,4,RS
ATL198404260,H,CIN,mcmuc001,2,1,RS
HOU198404270,A,HOU,falcp001,6,0,RS
HOU198404280,A,HOU,campr001,5,3,RS
HOU198404290,A,HOU,barkl001,5,8,RS
ATL198405010,H,SDN,mcmuc001,2,3,RS
ATL198405030,H,SDN,falcp001,6,5,RS
MON198405050,A,MON,barkl001,1,2,RS
MON198405061,A,MON,mcmuc001,2,0,RS
MON198405062,A,MON,campr001,9,8,RS
PHI198405070,A,PHI,perep001,8,6,RS
PHI198405080,A,PHI,falcp001,8,2,RS
NYN198405090,A,NYN,mahlr001,1,3,RS
NYN198405100,A,NYN,barkl001,7,3,RS
ATL198405110,H,PIT,mcmuc001,4,2,RS
ATL198405120,H,PIT,perep001,4,3,RS
ATL198405130,H,PIT,falcp001,9,8,RS
SLN198405150,A,SLN,barkl001,1,9,RS
SLN198405160,A,SLN,mcmuc001,2,4,RS
SLN198405170,A,SLN,perep001,7,2,RS
PIT198405180,A,PIT,falcp001,0,6,RS
PIT198405190,A,PIT,mahlr001,4,2,RS
PIT198405200,A,PIT,barkl001,5,1,RS
CHN198405230,A,CHN,mcmuc001,1,3,RS
CHN198405241,A,CHN,perep001,7,10,RS
CHN198405242,A,CHN,falcp001,5,7,RS
ATL198405250,H,SLN,barkl001,8,4,RS
ATL198405260,H,SLN,mahlr001,7,3,RS
ATL198405270,H,SLN,mcmuc001,9,12,RS
ATL198405280,H,SLN,falcp001,6,2,RS
ATL198405290,H,CHN,perep001,7,4,RS
ATL198405300,H,CHN,barkl001,2,6,RS
CIN198405310,A,CIN,mahlr001,7,1,RS
CIN198406011,A,CIN,mcmuc001,4,2,RS
CIN198406012,A,CIN,falcp001,7,3,RS
CIN198406020,A,CIN,perep001,9,3,RS
CIN198406030,A,CIN,barkl001,4,0,RS
SFN198406040,A,SFN,mahlr001,2,1,RS
SFN198406050,A,SFN,mcmuc001,8,3,RS
SFN198406060,A,SFN,falcp001,5,4,RS
LAN198406070,A,LAN,perep001,8,1,RS
LAN198406080,A,LAN,barkl001,3,5,RS
LAN198406090,A,LAN,mahlr001,3,4,RS
LAN198406100,A,LAN,mcmuc001,2,3,RS
SDN198406110,A,SDN,falcp001,4,5,RS
SDN198406120,A,SDN,perep001,6,7,RS
ATL198406140,H,CIN,barkl001,3,0,RS
ATL198406150,H,CIN,mahlr001,6,1,RS
ATL198406160,H,CIN,falcp001,1,2,RS
ATL198406170,H,CIN,perep001,6,5,RS
ATL198406190,H,SFN,mcmuc001,11,6,RS
ATL198406200,H,SFN,barkl001,6,5,RS
ATL198406210,H,SFN,mahlr001,3,5,RS
ATL198406220,H,LAN,falcp001,4,10,RS
ATL198406230,H,LAN,perep001,2,10,RS
ATL198406240,H,LAN,mcmuc001,2,5,RS
ATL198406251,H,HOU,barkl001,5,8,RS
ATL198406252,H,HOU,mahlr001,6,4,RS
ATL198406260,H,HOU,campr001,5,10,RS
ATL198406270,H,HOU,perep001,6,4,RS
NYN198406280,A,NYN,mcmuc001,5,3,RS
NYN198406290,A,NYN,bedrs001,5,3,RS
NYN198407011,A,NYN,mahlr001,1,2,RS
NYN198407012,A,NYN,campr001,2,3,RS
ATL198407020,H,MON,perep001,4,5,RS
ATL198407030,H,MON,mcmuc001,5,3,RS
ATL198407040,H,MON,bedrs001,4,7,RS
PHI198407050,A,PHI,mahlr001,0,1,RS
PHI198407060,A,PHI,perep001,5,0,RS
PHI198407070,A,PHI,campr001,5,2,RS
PHI198407080,A,PHI,mcmuc001,0,7,RS
ATL198407120,H,NYN,mahlr001,6,8,RS
ATL198407130,H,NYN,perep001,4,5,RS
ATL198407140,H,NYN,mcmuc001,0,7,RS
ATL198407150,H,NYN,barkl001,8,3,RS
MON198407160,A,MON,campr001,1,3,RS
MON198407170,A,MON,mahlr001,0,2,RS
MON198407180,A,MON,perep001,3,2,RS
ATL198407190,H,PHI,mcmuc001,1,9,RS
ATL198407200,H,PHI,barkl001,13,1,RS
ATL198407210,H,PHI,campr001,5,3,RS
ATL198407220,H,PHI,mahlr001,2,6,RS
LAN198407240,A,LAN,perep001,4,2,RS
LAN198407250,A,LAN,barkl001,1,2,RS
LAN198407260,A,LAN,mcmuc001,5,1,RS
SFN198407270,A,SFN,campr001,0,6,RS
SFN198407280,A,SFN,mahlr001,4,3,RS
SFN198407290,A,SFN,perep001,4,3,RS
HOU198407300,A,HOU,mcmuc001,3,4,RS
HOU198407310,A,HOU,campr001,6,3,RS
HOU198408010,A,HOU,mahlr001,6,5,RS
ATL198408030,H,SFN,perep001,2,1,RS
ATL198408040,H,SFN,mcmuc001,2,9,RS
ATL198408050,H,SFN,campr001,4,7,RS
ATL198408060,H,LAN,mahlr001,2,0,RS
ATL198408070,H,LAN,perep001,1,2,RS
ATL198408080,H,LAN,brizt001,1,5,RS
ATL198408090,H,LAN,campr001,0,1,RS
ATL198408101,H,SDN,bedrs001,3,1,RS
ATL198408102,H,SDN,falcp001,4,10,RS
ATL198408110,H,SDN,mahlr001,1,4,RS
ATL198408120,H,SDN,perep001,5,3,RS
ATL198408140,H,PIT,campr001,3,1,RS
ATL198408150,H,PIT,bedrs001,7,3,RS
ATL198408160,H,PIT,mahlr001,2,5,RS
SLN198408170,A,SLN,perep001,1,3,RS
SLN198408180,A,SLN,brizt001,8,3,RS
SLN198408190,A,SLN,campr001,5,8,RS
PIT198408200,A,PIT,mahlr001,4,1,RS
PIT198408210,A,PIT,perep001,4,5,RS
PIT198408220,A,PIT,paynm001,2,7,RS
CHN198408240,A,CHN,campr001,0,3,RS
CHN198408250,A,CHN,mahlr001,3,2,RS
CHN198408260,A,CHN,perep001,0,5,RS
ATL198408280,H,SLN,campr001,3,5,RS
ATL198408290,H,SLN,mahlr001,6,10,RS
ATL198408300,H,CHN,perep001,3,8,RS
ATL198408310,H,CHN,brizt001,3,2,RS
ATL198409010,H,CHN,campr001,1,4,RS
ATL198409020,H,CHN,mahlr001,2,4,RS
ATL198409030,H,HOU,mcmuc001,6,4,RS
ATL198409040,H,HOU,brizt001,8,7,RS
LAN198409050,A,LAN,campr001,3,4,RS
LAN198409060,A,LAN,mahlr001,3,2,RS
SFN198409070,A,SFN,perep001,4,5,RS
SFN198409080,A,SFN,mcmuc001,0,4,RS
SFN198409090,A,SFN,campr001,4,6,RS
HOU198409100,A,HOU,smitz001,3,1,RS
HOU198409110,A,HOU,mahlr001,6,4,RS
HOU198409120,A,HOU,perep001,4,1,RS
ATL198409140,H,SFN,mcmuc001,0,3,RS
ATL198409150,H,SFN,campr001,4,1,RS
ATL198409160,H,SFN,mahlr001,7,5,RS
ATL198409170,H,LAN,perep001,0,9,RS
ATL198409180,H,LAN,smitz001,6,5,RS
ATL198409190,H,CIN,mcmuc001,2,4,RS
ATL198409200,H,CIN,campr001,9,3,RS
SDN198409210,A,SDN,mahlr001,3,1,RS
SDN198409220,A,SDN,perep001,5,2,RS
SDN198409230,A,SDN,mcmuc001,1,2,RS
CIN198409250,A,CIN,mahlr001,4,2,RS
CIN198409260,A,CIN,perep001,3,6,RS
CIN198409270,A,CIN,smitz001,1,2,RS
ATL198409280,H,SDN,mcmuc001,2,4,RS
ATL198409290,H,SDN,mahlr001,2,6,RS
ATL198409300,H,SDN,perep001,4,3,RS
