id,loc,opp,starter,rs,ra,round
ATL200204010,H,PHI,glavt001,7,2,RS
ATL200204030,H,PHI,millk004,1,3,RS
ATL200204040,H,PHI,marqj001,11,2,RS
ATL200204050,H,NYN,lopea002,3,9,RS
ATL200204060,H,NYN,glavt001,2,11,RS
ATL200204070,H,NYN,mossd001,5,2,RS
PHI200204080,A,PHI,millk004,2,1,RS
PHI200204090,A,PHI,marqj001,4,7,RS
PHI200204100,A,PHI,ennij001,5,7,RS
PHI200204110,A,PHI,glavt001,6,2,RS
FLO200204120,A,FLO,maddg002,2,0,RS
FLO200204130,A,FLO,millk004,4,5,RS
FLO200204140,A,FLO,marqj001,0,7,RS
NYN200204150,A,NYN,mossd001,6,7,RS
NYN200204160,A,NYN,glavt001,1,3,RS
NYN200204170,A,NYN,maddg002,2,1,RS
ATL200204190,H,FLO,mossd001,3,2,RS
ATL200204200,H,FLO,maddg002,3,1,RS
ATL200204210,H,FLO,glavt001,4,2,RS
ATL200204220,H,FLO,millk004,3,8,RS
ATL200204230,H,ARI,bongj001,2,5,RS
ATL200204240,H,ARI,mossd001,4,3,RS
ATL200204250,H,ARI,maddg002,5,11,RS
ATL200204260,H,HOU,glavt001,9,0,RS
ATL200204270,H,HOU,millk004,3,6,RS
ATL200204280,H,HOU,lopea002,1,7,RS
MIL200204300,A,MIL,maddg002,3,4,RS
MIL200205010,A,MIL,glavt001,3,1,RS
MIL200205020,A,MIL,millk004,3,2,RS
SLN200205030,A,SLN,mossd001,2,1,RS
SLN200205040,A,SLN,lopea002,2,3,RS
SLN200205050,A,SLN,maddg002,4,2,RS
ATL200205070,H,LAN,glavt001,5,6,RS
ATL200205080,H,LAN,millk004,1,3,RS
ATL200205090,H,LAN,mossd001,6,2,RS
ATL200205100,H,SDN,maddg002,7,3,RS
ATL200205110,H,SDN,marqj001,6,1,RS
ATL200205120,H,SDN,glavt001,5,6,RS
SFN200205130,A,SFN,millk004,6,7,RS
SFN200205140,A,SFN,mossd001,0,2,RS
SFN200205150,A,SFN,maddg002,6,1,RS
SFN200205160,A,SFN,marqj001,5,4,RS
COL200205170,A,COL,glavt001,4,2,RS
COL200205180,A,COL,millk004,3,7,RS
COL200205190,A,COL,mossd001,2,1,RS
MON200205210,A,MON,maddg002,4,5,RS
MON200205220,A,MON,glavt001,2,0,RS
