id,loc,opp,starter,rs,ra,round
SDN197604090,A,SDN,mortc102,2,8,RS
SDN197604100,A,SDN,niekp001,3,0,RS
SDN197604110,A,SDN,ruthd001,4,2,RS
ATL197604130,H,CIN,mortc102,1,6,RS
ATL197604150,H,CIN,niekp001,10,5,RS
ATL197604160,H,LAN,ruthd001,3,1,RS
ATL197604170,H,LAN,mortc102,1,5,RS
ATL197604180,H,LAN,messa101,7,6,RS
ATL197604200,H,SFN,niekp001,11,12,RS
ATL197604210,H,SFN,ruthd001,3,0,RS
PHI197604230,A,PHI,mortc102,6,5,RS
PHI197604240,A,PHI,messa101,5,10,RS
PHI197604250,A,PHI,niekp001,3,2,RS
NYN197604260,A,NYN,ruthd001,1,3,RS
NYN197604270,A,NYN,mortc102,5,6,RS
NYN197604280,A,NYN,messa101,0,3,RS
NYN197604290,A,NYN,niekp001,0,2,RS
ATL197605011,H,PHI,ruthd001,0,3,RS
ATL197605012,H,PHI,mortc102,2,4,RS
ATL197605020,H,PHI,messa101,2,8,RS
ATL197605040,H,SLN,niekp001,7,8,RS
ATL197605050,H,SLN,ruthd001,0,4,RS
ATL197605060,H,SLN,mortc102,4,5,RS
PIT197605070,A,PIT,messa101,1,3,RS
PIT197605080,A,PIT,niekp001,3,5,RS
PIT197605090,A,PIT,ruthd001,2,5,RS
ATL197605110,H,NYN,mortc102,8,7,RS
ATL197605120,H,NYN,messa101,3,6,RS
ATL197605151,H,MON,ruthd001,3,1,RS
ATL197605152,H,MON,niekp001,1,6,RS
ATL197605160,H,MON,mortc102,4,5,RS
HOU197605171,A,HOU,messa101,3,2,RS
HOU197605172,A,HOU,morer101,2,3,RS
HOU197605180,A,HOU,niekp001,3,2,RS
LAN197605190,A,LAN,ruthd001,1,4,RS
LAN197605200,A,LAN,mortc102,2,3,RS
SFN197605210,A,SFN,messa101,8,0,RS
SFN197605220,A,SFN,morer101,3,2,RS
SFN197605231,A,SFN,ruthd001,9,2,RS
SFN197605232,A,SFN,niekp001,0,1,RS
CIN197605250,A,CIN,mortc102,4,10,RS
CIN197605260,A,CIN,messa101,4,3,RS
ATL197605290,H,HOU,niekp001,3,4,RS
ATL197605301,H,HOU,messa101,2,5,RS
ATL197605302,H,HOU,morer101,5,16,RS
ATL197605310,H,SDN,mortc102,7,10,RS
ATL197606010,H,SDN,morer101,9,1,RS
MON197606040,A,MON,messa101,2,0,RS
MON197606050,A,MON,ruthd001,8,0,RS
MON197606060,A,MON,morer101,14,8,RS
CHN197606080,A,CHN,niekp001,7,3,RS
CHN197606090,A,CHN,messa101,2,0,RS
CHN197606100,A,CHN,ruthd001,6,7,RS
ATL197606110,H,PIT,morer101,2,6,RS
ATL197606120,H,PIT,mortc102,2,4,RS
ATL197606130,H,PIT,niekp001,5,6,RS
SLN197606140,A,SLN,messa101,5,2,RS
SLN197606150,A,SLN,ruthd001,5,4,RS
SLN197606160,A,SLN,morer101,3,4,RS
ATL197606180,H,CHN,mortc102,4,6,RS
ATL197606191,H,CHN,messa101,9,3,RS
ATL197606192,H,CHN,niekp001,12,5,RS
ATL197606200,H,CHN,ruthd001,5,0,RS
ATL197606210,H,HOU,morer101,11,9,RS
ATL197606220,H,HOU,mortc102,7,9,RS
ATL197606231,H,MON,messa101,5,2,RS
ATL197606232,H,MON,niekp001,3,0,RS
ATL197606240,H,MON,ruthd001,2,1,RS
SDN197606250,A,SDN,morer101,4,1,RS
SDN197606261,A,SDN,mortc102,7,9,RS
SDN197606262,A,SDN,niekp001,7,3,RS
SDN197606270,A,SDN,messa101,2,3,RS
LAN197606280,A,LAN,ruthd001,2,5,RS
LAN197606290,A,LAN,morer101,1,2,RS
LAN197606300,A,LAN,niekp001,8,3,RS
SFN197607020,A,SFN,messa101,7,2,RS
SFN197607030,A,SFN,ruthd001,4,0,RS
SFN197607040,A,SFN,lacof001,2,3,RS
ATL197607050,H,PIT,niekp001,8,6,RS
ATL197607060,H,PIT,messa101,4,2,RS
ATL197607070,H,PIT,ruthd001,7,9,RS
ATL197607080,H,NYN,lacof001,2,5,RS
ATL197607090,H,NYN,niekp001,5,3,RS
ATL197607100,H,NYN,messa101,2,4,RS
ATL197607110,H,NYN,ruthd001,9,8,RS
PIT197607150,A,PIT,niekp001,1,13,RS
PIT197607160,A,PIT,messa101,2,7,RS
PIT197607170,A,PIT,ruthd001,10,2,RS
NYN197607180,A,NYN,mortc102,0,2,RS
NYN197607190,A,NYN,niekp001,4,2,RS
MON197607200,A,MON,messa101,3,4,RS
MON197607210,A,MON,ruthd001,3,4,RS
MON197607220,A,MON,mortc102,7,1,RS
ATL197607230,H,CIN,niekp001,1,3,RS
ATL197607241,H,CIN,messa101,5,4,RS
ATL197607242,H,CIN,lacof001,3,6,RS
ATL197607250,H,CIN,ruthd001,6,7,RS
ATL197607260,H,LAN,mortc102,2,6,RS
ATL197607280,H,LAN,niekp001,7,2,RS
HOU197607300,A,HOU,messa101,3,2,RS
HOU197607311,A,HOU,ruthd001,1,2,RS
HOU197607312,A,HOU,devia101,6,9,RS
HOU197608010,A,HOU,niekp001,0,6,RS
ATL197608021,H,SDN,mortc102,3,7,RS
