id,loc,opp,starter,rs,ra,round
SLN196804100,A,SLN,jarvp101,1,2,RS
SLN196804110,A,SLN,kelld102,3,10,RS
ATL196804120,H,CIN,niekp001,4,3,RS
ATL196804130,H,CIN,johnk102,2,1,RS
ATL196804150,H,SLN,jarvp101,3,4,RS
ATL196804160,H,SLN,clont101,2,6,RS
ATL196804170,H,CHN,niekp001,2,0,RS
ATL196804180,H,CHN,johnk102,5,3,RS
CIN196804190,A,CIN,britj101,3,0,RS
CIN196804200,A,CIN,jarvp101,1,2,RS
CIN196804210,A,CIN,kelld102,5,2,RS
CHN196804230,A,CHN,niekp001,4,10,RS
CHN196804250,A,CHN,johnk102,2,5,RS
ATL196804260,H,PHI,jarvp101,3,1,RS
ATL196804270,H,PHI,kelld102,1,4,RS
ATL196804280,H,PHI,niekp001,3,4,RS
SFN196804290,A,SFN,reedr001,7,2,RS
SFN196804300,A,SFN,johnk102,0,7,RS
LAN196805010,A,LAN,jarvp101,7,3,RS
LAN196805020,A,LAN,kelld102,1,2,RS
HOU196805030,A,HOU,niekp001,3,5,RS
HOU196805040,A,HOU,reedr001,5,2,RS
HOU196805050,A,HOU,johnk102,2,0,RS
ATL196805060,H,PIT,jarvp101,1,2,RS
ATL196805070,H,PIT,kelld102,2,1,RS
ATL196805080,H,PIT,niekp001,3,4,RS
ATL196805090,H,PIT,reedr001,4,2,RS
ATL196805100,H,LAN,johnk102,2,1,RS
ATL196805110,H,LAN,jarvp101,5,1,RS
ATL196805120,H,LAN,kelld102,0,1,RS
PHI196805130,A,PHI,niekp001,4,2,RS
PHI196805140,A,PHI,reedr001,3,1,RS
NYN196805170,A,NYN,jarvp101,3,1,RS
NYN196805180,A,NYN,johnk102,2,5,RS
NYN196805191,A,NYN,reedr001,3,2,RS
NYN196805192,A,NYN,kelld102,2,0,RS
ATL196805200,H,SFN,niekp001,6,5,RS
ATL196805210,H,SFN,britj101,4,6,RS
ATL196805220,H,SFN,jarvp101,1,2,RS
ATL196805230,H,SFN,johnk102,4,5,RS
ATL196805240,H,NYN,reedr001,4,2,RS
ATL196805250,H,NYN,kelld102,1,9,RS
ATL196805260,H,NYN,niekp001,2,1,RS
ATL196805280,H,HOU,jarvp101,3,1,RS
ATL196805300,H,HOU,reedr001,0,11,RS
PIT196805310,A,PIT,niekp001,5,2,RS
PIT196806021,A,PIT,kelld102,4,8,RS
PIT196806022,A,PIT,jarvp101,10,5,RS
CIN196806030,A,CIN,johnk102,3,2,RS
CIN196806040,A,CIN,reedr001,1,3,RS
CIN196806050,A,CIN,niekp001,0,10,RS
CHN196806070,A,CHN,jarvp101,7,6,RS
CHN196806091,A,CHN,johnk102,4,0,RS
CHN196806092,A,CHN,reedr001,5,6,RS
ATL196806100,H,SLN,niekp001,3,4,RS
ATL196806110,H,SLN,kelld102,0,6,RS
ATL196806120,H,SLN,jarvp101,7,1,RS
ATL196806130,H,SLN,johnk102,1,3,RS
ATL196806140,H,CHN,reedr001,1,2,RS
ATL196806150,H,CHN,pappm101,3,2,RS
ATL196806160,H,CHN,niekp001,1,0,RS
ATL196806170,H,CIN,jarvp101,3,2,RS
ATL196806180,H,CIN,johnk102,5,7,RS
ATL196806190,H,CIN,reedr001,3,1,RS
ATL196806200,H,CIN,pappm101,3,1,RS
SLN196806210,A,SLN,niekp001,3,4,RS
SLN196806220,A,SLN,jarvp101,1,6,RS
SLN196806231,A,SLN,kelld102,5,1,RS
SLN196806232,A,SLN,johnk102,1,3,RS
ATL196806250,H,PHI,reedr001,6,1,RS
ATL196806260,H,PHI,niekp001,2,3,RS
ATL196806270,H,PHI,jarvp101,4,3,RS
LAN196806280,A,LAN,pappm101,3,0,RS
LAN196806290,A,LAN,johnk102,2,7,RS
LAN196806300,A,LAN,reedr001,2,3,RS
SFN196807010,A,SFN,niekp001,5,1,RS
SFN196807020,A,SFN,jarvp101,0,5,RS
SFN196807030,A,SFN,pappm101,2,0,RS
SFN196807040,A,SFN,britj101,4,6,RS
ATL196807050,H,HOU,reedr001,9,13,RS
ATL196807061,H,HOU,niekp001,5,0,RS
ATL196807062,H,HOU,jarvp101,2,1,RS
ATL196807070,H,HOU,pappm101,4,5,RS
ATL196807110,H,LAN,niekp001,1,0,RS
ATL196807120,H,LAN,britj101,7,0,RS
ATL196807130,H,LAN,jarvp101,5,1,RS
ATL196807140,H,SFN,reedr001,4,2,RS
ATL196807150,H,SFN,niekp001,4,2,RS
HOU196807160,A,HOU,stong102,6,2,RS
