id,loc,opp,starter,rs,ra,round
HOU198904040,A,HOU,smitz001,3,10,RS
HOU198904050,A,HOU,smitp001,8,4,RS
HOU198904060,A,HOU,smolj001,3,2,RS
ATL198904070,H,LAN,glavt001,6,1,RS
ATL198904090,H,LAN,smitz001,2,4,RS
SDN198904100,A,SDN,smitp001,2,5,RS
SDN198904110,A,SDN,smolj001,2,3,RS
SDN198904120,A,SDN,glavt001,5,0,RS
SDN198904130,A,SDN,lilld001,4,1,RS
SFN198904140,A,SFN,smitz001,5,7,RS
SFN198904150,A,SFN,smitp001,0,1,RS
SFN198904161,A,SFN,smolj001,7,2,RS
SFN198904162,A,SFN,pulec001,1,6,RS
ATL198904180,H,HOU,glavt001,5,4,RS
ATL198904190,H,HOU,lilld001,4,3,RS
ATL198904200,H,HOU,smitz001,3,4,RS
ATL198904210,H,SDN,smitp001,3,5,RS
ATL198904220,H,SDN,smolj001,5,1,RS
ATL198904230,H,SDN,glavt001,9,4,RS
ATL198904240,H,SDN,lilld001,2,5,RS
NYN198904250,A,NYN,smitz001,1,2,RS
NYN198904260,A,NYN,smitp001,1,6,RS
MON198904280,A,MON,smolj001,4,10,RS
MON198904290,A,MON,glavt001,7,9,RS
MON198904300,A,MON,lilld001,6,9,RS
ATL198905010,H,NYN,smitz001,1,3,RS
ATL198905020,H,NYN,smitp001,1,7,RS
ATL198905030,H,PHI,smolj001,6,3,RS
ATL198905040,H,PHI,glavt001,3,0,RS
ATL198905050,H,MON,lilld001,6,1,RS
ATL198905060,H,MON,smitz001,13,3,RS
ATL198905070,H,MON,smitp001,7,1,RS
PHI198905090,A,PHI,smolj001,7,2,RS
PHI198905110,A,PHI,glavt001,8,3,RS
PIT198905120,A,PIT,smitz001,2,10,RS
PIT198905130,A,PIT,smitp001,3,8,RS
PIT198905140,A,PIT,smolj001,5,2,RS
CHN198905150,A,CHN,lilld001,0,4,RS
CHN198905160,A,CHN,glavt001,3,4,RS
CHN198905170,A,CHN,smitz001,0,4,RS
ATL198905190,H,SLN,smitp001,3,2,RS
ATL198905200,H,SLN,lilld001,0,1,RS
ATL198905210,H,SLN,smolj001,1,6,RS
ATL198905230,H,PIT,smitz001,2,5,RS
ATL198905240,H,PIT,lilld001,1,4,RS
ATL198905250,H,PIT,smitp001,3,7,RS
SLN198905260,A,SLN,smolj001,0,3,RS
SLN198905270,A,SLN,glavt001,4,1,RS
SLN198905280,A,SLN,smitz001,3,3,RS
ATL198905290,H,CHN,lilld001,2,1,RS
ATL198905300,H,CHN,smitp001,2,3,RS
ATL198905310,H,CHN,smolj001,3,2,RS
ATL198906020,H,SFN,glavt001,6,7,RS
ATL198906030,H,SFN,smitz001,0,4,RS
ATL198906040,H,SFN,lilld001,6,3,RS
ATL198906051,H,LAN,smitp001,0,7,RS
ATL198906052,H,LAN,smolj001,2,5,RS
ATL198906060,H,LAN,glavt001,3,0,RS
ATL198906070,H,LAN,smitz001,4,5,RS
HOU198906090,A,HOU,lilld001,5,6,RS
HOU198906100,A,HOU,smolj001,0,1,RS
HOU198906110,A,HOU,glavt001,6,10,RS
SFN198906130,A,SFN,smitz001,2,3,RS
SFN198906140,A,SFN,lilld001,1,10,RS
SFN198906150,A,SFN,smolj001,2,1,RS
LAN198906160,A,LAN,glavt001,6,1,RS
LAN198906170,A,LAN,smitp001,2,1,RS
LAN198906180,A,LAN,smitz001,3,5,RS
ATL198906211,H,CIN,lilld001,4,3,RS
ATL198906212,H,CIN,smolj001,1,0,RS
ATL198906220,H,CIN,glavt001,1,6,RS
ATL198906230,H,HOU,smitp001,2,5,RS
ATL198906240,H,HOU,smitz001,4,5,RS
ATL198906250,H,HOU,lilld001,6,12,RS
CIN198906270,A,CIN,smolj001,3,9,RS
CIN198906280,A,CIN,glavt001,4,3,RS
