id,loc,opp,starter,rs,ra,round
ATL198804050,H,CHN,mahlr001,9,10,RS
ATL198804060,H,CHN,smitz001,0,3,RS
ATL198804070,H,LAN,smitp001,2,5,RS
ATL198804080,H,LAN,coffk001,3,6,RS
ATL198804090,H,LAN,glavt001,3,11,RS
ATL198804100,H,LAN,mahlr001,1,3,RS
ATL198804120,H,HOU,smitz001,3,8,RS
ATL198804130,H,HOU,smitp001,0,4,RS
LAN198804150,A,LAN,glavt001,2,3,RS
LAN198804160,A,LAN,mahlr001,4,7,RS
LAN198804170,A,LAN,smitz001,3,1,RS
HOU198804190,A,HOU,smitp001,5,4,RS
HOU198804200,A,HOU,glavt001,0,1,RS
HOU198804210,A,HOU,coffk001,0,8,RS
ATL198804220,H,CIN,smitz001,0,4,RS
ATL198804240,H,CIN,smitp001,4,1,RS
ATL198804260,H,NYN,glavt001,4,13,RS
ATL198804270,H,NYN,smitz001,2,5,RS
PHI198804300,A,PHI,mahlr001,5,7,RS
PHI198805010,A,PHI,glavt001,9,5,RS
NYN198805020,A,NYN,smitz001,3,1,RS
NYN198805030,A,NYN,smitp001,0,8,RS
MON198805040,A,MON,coffk001,7,5,RS
MON198805050,A,MON,mahlr001,1,4,RS
ATL198805060,H,PHI,glavt001,3,7,RS
ATL198805070,H,PHI,smitz001,6,5,RS
ATL198805080,H,PHI,smitp001,1,5,RS
ATL198805090,H,MON,mahlr001,9,8,RS
ATL198805100,H,MON,glavt001,1,6,RS
ATL198805110,H,MON,coffk001,3,2,RS
SLN198805130,A,SLN,smitp001,5,7,RS
SLN198805140,A,SLN,smitz001,7,5,RS
SLN198805150,A,SLN,glavt001,6,7,RS
CIN198805160,A,CIN,coffk001,2,4,RS
CIN198805170,A,CIN,mahlr001,6,2,RS
CIN198805180,A,CIN,smitp001,4,8,RS
PIT198805200,A,PIT,glavt001,3,10,RS
PIT198805210,A,PIT,coffk001,3,7,RS
PIT198805220,A,PIT,mahlr001,6,4,RS
CHN198805241,A,CHN,smitp001,3,0,RS
CHN198805242,A,CHN,pulec001,1,2,RS
