id,loc,opp,starter,rs,ra,round
CIN198304040,A,CIN,niekp001,4,5,RS
CIN198304060,A,CIN,perep001,5,1,RS
ATL198304080,H,SDN,campr001,4,2,RS
ATL198304090,H,SDN,niekp001,6,5,RS
ATL198304100,H,SDN,mcmuc001,4,3,RS
ATL198304110,H,SDN,perep001,4,0,RS
ATL198304120,H,CIN,beher001,4,1,RS
ATL198304130,H,CIN,campr001,6,1,RS
PHI198304160,A,PHI,niekp001,4,8,RS
PHI198304170,A,PHI,perep001,3,1,RS
SDN198304180,A,SDN,mcmuc001,3,10,RS
SDN198304190,A,SDN,campr001,9,2,RS
ATL198304220,H,NYN,niekp001,5,4,RS
ATL198304241,H,NYN,campr001,6,3,RS
ATL198304242,H,NYN,mcmuc001,5,3,RS
ATL198304260,H,PHI,perep001,10,4,RS
ATL198304270,H,PHI,niekp001,2,6,RS
NYN198304290,A,NYN,campr001,5,6,RS
NYN198304300,A,NYN,mcmuc001,6,1,RS
NYN198305010,A,NYN,niekp001,2,1,RS
MON198305030,A,MON,beher001,5,2,RS
MON198305040,A,MON,campr001,1,4,RS
ATL198305050,H,HOU,mcmuc001,6,3,RS
ATL198305060,H,HOU,niekp001,0,6,RS
ATL198305070,H,HOU,perep001,10,1,RS
ATL198305080,H,HOU,beher001,4,3,RS
ATL198305090,H,MON,campr001,3,5,RS
ATL198305100,H,MON,mcmuc001,4,2,RS
ATL198305110,H,MON,niekp001,5,8,RS
HOU198305120,A,HOU,perep001,3,4,RS
HOU198305130,A,HOU,beher001,2,5,RS
HOU198305140,A,HOU,campr001,4,3,RS
HOU198305150,A,HOU,mcmuc001,9,4,RS
CHN198305170,A,CHN,perep001,3,4,RS
CHN198305180,A,CHN,beher001,3,5,RS
SLN198305200,A,SLN,mcmuc001,2,1,RS
SLN198305210,A,SLN,niekp001,4,1,RS
SLN198305220,A,SLN,perep001,7,5,RS
ATL198305230,H,PIT,falcp001,6,3,RS
ATL198305240,H,PIT,campr001,5,6,RS
ATL198305250,H,PIT,mcmuc001,6,0,RS
ATL198305260,H,CHN,niekp001,1,5,RS
ATL198305270,H,CHN,perep001,6,8,RS
ATL198305280,H,CHN,falcp001,6,4,RS
ATL198305290,H,CHN,campr001,6,2,RS
PIT198305300,A,PIT,mcmuc001,6,8,RS
PIT198305310,A,PIT,niekp001,10,2,RS
PIT198306010,A,PIT,perep001,6,3,RS
ATL198306020,H,SLN,falcp001,8,1,RS
ATL198306030,H,SLN,campr001,5,3,RS
ATL198306040,H,SLN,mcmuc001,6,4,RS
ATL198306050,H,SLN,niekp001,3,8,RS
ATL198306070,H,LAN,perep001,4,1,RS
ATL198306080,H,LAN,campr001,5,11,RS
ATL198306090,H,LAN,mcmuc001,2,4,RS
ATL198306101,H,SFN,niekp001,4,6,RS
ATL198306102,H,SFN,falcp001,7,3,RS
ATL198306110,H,SFN,beher001,6,7,RS
ATL198306120,H,SFN,perep001,3,2,RS
LAN198306140,A,LAN,mcmuc001,3,4,RS
LAN198306150,A,LAN,falcp001,3,2,RS
LAN198306160,A,LAN,campr001,1,6,RS
SFN198306170,A,SFN,perep001,1,2,RS
SFN198306180,A,SFN,daylk001,4,5,RS
SFN198306190,A,SFN,mcmuc001,6,9,RS
HOU198306200,A,HOU,falcp001,7,1,RS
HOU198306210,A,HOU,niekp001,0,5,RS
HOU198306220,A,HOU,perep001,3,4,RS
CIN198306241,A,CIN,mcmuc001,3,0,RS
CIN198306242,A,CIN,daylk001,10,5,RS
CIN198306250,A,CIN,falcp001,8,2,RS
