id,loc,opp,starter,rs,ra,round
HOU197904060,A,HOU,niekp001,1,2,RS
HOU197904070,A,HOU,mcwil001,0,6,RS
HOU197904080,A,HOU,matur101,0,2,RS
ATL197904090,H,CIN,mahlm001,4,9,RS
ATL197904100,H,CIN,niekp001,6,4,RS
ATL197904110,H,CIN,soloe101,5,9,RS
LAN197904120,A,LAN,mcwil001,10,2,RS
LAN197904130,A,LAN,matur101,2,1,RS
LAN197904140,A,LAN,niekp001,5,6,RS
LAN197904150,A,LAN,soloe101,11,4,RS
CIN197904170,A,CIN,mcwil001,4,7,RS
CIN197904190,A,CIN,niekp001,0,2,RS
ATL197904200,H,SDN,matur101,4,7,RS
ATL197904210,H,SDN,soloe101,5,9,RS
ATL197904220,H,SDN,mcwil001,8,7,RS
ATL197904230,H,SLN,niekp001,2,3,RS
ATL197904240,H,SLN,mahlm001,5,6,RS
ATL197904270,H,CHN,niekp001,3,2,RS
ATL197904280,H,CHN,matur101,7,2,RS
ATL197904290,H,CHN,mcwil001,5,6,RS
PIT197905010,A,PIT,niekp001,5,2,RS
PIT197905020,A,PIT,mahlm001,2,10,RS
CHN197905040,A,CHN,matur101,2,6,RS
CHN197905050,A,CHN,niekp001,3,9,RS
CHN197905060,A,CHN,mcwil001,13,14,RS
ATL197905070,H,PIT,mahlm001,2,4,RS
ATL197905080,H,PIT,soloe101,4,1,RS
ATL197905090,H,PIT,niekp001,9,17,RS
SLN197905110,A,SLN,mcwil001,3,0,RS
SLN197905120,A,SLN,mahlm001,6,7,RS
SLN197905130,A,SLN,niekp001,3,7,RS
ATL197905150,H,LAN,matur101,4,5,RS
ATL197905160,H,LAN,soloe101,3,2,RS
ATL197905170,H,LAN,niekp001,6,3,RS
ATL197905180,H,SFN,mahlm001,6,4,RS
ATL197905191,H,SFN,brizt001,2,4,RS
ATL197905192,H,SFN,matur101,6,7,RS
ATL197905200,H,SFN,soloe101,1,8,RS
ATL197905210,H,HOU,niekp001,7,5,RS
ATL197905220,H,HOU,mahlm001,1,4,RS
ATL197905230,H,HOU,brizt001,6,5,RS
SFN197905250,A,SFN,niekp001,4,6,RS
SFN197905260,A,SFN,matur101,5,4,RS
SFN197905270,A,SFN,soloe101,10,8,RS
SFN197905280,A,SFN,mahlm001,4,1,RS
SDN197905291,A,SDN,brizt001,3,6,RS
SDN197905292,A,SDN,niekp001,2,3,RS
SDN197905300,A,SDN,mclab101,2,10,RS
SDN197905310,A,SDN,matur101,1,3,RS
ATL197906010,H,NYN,soloe101,4,5,RS
ATL197906020,H,NYN,niekp001,7,6,RS
ATL197906030,H,NYN,mahlm001,4,9,RS
ATL197906040,H,MON,brizt001,1,8,RS
ATL197906050,H,MON,matur101,4,1,RS
ATL197906060,H,MON,niekp001,2,12,RS
PHI197906080,A,PHI,soloe101,11,5,RS
PHI197906090,A,PHI,mahlm001,3,9,RS
PHI197906100,A,PHI,niekp001,10,3,RS
MON197906110,A,MON,brizt001,5,6,RS
MON197906130,A,MON,matur101,1,4,RS
MON197906140,A,MON,soloe101,3,4,RS
NYN197906150,A,NYN,niekp001,1,2,RS
NYN197906160,A,NYN,mahlm001,0,2,RS
NYN197906170,A,NYN,,1,2,RS
ATL197906180,H,PHI,matur101,10,5,RS
ATL197906190,H,PHI,niekp001,10,4,RS
ATL197906200,H,PHI,soloe101,4,10,RS
ATL197906210,H,LAN,mahlm001,4,6,RS
ATL197906220,H,LAN,brizt001,3,2,RS
ATL197906230,H,LAN,niekp001,7,3,RS
ATL197906240,H,LAN,matur101,4,2,RS
SFN197906250,A,SFN,soloe101,6,1,RS
SFN197906260,A,SFN,mahlm001,5,6,RS
SDN197906271,A,SDN,niekp001,1,2,RS
SDN197906272,A,SDN,mcwil001,5,2,RS
SDN197906280,A,SDN,brizt001,5,6,RS
LAN197906290,A,LAN,matur101,5,2,RS
LAN197906300,A,LAN,soloe101,7,4,RS
LAN197907010,A,LAN,niekp001,2,1,RS
ATL197907030,H,SFN,brizt001,5,2,RS
ATL197907040,H,SFN,matur101,7,6,RS
ATL197907050,H,SFN,niekp001,5,4,RS
ATL197907061,H,SLN,soloe101,5,9,RS
ATL197907062,H,SLN,mahlm001,4,5,RS
ATL197907070,H,SLN,brizt001,10,2,RS
ATL197907080,H,SLN,matur101,6,5,RS
ATL197907090,H,CHN,niekp001,4,7,RS
ATL197907100,H,CHN,soloe101,3,7,RS
ATL197907110,H,CHN,brizt001,6,5,RS
ATL197907130,H,PIT,niekp001,13,4,RS
ATL197907140,H,PIT,matur101,1,5,RS
ATL197907150,H,PIT,soloe101,3,7,RS
CHN197907190,A,CHN,niekp001,8,2,RS
CHN197907200,A,CHN,brizt001,2,10,RS
CHN197907210,A,CHN,matur101,2,3,RS
PIT197907221,A,PIT,soloe101,4,5,RS
PIT197907222,A,PIT,mahlm001,2,3,RS
PIT197907231,A,PIT,hannp101,1,7,RS
PIT197907232,A,PIT,niekp001,8,0,RS
SLN197907240,A,SLN,brizt001,3,7,RS
SLN197907250,A,SLN,matur101,13,4,RS
SLN197907260,A,SLN,soloe101,2,6,RS
ATL197907270,H,CIN,niekp001,0,2,RS
ATL197907281,H,CIN,brizt001,6,8,RS
ATL197907282,H,CIN,mahlm001,8,5,RS
ATL197907290,H,CIN,matur101,4,9,RS
ATL197907310,H,SDN,niekp001,3,10,RS
ATL197908010,H,SDN,soloe101,5,4,RS
ATL197908020,H,SDN,brizt001,7,2,RS
HOU197908030,A,HOU,matur101,1,4,RS
HOU197908041,A,HOU,hannp101,3,4,RS
HOU197908042,A,HOU,niekp001,2,6,RS
HOU197908050,A,HOU,soloe101,2,3,RS
CIN197908060,A,CIN,mahlm001,1,3,RS
CIN197908070,A,CIN,brizt001,3,2,RS
CIN197908080,A,CIN,niekp001,1,3,RS
CIN197908090,A,CIN,matur101,2,5,RS
