id,loc,opp,starter,rs,ra,round
SDN197204150,A,SDN,niekp001,5,6,RS
SDN197204161,A,SDN,reedr001,5,1,RS
SDN197204162,A,SDN,jarvp101,0,3,RS
ATL197204170,H,LAN,stong102,3,8,RS
ATL197204180,H,LAN,kellt102,1,3,RS
ATL197204190,H,LAN,niekp001,0,4,RS
ATL197204200,H,LAN,stong102,1,11,RS
ATL197204210,H,CIN,reedr001,3,4,RS
ATL197204220,H,CIN,jarvp101,11,7,RS
ATL197204230,H,CIN,kellt102,4,3,RS
ATL197204250,H,SLN,niekp001,9,3,RS
ATL197204260,H,SLN,reedr001,4,9,RS
PIT197204280,A,PIT,jarvp101,13,5,RS
PIT197204290,A,PIT,kellt102,9,5,RS
PIT197204300,A,PIT,niekp001,6,1,RS
CHN197205020,A,CHN,reedr001,1,12,RS
CHN197205030,A,CHN,jarvp101,1,12,RS
CHN197205040,A,CHN,kellt102,0,8,RS
SLN197205050,A,SLN,niekp001,2,1,RS
SLN197205060,A,SLN,mcqum103,2,4,RS
SLN197205070,A,SLN,reedr001,4,5,RS
ATL197205090,H,PIT,kellt102,2,5,RS
ATL197205100,H,PIT,niekp001,8,4,RS
ATL197205120,H,CHN,reedr001,0,2,RS
ATL197205140,H,CHN,niekp001,2,1,RS
HOU197205150,A,HOU,kellt102,2,8,RS
HOU197205160,A,HOU,schur101,5,6,RS
HOU197205170,A,HOU,reedr001,0,9,RS
SFN197205190,A,SFN,niekp001,6,7,RS
SFN197205200,A,SFN,kellt102,3,2,RS
SFN197205211,A,SFN,schur101,6,4,RS
SFN197205212,A,SFN,reedr001,1,2,RS
CIN197205230,A,CIN,niekp001,2,1,RS
CIN197205240,A,CIN,kellt102,4,2,RS
ATL197205260,H,SFN,reedr001,9,4,RS
ATL197205270,H,SFN,niekp001,9,11,RS
ATL197205281,H,SFN,schur101,2,3,RS
ATL197205282,H,SFN,kellt102,7,6,RS
ATL197205290,H,SDN,nashj101,2,1,RS
ATL197205310,H,SDN,reedr001,5,4,RS
NYN197206020,A,NYN,niekp001,6,1,RS
NYN197206030,A,NYN,kellt102,2,5,RS
NYN197206040,A,NYN,nashj101,9,3,RS
MON197206060,A,MON,reedr001,3,2,RS
MON197206070,A,MON,niekp001,2,5,RS
MON197206080,A,MON,schur101,3,2,RS
PHI197206090,A,PHI,nashj101,3,4,RS
PHI197206100,A,PHI,kellt102,15,3,RS
PHI197206110,A,PHI,reedr001,1,3,RS
ATL197206120,H,NYN,niekp001,8,7,RS
ATL197206130,H,NYN,schur101,6,5,RS
ATL197206140,H,NYN,nashj101,3,8,RS
ATL197206161,H,MON,jarvp101,4,7,RS
ATL197206162,H,MON,reedr001,2,0,RS
ATL197206170,H,MON,niekp001,3,2,RS
ATL197206180,H,MON,schur101,1,2,RS
ATL197206210,H,PHI,reedr001,7,9,RS
LAN197206230,A,LAN,niekp001,1,2,RS
LAN197206241,A,LAN,kellt102,1,0,RS
LAN197206242,A,LAN,schur101,6,4,RS
LAN197206250,A,LAN,stong102,0,5,RS
SFN197206260,A,SFN,reedr001,0,3,RS
SFN197206270,A,SFN,niekp001,2,3,RS
SDN197206281,A,SDN,schur101,4,2,RS
SDN197206282,A,SDN,hardj101,2,4,RS
SDN197206290,A,SDN,stong102,6,8,RS
HOU197206300,A,HOU,reedr001,5,2,RS
HOU197207010,A,HOU,niekp001,2,4,RS
HOU197207020,A,HOU,schur101,4,5,RS
HOU197207030,A,HOU,hardj101,13,9,RS
ATL197207041,H,CHN,reedr001,5,1,RS
ATL197207042,H,CHN,mclad101,3,3,RS
ATL197207051,H,CHN,schur101,1,4,RS
ATL197207052,H,CHN,niekp001,3,2,RS
ATL197207060,H,CHN,stong102,4,3,RS
ATL197207071,H,PIT,kellt102,2,10,RS
ATL197207072,H,PIT,hardj101,3,2,RS
ATL197207080,H,PIT,reedr001,3,5,RS
ATL197207090,H,PIT,mclad101,4,7,RS
SLN197207110,A,SLN,niekp001,5,4,RS
SLN197207120,A,SLN,schur101,0,7,RS
SLN197207130,A,SLN,reedr001,0,2,RS
CHN197207140,A,CHN,hardj101,8,9,RS
CHN197207150,A,CHN,niekp001,4,2,RS
CHN197207160,A,CHN,stong102,3,5,RS
PIT197207170,A,PIT,schur101,5,6,RS
PIT197207180,A,PIT,reedr001,4,2,RS
PIT197207190,A,PIT,niekp001,3,8,RS
ATL197207200,H,SLN,hardj101,6,3,RS
ATL197207210,H,SLN,stong102,1,2,RS
ATL197207220,H,SLN,reedr001,8,7,RS
ATL197207230,H,SLN,niekp001,3,2,RS
ATL197207280,H,SFN,schur101,4,3,RS
ATL197207290,H,SFN,niekp001,2,5,RS
ATL197207301,H,LAN,reedr001,14,4,RS
ATL197207302,H,LAN,stong102,5,4,RS
ATL197207310,H,LAN,mclad101,4,3,RS
ATL197208011,H,SDN,schur101,0,9,RS
ATL197208012,H,SDN,kellt102,7,11,RS
ATL197208020,H,SDN,niekp001,0,5,RS
ATL197208030,H,SDN,reedr001,5,6,RS
CIN197208041,A,CIN,stong102,5,6,RS
CIN197208042,A,CIN,mclad101,2,3,RS
CIN197208050,A,CIN,schur101,2,4,RS
CIN197208060,A,CIN,niekp001,4,3,RS
CIN197208070,A,CIN,reedr001,1,9,RS
