id,loc,opp,starter,rs,ra,round
HOU196704110,A,HOU,lemad102,1,6,RS
HOU196704120,A,HOU,johnk102,2,4,RS
ATL196704130,H,SFN,clont101,0,2,RS
ATL196704140,H,SFN,jarvp101,6,5,RS
ATL196704150,H,SFN,kelld102,4,3,RS
ATL196704160,H,LAN,lemad102,4,1,RS
ATL196704180,H,HOU,clont101,3,2,RS
ATL196704190,H,HOU,johnk102,4,1,RS
SFN196704220,A,SFN,lemad102,5,6,RS
LAN196704250,A,LAN,johnk102,7,1,RS
LAN196704260,A,LAN,clont101,1,2,RS
LAN196704270,A,LAN,lemad102,0,6,RS
ATL196704280,H,PHI,kelld102,9,8,RS
ATL196704290,H,PHI,jarvp101,3,2,RS
ATL196704301,H,PHI,johnk102,4,6,RS
ATL196704302,H,PHI,brucb101,6,3,RS
ATL196705020,H,CHN,lemad102,3,1,RS
ATL196705030,H,CHN,kelld102,4,0,RS
ATL196705050,H,CIN,johnk102,7,14,RS
ATL196705060,H,CIN,brucb101,3,4,RS
ATL196705070,H,CIN,jarvp101,5,3,RS
PHI196705090,A,PHI,lemad102,2,3,RS
PHI196705101,A,PHI,kelld102,3,4,RS
PHI196705102,A,PHI,blasw101,7,2,RS
PIT196705110,A,PIT,brucb101,9,2,RS
PIT196705120,A,PIT,jarvp101,2,5,RS
PIT196705130,A,PIT,lemad102,5,6,RS
PIT196705140,A,PIT,kelld102,2,5,RS
ATL196705160,H,NYN,blasw101,6,3,RS
ATL196705170,H,NYN,brucb101,4,3,RS
ATL196705180,H,PIT,jarvp101,3,5,RS
ATL196705190,H,PIT,lemad102,3,2,RS
ATL196705200,H,PIT,kelld102,2,6,RS
ATL196705210,H,PIT,johnk102,7,2,RS
ATL196705230,H,SLN,blasw101,9,6,RS
ATL196705240,H,SLN,lemad102,2,0,RS
ATL196705250,H,SLN,kelld102,0,5,RS
NYN196705260,A,NYN,johnk102,0,1,RS
NYN196705270,A,NYN,blasw101,3,4,RS
NYN196705281,A,NYN,jarvp101,3,6,RS
NYN196705282,A,NYN,lemad102,7,3,RS
CHN196705301,A,CHN,kelld102,5,12,RS
CHN196705302,A,CHN,johnk102,4,1,RS
SLN196706010,A,SLN,lemad102,4,5,RS
CIN196706020,A,CIN,jarvp101,4,5,RS
CIN196706030,A,CIN,brucb101,7,8,RS
CIN196706040,A,CIN,johnk102,4,5,RS
ATL196706050,H,LAN,clont101,2,4,RS
ATL196706060,H,LAN,lemad102,3,2,RS
ATL196706070,H,LAN,jarvp101,13,5,RS
ATL196706080,H,LAN,brucb101,5,4,RS
ATL196706090,H,SFN,johnk102,5,3,RS
ATL196706100,H,SFN,clont101,4,7,RS
ATL196706110,H,SFN,lemad102,4,3,RS
PHI196706120,A,PHI,jarvp101,4,7,RS
PHI196706130,A,PHI,niekp001,1,0,RS
PHI196706140,A,PHI,johnk102,16,7,RS
HOU196706160,A,HOU,lemad102,9,8,RS
HOU196706171,A,HOU,jarvp101,3,1,RS
HOU196706172,A,HOU,clont101,3,4,RS
HOU196706180,A,HOU,niekp001,0,2,RS
LAN196706190,A,LAN,johnk102,2,3,RS
LAN196706200,A,LAN,lemad102,2,3,RS
SFN196706210,A,SFN,jarvp101,9,2,RS
SFN196706221,A,SFN,niekp001,2,1,RS
SFN196706222,A,SFN,clont101,6,4,RS
ATL196706230,H,NYN,johnk102,12,4,RS
ATL196706241,H,NYN,brucb101,1,9,RS
ATL196706242,H,NYN,lemad102,3,5,RS
ATL196706250,H,NYN,jarvp101,4,2,RS
ATL196706270,H,HOU,clont101,13,5,RS
ATL196706280,H,HOU,niekp001,2,4,RS
PIT196706300,A,PIT,johnk102,1,3,RS
PIT196707010,A,PIT,jarvp101,4,2,RS
ATL196707030,H,CHN,clont101,6,12,RS
ATL196707041,H,CHN,niekp001,8,3,RS
ATL196707042,H,CHN,lemad102,4,2,RS
ATL196707050,H,CHN,johnk102,4,2,RS
NYN196707070,A,NYN,clont101,3,2,RS
NYN196707080,A,NYN,jarvp101,2,3,RS
NYN196707090,A,NYN,johnk102,4,5,RS
ATL196707140,H,PHI,clont101,4,2,RS
ATL196707150,H,PHI,jarvp101,5,2,RS
ATL196707160,H,PIT,niekp001,2,1,RS
ATL196707170,H,PIT,johnk102,6,2,RS
CHN196707180,A,CHN,lemad102,3,9,RS
CHN196707190,A,CHN,clont101,2,7,RS
CHN196707200,A,CHN,jarvp101,2,1,RS
SLN196707210,A,SLN,niekp001,4,1,RS
SLN196707220,A,SLN,johnk102,5,4,RS
SLN196707231,A,SLN,lemad102,1,3,RS
SLN196707232,A,SLN,rakoe101,3,8,RS
ATL196707250,H,CIN,jarvp101,1,0,RS
ATL196707260,H,CIN,niekp001,1,7,RS
ATL196707270,H,CIN,johnk102,4,1,RS
ATL196707280,H,SLN,lemad102,1,9,RS
ATL196707290,H,SLN,clont101,0,6,RS
ATL196707300,H,SLN,jarvp101,5,7,RS
CIN196707310,A,CIN,niekp001,5,2,RS
CIN196708010,A,CIN,johnk102,0,2,RS
CIN196708020,A,CIN,lemad102,3,7,RS
CHN196708030,A,CHN,carrc103,10,3,RS
CHN196708040,A,CHN,jarvp101,6,3,RS
CHN196708050,A,CHN,niekp001,2,1,RS
CHN196708060,A,CHN,johnk102,6,4,RS
NYN196708080,A,NYN,lemad102,2,3,RS
NYN196708090,A,NYN,carrc103,1,5,RS
ATL196708100,H,HOU,jarvp101,10,2,RS
ATL196708110,H,HOU,niekp001,6,5,RS
ATL196708121,H,HOU,johnk102,7,3,RS
ATL196708122,H,HOU,lemad102,2,0,RS
ATL196708130,H,HOU,rakoe101,8,4,RS
ATL196708140,H,SFN,jarvp101,2,6,RS
ATL196708150,H,SFN,niekp001,1,4,RS
ATL196708160,H,SFN,johnk102,6,3,RS
LAN196708180,A,LAN,lemad102,1,5,RS
LAN196708190,A,LAN,jarvp101,3,7,RS
LAN196708200,A,LAN,niekp001,1,6,RS
LAN196708210,A,LAN,johnk102,0,2,RS
HOU196708220,A,HOU,lemad102,1,4,RS
HOU196708230,A,HOU,carrc103,9,3,RS
HOU196708240,A,HOU,jarvp101,4,5,RS
SFN196708250,A,SFN,niekp001,5,1,RS
SFN196708261,A,SFN,johnk102,1,3,RS
SFN196708262,A,SFN,lemad102,2,3,RS
SFN196708271,A,SFN,carrc103,0,2,RS
SFN196708272,A,SFN,rakoe101,4,1,RS
ATL196708280,H,PIT,jarvp101,3,4,RS
ATL196708290,H,PIT,niekp001,7,3,RS
ATL196708300,H,PIT,clont101,9,11,RS
ATL196708310,H,LAN,johnk102,5,4,RS
ATL196709010,H,LAN,lemad102,4,6,RS
