id,loc,opp,starter,rs,ra,round
NYN201204050,A,NYN,hanst001,0,1,RS
NYN201204070,A,NYN,jurrj001,2,4,RS
NYN201204080,A,NYN,minom001,5,7,RS
HOU201204090,A,HOU,beacb001,3,8,RS
HOU201204100,A,HOU,hanst001,6,4,RS
HOU201204110,A,HOU,delgr001,6,3,RS
ATL201204130,H,MIL,jurrj001,10,8,RS
ATL201204140,H,MIL,minom001,2,1,RS
ATL201204150,H,MIL,beacb001,7,4,RS
ATL201204160,H,NYN,hanst001,1,6,RS
ATL201204170,H,NYN,delgr001,9,3,RS
ATL201204180,H,NYN,jurrj001,14,6,RS
ARI201204190,A,ARI,minom001,10,2,RS
ARI201204200,A,ARI,beacb001,9,1,RS
ARI201204210,A,ARI,hanst001,3,2,RS
ARI201204220,A,ARI,delgr001,4,6,RS
LAN201204230,A,LAN,jurrj001,2,7,RS
LAN201204240,A,LAN,minom001,4,3,RS
LAN201204250,A,LAN,beacb001,4,2,RS
ATL201204270,H,PIT,hanst001,6,1,RS
ATL201204280,H,PIT,delgr001,2,4,RS
ATL201204290,H,PIT,hudst001,4,3,RS
ATL201204300,H,PIT,minom001,3,9,RS
ATL201205010,H,PHI,beacb001,2,4,RS
ATL201205020,H,PHI,hanst001,15,13,RS
ATL201205030,H,PHI,delgr001,0,4,RS
COL201205040,A,COL,hudst001,9,8,RS
COL201205050,A,COL,minom001,13,9,RS
COL201205060,A,COL,beacb001,7,2,RS
CHN201205070,A,CHN,hanst001,1,5,RS
CHN201205080,A,CHN,delgr001,3,1,RS
CHN201205090,A,CHN,hudst001,0,1,RS
SLN201205110,A,SLN,minom001,9,7,RS
SLN201205120,A,SLN,beacb001,7,2,RS
SLN201205130,A,SLN,hanst001,7,4,RS
ATL201205140,H,CIN,delgr001,1,3,RS
ATL201205150,H,CIN,hudst001,6,2,RS
ATL201205160,H,MIA,minom001,4,8,RS
ATL201205170,H,MIA,beacb001,7,0,RS
TBA201205180,A,TBA,hanst001,5,3,RS
TBA201205190,A,TBA,delgr001,2,5,RS
TBA201205200,A,TBA,hudst001,2,0,RS
CIN201205210,A,CIN,minom001,1,4,RS
