id,loc,opp,starter,rs,ra,round
ATL199104100,H,LAN,smolj001,4,6,RS
ATL199104110,H,LAN,leibc001,2,4,RS
CIN199104130,A,CIN,avers001,7,5,RS
CIN199104140,A,CIN,glavt001,12,1,RS
ATL199104150,H,HOU,smolj001,1,3,RS
ATL199104160,H,HOU,leibc001,10,4,RS
ATL199104170,H,HOU,avers001,3,4,RS
ATL199104190,H,CIN,glavt001,3,8,RS
ATL199104200,H,CIN,smolj001,0,3,RS
ATL199104210,H,CIN,leibc001,3,2,RS
LAN199104220,A,LAN,avers001,7,1,RS
LAN199104230,A,LAN,glavt001,4,0,RS
LAN199104240,A,LAN,smolj001,4,8,RS
HOU199104260,A,HOU,leibc001,7,2,RS
HOU199104270,A,HOU,avers001,2,1,RS
HOU199104280,A,HOU,glavt001,0,2,RS
SLN199104290,A,SLN,smolj001,3,4,RS
SLN199104300,A,SLN,leibc001,3,5,RS
SLN199105010,A,SLN,avers001,5,4,RS
ATL199105030,H,CHN,glavt001,5,2,RS
ATL199105040,H,CHN,smolj001,4,2,RS
ATL199105050,H,CHN,leibc001,6,9,RS
ATL199105070,H,SLN,avers001,9,2,RS
ATL199105080,H,SLN,glavt001,17,1,RS
PIT199105100,A,PIT,smolj001,2,5,RS
PIT199105110,A,PIT,leibc001,3,2,RS
PIT199105120,A,PIT,avers001,6,1,RS
CHN199105130,A,CHN,glavt001,5,3,RS
CHN199105140,A,CHN,smolj001,4,5,RS
CHN199105150,A,CHN,leibc001,1,6,RS
ATL199105170,H,PIT,avers001,9,3,RS
ATL199105190,H,PIT,glavt001,7,1,RS
ATL199105200,H,SDN,smolj001,3,7,RS
ATL199105210,H,SDN,leibc001,4,1,RS
ATL199105220,H,SDN,avers001,2,7,RS
ATL199105230,H,SDN,smitp001,10,11,RS
ATL199105240,H,SFN,glavt001,3,2,RS
ATL199105250,H,SFN,smolj001,6,7,RS
ATL199105260,H,SFN,leibc001,6,10,RS
SDN199105270,A,SDN,avers001,3,1,RS
