id,loc,opp,starter,rs,ra,round
LAN200604030,A,LAN,hudst001,11,10,RS
LAN200604040,A,LAN,smolj001,4,5,RS
LAN200604050,A,LAN,ramih002,9,8,RS
SFN200604060,A,SFN,sosaj002,4,6,RS
SFN200604070,A,SFN,davik002,14,6,RS
SFN200604080,A,SFN,hudst001,6,12,RS
SFN200604090,A,SFN,smolj001,5,6,RS
ATL200604100,H,PHI,thomj005,5,3,RS
ATL200604120,H,PHI,sosaj002,5,7,RS
ATL200604130,H,PHI,davik002,6,7,RS
ATL200604140,H,SDN,hudst001,5,4,RS
ATL200604150,H,SDN,smolj001,2,0,RS
ATL200604160,H,SDN,thomj005,3,4,RS
NYN200604170,A,NYN,sosaj002,3,4,RS
NYN200604180,A,NYN,davik002,7,1,RS
NYN200604190,A,NYN,hudst001,2,1,RS
WAS200604210,A,WAS,smolj001,3,7,RS
WAS200604230,A,WAS,thomj005,3,1,RS
MIL200604240,A,MIL,davik002,2,3,RS
MIL200604250,A,MIL,hudst001,2,4,RS
MIL200604260,A,MIL,sosaj002,4,5,RS
ATL200604280,H,NYN,smolj001,2,5,RS
ATL200604290,H,NYN,thomj005,0,1,RS
ATL200604300,H,NYN,davik002,8,5,RS
ATL200605010,H,COL,hudst001,2,0,RS
ATL200605020,H,COL,sosaj002,5,4,RS
PHI200605030,A,PHI,smolj001,4,5,RS
PHI200605040,A,PHI,thomj005,3,6,RS
NYN200605050,A,NYN,davik002,7,8,RS
NYN200605060,A,NYN,hudst001,5,6,RS
NYN200605070,A,NYN,smolj001,13,3,RS
FLO200605090,A,FLO,thomj005,10,2,RS
FLO200605100,A,FLO,davik002,3,11,RS
FLO200605110,A,FLO,hudst001,9,1,RS
ATL200605120,H,WAS,smolj001,6,2,RS
ATL200605130,H,WAS,sosaj002,8,5,RS
ATL200605140,H,WAS,thomj005,1,8,RS
ATL200605150,H,FLO,davik002,11,8,RS
ATL200605160,H,FLO,hudst001,4,3,RS
ATL200605170,H,FLO,smolj001,6,4,RS
ATL200605180,H,FLO,sosaj002,9,1,RS
ARI200605190,A,ARI,thomj005,9,10,RS
ARI200605200,A,ARI,smitt001,0,13,RS
ARI200605210,A,ARI,hudst001,2,1,RS
SDN200605220,A,SDN,smolj001,3,1,RS
SDN200605230,A,SDN,sosaj002,1,2,RS
SDN200605240,A,SDN,thomj005,10,6,RS
