id,loc,opp,starter,rs,ra,round
CIN197404040,A,CIN,mortc102,6,7,RS
CIN197404060,A,CIN,harrr102,5,7,RS
CIN197404070,A,CIN,niekp001,5,3,RS
ATL197404080,H,LAN,reedr001,7,4,RS
ATL197404090,H,LAN,mortc102,2,9,RS
ATL197404100,H,LAN,harrr102,0,4,RS
ATL197404110,H,LAN,niekp001,6,4,RS
ATL197404120,H,CIN,reedr001,2,14,RS
ATL197404130,H,CIN,mortc102,10,3,RS
ATL197404150,H,SDN,niekp001,6,0,RS
ATL197404160,H,SDN,reedr001,4,2,RS
ATL197404170,H,SDN,mortc102,1,6,RS
ATL197404180,H,SDN,harrr102,7,2,RS
HOU197404190,A,HOU,niekp001,2,8,RS
HOU197404200,A,HOU,reedr001,4,3,RS
HOU197404210,A,HOU,mortc102,3,4,RS
HOU197404220,A,HOU,harrr102,0,7,RS
ATL197404240,H,PIT,niekp001,3,5,RS
ATL197404250,H,PIT,reedr001,3,2,RS
ATL197404260,H,CHN,mortc102,9,3,RS
ATL197404270,H,CHN,harrr102,5,2,RS
ATL197404280,H,CHN,niekp001,3,4,RS
SLN197404300,A,SLN,reedr001,2,7,RS
SLN197405010,A,SLN,mortc102,6,5,RS
PIT197405030,A,PIT,harrr102,2,4,RS
PIT197405040,A,PIT,niekp001,3,4,RS
PIT197405050,A,PIT,reedr001,3,2,RS
CHN197405070,A,CHN,mortc102,2,3,RS
CHN197405090,A,CHN,harrr102,1,3,RS
ATL197405100,H,SFN,niekp001,4,5,RS
ATL197405110,H,SFN,reedr001,7,8,RS
ATL197405121,H,SFN,mortc102,5,1,RS
ATL197405122,H,SFN,gentg101,2,6,RS
SDN197405130,A,SDN,harrr102,7,5,RS
SDN197405140,A,SDN,niekp001,3,2,RS
SDN197405150,A,SDN,reedr001,3,0,RS
SDN197405160,A,SDN,mortc102,11,1,RS
LAN197405170,A,LAN,harrr102,5,3,RS
LAN197405180,A,LAN,niekp001,0,1,RS
LAN197405190,A,LAN,caprb101,4,2,RS
SFN197405211,A,SFN,mortc102,4,1,RS
SFN197405212,A,SFN,harrr102,4,5,RS
SFN197405220,A,SFN,niekp001,6,2,RS
ATL197405240,H,HOU,caprb101,3,0,RS
ATL197405250,H,HOU,mortc102,1,5,RS
ATL197405270,H,PHI,niekp001,9,1,RS
ATL197405280,H,PHI,caprb101,2,1,RS
ATL197405290,H,PHI,mortc102,1,0,RS
MON197406010,A,MON,niekp001,6,7,RS
MON197406020,A,MON,caprb101,9,0,RS
PHI197406030,A,PHI,mortc102,2,5,RS
PHI197406040,A,PHI,harrr102,7,3,RS
PHI197406050,A,PHI,niekp001,2,4,RS
ATL197406070,H,MON,caprb101,5,0,RS
ATL197406080,H,MON,mortc102,5,3,RS
ATL197406091,H,MON,niekp001,3,2,RS
ATL197406092,H,MON,harrr102,3,7,RS
ATL197406110,H,NYN,caprb101,4,3,RS
ATL197406120,H,NYN,mortc102,1,0,RS
ATL197406140,H,SLN,harrr102,6,1,RS
ATL197406150,H,SLN,caprb101,7,1,RS
ATL197406160,H,SLN,mortc102,3,6,RS
NYN197406170,A,NYN,niekp001,8,1,RS
NYN197406180,A,NYN,harrr102,6,1,RS
NYN197406190,A,NYN,caprb101,5,0,RS
CIN197406210,A,CIN,mortc102,1,0,RS
CIN197406220,A,CIN,niekp001,2,3,RS
CIN197406231,A,CIN,harrr102,2,4,RS
CIN197406232,A,CIN,kraul102,1,2,RS
LAN197406240,A,LAN,caprb101,4,3,RS
LAN197406250,A,LAN,reedr001,1,2,RS
LAN197406260,A,LAN,mortc102,4,5,RS
ATL197406270,H,CIN,niekp001,3,6,RS
ATL197406281,H,CIN,harrr102,5,6,RS
ATL197406282,H,CIN,caprb101,1,0,RS
