id,loc,opp,starter,rs,ra,round
SDN198204060,A,SDN,mahlr001,1,0,RS
SDN198204070,A,SDN,walkb001,6,4,RS
ATL198204090,H,HOU,boggt001,6,2,RS
ATL198204100,H,HOU,bedrs001,8,6,RS
ATL198204110,H,HOU,mahlr001,5,0,RS
CIN198204120,A,CIN,walkb001,6,1,RS
CIN198204130,A,CIN,cowlj001,8,5,RS
CIN198204140,A,CIN,boggt001,5,2,RS
HOU198204160,A,HOU,mahlr001,5,3,RS
HOU198204170,A,HOU,walkb001,2,1,RS
HOU198204180,A,HOU,cowlj001,6,5,RS
ATL198204200,H,CIN,boggt001,4,2,RS
ATL198204210,H,CIN,mahlr001,4,3,RS
ATL198204220,H,CIN,walkb001,1,2,RS
ATL198204230,H,SDN,niekp001,3,6,RS
ATL198204240,H,SDN,cowlj001,4,6,RS
ATL198204260,H,PIT,mahlr001,4,6,RS
ATL198204270,H,PIT,walkb001,4,10,RS
ATL198204280,H,PIT,niekp001,7,6,RS
ATL198204290,H,CHN,cowlj001,3,0,RS
ATL198204300,H,CHN,bedrs001,1,0,RS
ATL198205010,H,CHN,mahlr001,1,5,RS
ATL198205020,H,CHN,walkb001,10,3,RS
PIT198205030,A,PIT,niekp001,10,4,RS
PIT198205040,A,PIT,cowlj001,4,8,RS
PIT198205050,A,PIT,mahlr001,2,4,RS
SLN198205070,A,SLN,walkb001,6,3,RS
SLN198205080,A,SLN,niekp001,7,8,RS
SLN198205090,A,SLN,cowlj001,3,0,RS
CHN198205110,A,CHN,mahlr001,4,6,RS
CHN198205120,A,CHN,walkb001,6,3,RS
ATL198205130,H,SLN,daylk001,9,10,RS
ATL198205140,H,SLN,niekp001,2,1,RS
ATL198205150,H,SLN,mcwil001,6,7,RS
ATL198205160,H,SLN,mahlr001,5,2,RS
MON198205170,A,MON,walkb001,0,4,RS
MON198205180,A,MON,niekp001,6,4,RS
MON198205190,A,MON,daylk001,9,1,RS
ATL198205210,H,PHI,mahlr001,7,6,RS
ATL198205220,H,PHI,mcwil001,2,5,RS
ATL198205230,H,PHI,niekp001,1,2,RS
ATL198205240,H,NYN,daylk001,3,5,RS
ATL198205250,H,NYN,mahlr001,10,2,RS
ATL198205260,H,NYN,hannp101,4,6,RS
PHI198205290,A,PHI,niekp001,0,1,RS
PHI198205300,A,PHI,mahlr001,2,6,RS
NYN198205310,A,NYN,walkb001,4,10,RS
NYN198206010,A,NYN,daylk001,7,3,RS
NYN198206020,A,NYN,niekp001,3,1,RS
ATL198206050,H,MON,mahlr001,2,1,RS
ATL198206060,H,MON,walkb001,3,6,RS
LAN198206070,A,LAN,niekp001,4,3,RS
LAN198206080,A,LAN,daylk001,4,3,RS
LAN198206090,A,LAN,mahlr001,11,5,RS
SFN198206110,A,SFN,walkb001,5,3,RS
SFN198206120,A,SFN,niekp001,10,5,RS
SFN198206131,A,SFN,daylk001,1,2,RS
SFN198206132,A,SFN,campr001,5,1,RS
HOU198206140,A,HOU,mahlr001,0,9,RS
HOU198206150,A,HOU,walkb001,7,0,RS
HOU198206160,A,HOU,niekp001,5,4,RS
ATL198206180,H,SFN,daylk001,8,3,RS
ATL198206190,H,SFN,mahlr001,4,9,RS
ATL198206200,H,SFN,walkb001,3,5,RS
ATL198206210,H,SFN,niekp001,7,6,RS
ATL198206220,H,LAN,bedrs001,1,4,RS
