id,loc,opp,starter,rs,ra,round
ATL199803310,H,MIL,maddg002,2,1,RS
ATL199804020,H,MIL,glavt001,6,8,RS
ATL199804030,H,PHI,neagd001,5,1,RS
ATL199804040,H,PHI,millk004,5,4,RS
ATL199804050,H,PHI,maddg002,1,2,RS
PIT199804070,A,PIT,glavt001,11,3,RS
PIT199804080,A,PIT,neagd001,3,5,RS
PIT199804090,A,PIT,millk004,4,3,RS
PHI199804100,A,PHI,maddg002,0,1,RS
PHI199804110,A,PHI,martd001,5,6,RS
PHI199804120,A,PHI,glavt001,3,2,RS
PHI199804130,A,PHI,neagd001,8,11,RS
ATL199804140,H,PIT,millk004,6,0,RS
ATL199804150,H,PIT,maddg002,7,0,RS
ATL199804160,H,PIT,smolj001,3,1,RS
COL199804180,A,COL,neagd001,11,4,RS
COL199804191,A,COL,millk004,5,3,RS
COL199804192,A,COL,martd001,7,10,RS
COL199804200,A,COL,maddg002,7,5,RS
ATL199804220,H,ARI,smolj001,5,2,RS
ATL199804230,H,ARI,glavt001,3,1,RS
ATL199804240,H,ARI,neagd001,6,5,RS
ATL199804250,H,COL,millk004,7,11,RS
ATL199804260,H,COL,maddg002,6,7,RS
ARI199804270,A,ARI,smolj001,6,5,RS
ARI199804280,A,ARI,glavt001,12,2,RS
ATL199804300,H,SFN,neagd001,6,0,RS
ATL199805010,H,SFN,maddg002,6,2,RS
ATL199805020,H,SFN,smolj001,4,3,RS
ATL199805030,H,SFN,glavt001,8,12,RS
ATL199805040,H,LAN,millk004,4,2,RS
ATL199805050,H,LAN,neagd001,8,3,RS
ATL199805060,H,LAN,maddg002,7,0,RS
ATL199805070,H,SDN,smolj001,6,3,RS
ATL199805080,H,SDN,glavt001,2,3,RS
ATL199805090,H,SDN,millk004,6,4,RS
ATL199805100,H,SDN,neagd001,8,5,RS
CIN199805110,A,CIN,maddg002,8,1,RS
CIN199805120,A,CIN,smolj001,5,1,RS
SLN199805130,A,SLN,glavt001,10,2,RS
SLN199805140,A,SLN,millk004,7,3,RS
HOU199805150,A,HOU,neagd001,3,2,RS
HOU199805160,A,HOU,maddg002,2,3,RS
HOU199805170,A,HOU,smolj001,1,8,RS
HOU199805180,A,HOU,glavt001,4,0,RS
ATL199805200,H,COL,millk004,5,1,RS
ATL199805210,H,COL,neagd001,2,0,RS
ATL199805220,H,CHN,maddg002,8,2,RS
ATL199805230,H,CHN,smolj001,6,10,RS
ATL199805240,H,CHN,glavt001,2,1,RS
ATL199805250,H,CHN,millk004,9,5,RS
ATL199805260,H,MON,neagd001,9,3,RS
ATL199805270,H,MON,maddg002,2,0,RS
ATL199805280,H,MON,martd001,5,9,RS
CHN199805290,A,CHN,glavt001,3,5,RS
CHN199805300,A,CHN,millk004,8,9,RS
CHN199805310,A,CHN,neagd001,2,4,RS
MIL199806010,A,MIL,maddg002,5,2,RS
MIL199806020,A,MIL,martd001,9,0,RS
MIL199806030,A,MIL,glavt001,5,2,RS
BAL199806050,A,BAL,neagd001,2,3,RS
BAL199806060,A,BAL,millk004,10,5,RS
BAL199806070,A,BAL,maddg002,9,0,RS
ATL199806080,H,BOS,glavt001,7,6,RS
ATL199806090,H,BOS,martd001,3,9,RS
ATL199806100,H,BOS,neagd001,6,10,RS
ATL199806120,H,MON,maddg002,5,7,RS
ATL199806130,H,MON,glavt001,9,7,RS
ATL199806140,H,MON,millk004,5,1,RS
ATL199806160,H,FLO,neagd001,7,0,RS
ATL199806170,H,FLO,maddg002,6,2,RS
ATL199806180,H,FLO,glavt001,2,3,RS
MON199806190,A,MON,millk004,1,14,RS
MON199806200,A,MON,smolj001,5,1,RS
MON199806210,A,MON,neagd001,1,4,RS
NYA199806220,A,NYA,maddg002,4,6,RS
NYA199806230,A,NYA,glavt001,7,2,RS
ATL199806240,H,NYA,millk004,6,10,RS
ATL199806250,H,NYA,neagd001,0,6,RS
ATL199806260,H,TOR,smolj001,4,6,RS
ATL199806270,H,TOR,maddg002,2,0,RS
ATL199806280,H,TOR,glavt001,10,3,RS
TBA199806300,A,TBA,neagd001,7,2,RS
TBA199807010,A,TBA,smolj001,6,5,RS
TBA199807020,A,TBA,maddg002,6,0,RS
ATL199807030,H,NYN,glavt001,3,2,RS
ATL199807040,H,NYN,millk004,4,1,RS
ATL199807050,H,NYN,neagd001,3,2,RS
FLO199807090,A,FLO,smolj001,6,4,RS
FLO199807100,A,FLO,neagd001,1,3,RS
FLO199807110,A,FLO,maddg002,3,4,RS
FLO199807120,A,FLO,glavt001,3,5,RS
NYN199807140,A,NYN,smolj001,4,2,RS
NYN199807150,A,NYN,neagd001,12,1,RS
ATL199807160,H,MIL,maddg002,4,3,RS
ATL199807170,H,MIL,glavt001,4,1,RS
ATL199807180,H,MIL,millk004,1,7,RS
ATL199807190,H,MIL,smolj001,11,6,RS
ATL199807200,H,CHN,neagd001,4,11,RS
ATL199807210,H,CHN,maddg002,0,3,RS
PHI199807220,A,PHI,glavt001,14,2,RS
PHI199807230,A,PHI,millk004,3,2,RS
PIT199807240,A,PIT,smolj001,3,0,RS
PIT199807250,A,PIT,neagd001,1,4,RS
PIT199807260,A,PIT,maddg002,2,1,RS
CIN199807270,A,CIN,glavt001,3,2,RS
CIN199807280,A,CIN,millk004,1,13,RS
CIN199807290,A,CIN,smolj001,11,5,RS
CIN199807300,A,CIN,neagd001,13,3,RS
ATL199807310,H,SLN,maddg002,2,3,RS
ATL199808010,H,SLN,glavt001,3,1,RS
ATL199808020,H,SLN,millk004,4,3,RS
ATL199808040,H,CIN,smolj001,4,2,RS
ATL199808050,H,CIN,neagd001,9,13,RS
ATL199808060,H,CIN,maddg002,5,0,RS
SFN199808070,A,SFN,glavt001,5,0,RS
SFN199808080,A,SFN,millk004,14,6,RS
SFN199808090,A,SFN,smolj001,7,5,RS
SDN199808110,A,SDN,neagd001,1,3,RS
SDN199808120,A,SDN,maddg002,1,5,RS
SDN199808130,A,SDN,glavt001,5,0,RS
LAN199808140,A,LAN,millk004,5,2,RS
LAN199808150,A,LAN,smolj001,5,3,RS
LAN199808160,A,LAN,neagd001,0,1,RS
ATL199808180,H,SFN,maddg002,8,4,RS
ATL199808190,H,SFN,glavt001,2,6,RS
ATL199808200,H,SDN,millk004,0,2,RS
ATL199808210,H,SDN,smolj001,5,4,RS
ATL199808220,H,LAN,neagd001,7,5,RS
ATL199808230,H,LAN,maddg002,12,7,RS
ATL199808240,H,LAN,glavt001,4,3,RS
HOU199808250,A,HOU,millk004,2,3,RS
HOU199808260,A,HOU,smolj001,6,2,RS
SLN199808270,A,SLN,neagd001,6,4,RS
