id,loc,opp,starter,rs,ra,round
HOU197504070,A,HOU,niekp001,2,6,RS
HOU197504080,A,HOU,mortc102,2,0,RS
HOU197504090,A,HOU,reedr001,2,14,RS
SFN197504110,A,SFN,caprb101,4,2,RS
SFN197504120,A,SFN,mortc102,7,4,RS
SFN197504131,A,SFN,reedr001,0,5,RS
SFN197504132,A,SFN,gentg101,2,4,RS
ATL197504150,H,HOU,niekp001,6,1,RS
ATL197504160,H,HOU,caprb101,5,2,RS
ATL197504170,H,HOU,mortc102,2,1,RS
ATL197504180,H,SDN,reedr001,1,3,RS
ATL197504190,H,SDN,gentg101,2,8,RS
ATL197504200,H,SDN,niekp001,4,3,RS
ATL197504210,H,LAN,caprb101,1,2,RS
ATL197504220,H,LAN,mortc102,3,2,RS
ATL197504230,H,CIN,reedr001,5,4,RS
ATL197504240,H,CIN,niekp001,3,11,RS
SDN197504250,A,SDN,caprb101,3,5,RS
SDN197504260,A,SDN,mortc102,6,4,RS
SDN197504271,A,SDN,reedr001,12,8,RS
SDN197504272,A,SDN,harrr102,4,1,RS
LAN197504280,A,LAN,niekp001,3,4,RS
LAN197504290,A,LAN,caprb101,0,8,RS
LAN197504300,A,LAN,mortc102,2,5,RS
CIN197505020,A,CIN,reedr001,6,5,RS
CIN197505030,A,CIN,harrr102,1,6,RS
CIN197505040,A,CIN,niekp001,2,3,RS
ATL197505060,H,SFN,caprb101,1,7,RS
ATL197505070,H,SFN,mortc102,2,6,RS
ATL197505080,H,SFN,reedr001,3,2,RS
ATL197505090,H,PHI,harrr102,3,1,RS
ATL197505100,H,PHI,niekp001,2,1,RS
ATL197505110,H,PHI,caprb101,7,3,RS
MON197505120,A,MON,mortc102,1,11,RS
MON197505130,A,MON,reedr001,9,4,RS
MON197505140,A,MON,harrr102,4,5,RS
MON197505150,A,MON,leonm101,5,4,RS
PHI197505160,A,PHI,caprb101,8,12,RS
PHI197505170,A,PHI,mortc102,8,9,RS
PHI197505180,A,PHI,reedr001,1,5,RS
ATL197505200,H,MON,harrr102,9,4,RS
ATL197505210,H,MON,niekp001,6,3,RS
ATL197505230,H,NYN,mortc102,1,3,RS
ATL197505240,H,NYN,reedr001,1,5,RS
ATL197505250,H,NYN,caprb101,6,3,RS
CHN197505260,A,CHN,harrr102,0,6,RS
CHN197505270,A,CHN,niekp001,7,2,RS
CHN197505280,A,CHN,mortc102,4,5,RS
PIT197505300,A,PIT,caprb101,1,2,RS
PIT197505310,A,PIT,harrr102,4,11,RS
PIT197506010,A,PIT,niekp001,5,2,RS
SLN197506020,A,SLN,mortc102,0,1,RS
SLN197506030,A,SLN,caprb101,2,4,RS
SLN197506040,A,SLN,sader101,2,5,RS
NYN197506060,A,NYN,niekp001,4,1,RS
NYN197506070,A,NYN,mortc102,7,3,RS
NYN197506080,A,NYN,caprb101,6,7,RS
ATL197506090,H,SLN,odomj101,4,5,RS
ATL197506121,H,CHN,niekp001,5,4,RS
ATL197506122,H,CHN,perem101,6,2,RS
ATL197506130,H,PIT,odomj101,3,8,RS
ATL197506140,H,PIT,thomm102,1,2,RS
ATL197506150,H,PIT,sader101,6,8,RS
CIN197506160,A,CIN,niekp001,2,9,RS
CIN197506170,A,CIN,mortc102,5,1,RS
CIN197506180,A,CIN,odomj101,1,6,RS
ATL197506200,H,SFN,niekp001,4,2,RS
ATL197506210,H,SFN,mortc102,3,4,RS
ATL197506221,H,SFN,thomm102,8,2,RS
ATL197506222,H,SFN,odomj101,2,5,RS
ATL197506230,H,CIN,eastj001,4,8,RS
ATL197506240,H,CIN,niekp001,0,3,RS
ATL197506250,H,CIN,mortc102,0,2,RS
HOU197506260,A,HOU,thomm102,4,8,RS
HOU197506270,A,HOU,eastj001,7,4,RS
HOU197506280,A,HOU,niekp001,6,3,RS
HOU197506290,A,HOU,mortc102,3,1,RS
SFN197507010,A,SFN,eastj001,1,9,RS
SFN197507020,A,SFN,niekp001,6,0,RS
ATL197507040,H,HOU,mortc102,5,4,RS
ATL197507051,H,HOU,sader101,4,3,RS
ATL197507052,H,HOU,leonm101,8,4,RS
ATL197507060,H,HOU,niekp001,2,6,RS
ATL197507070,H,NYN,eastj001,1,3,RS
ATL197507080,H,NYN,mortc102,3,4,RS
ATL197507090,H,NYN,dalcb101,1,2,RS
ATL197507110,H,MON,niekp001,2,1,RS
ATL197507121,H,MON,mortc102,9,4,RS
ATL197507122,H,MON,eastj001,3,7,RS
ATL197507130,H,MON,dalcb101,5,4,RS
NYN197507170,A,NYN,niekp001,3,4,RS
NYN197507180,A,NYN,mortc102,4,3,RS
NYN197507190,A,NYN,dalcb101,4,5,RS
MON197507200,A,MON,sader101,5,6,RS
MON197507210,A,MON,thomm102,4,1,RS
PHI197507220,A,PHI,mortc102,0,1,RS
PHI197507230,A,PHI,dalcb101,2,3,RS
PHI197507240,A,PHI,niekp001,5,4,RS
ATL197507251,H,SDN,sader101,3,7,RS
ATL197507252,H,SDN,thomm102,1,8,RS
ATL197507260,H,SDN,mortc102,2,4,RS
ATL197507270,H,SDN,dalcb101,1,3,RS
ATL197507280,H,LAN,niekp001,5,3,RS
ATL197507290,H,LAN,odomj101,4,2,RS
ATL197507300,H,LAN,mortc102,2,8,RS
ATL197507310,H,LAN,dalcb101,11,10,RS
SDN197508010,A,SDN,niekp001,0,4,RS
SDN197508020,A,SDN,odomj101,8,6,RS
SDN197508030,A,SDN,mortc102,5,1,RS
LAN197508040,A,LAN,dalcb101,1,9,RS
LAN197508050,A,LAN,niekp001,0,5,RS
LAN197508060,A,LAN,odomj101,5,4,RS
ATL197508081,H,CHN,mortc102,1,0,RS
ATL197508082,H,CHN,dalcb101,1,3,RS
ATL197508090,H,CHN,niekp001,2,8,RS
ATL197508100,H,CHN,odomj101,1,9,RS
ATL197508110,H,PIT,eastj001,1,8,RS
ATL197508120,H,PIT,mortc102,3,2,RS
ATL197508130,H,PIT,dalcb101,4,3,RS
ATL197508140,H,SLN,niekp001,6,4,RS
ATL197508151,H,SLN,eastj001,1,4,RS
ATL197508152,H,SLN,thomm102,1,2,RS
ATL197508160,H,SLN,mortc102,8,7,RS
ATL197508170,H,SLN,odomj101,1,8,RS
ATL197508180,H,PHI,niekp001,3,6,RS
ATL197508190,H,PHI,thomm102,6,4,RS
ATL197508200,H,PHI,mortc102,1,4,RS
SLN197508220,A,SLN,eastj001,9,5,RS
SLN197508230,A,SLN,niekp001,2,7,RS
SLN197508240,A,SLN,mortc102,2,6,RS
PIT197508250,A,PIT,thomm102,0,4,RS
PIT197508260,A,PIT,eastj001,2,8,RS
PIT197508270,A,PIT,niekp001,6,2,RS
CHN197508290,A,CHN,mortc102,3,8,RS
CHN197508311,A,CHN,niekp001,3,1,RS
CHN197508312,A,CHN,thomm102,8,9,RS
HOU197509010,A,HOU,eastj001,3,5,RS
HOU197509020,A,HOU,mortc102,4,1,RS
ATL197509030,H,SDN,devia101,9,10,RS
ATL197509040,H,SDN,niekp001,2,1,RS
ATL197509050,H,LAN,thomm102,2,5,RS
ATL197509060,H,LAN,mortc102,3,2,RS
ATL197509070,H,LAN,eastj001,5,4,RS
ATL197509080,H,HOU,niekp001,6,9,RS
ATL197509090,H,HOU,devia101,4,1,RS
SDN197509100,A,SDN,mortc102,1,2,RS
SDN197509110,A,SDN,bearm101,3,4,RS
LAN197509120,A,LAN,niekp001,2,1,RS
LAN197509130,A,LAN,lacof001,0,6,RS
LAN197509140,A,LAN,mortc102,2,3,RS
SFN197509150,A,SFN,eastj001,12,0,RS
SFN197509160,A,SFN,bearm101,6,7,RS
SFN197509170,A,SFN,niekp001,1,4,RS
ATL197509180,H,CIN,mortc102,3,4,RS
ATL197509190,H,CIN,lacof001,6,7,RS
ATL197509200,H,CIN,eastj001,2,9,RS
ATL197509210,H,CIN,niekp001,0,3,RS
ATL197509240,H,SFN,mortc102,7,6,RS
CIN197509260,A,CIN,niekp001,5,12,RS
CIN197509270,A,CIN,odomj101,6,7,RS
CIN197509280,A,CIN,mortc102,6,7,RS
