id,loc,opp,starter,rs,ra,round
PHI200704020,A,PHI,smolj001,5,3,RS
PHI200704040,A,PHI,hudst001,3,2,RS
PHI200704050,A,PHI,jamec002,8,4,RS
ATL200704060,H,NYN,redmm002,1,11,RS
ATL200704070,H,NYN,smolj001,5,3,RS
ATL200704080,H,NYN,davik002,3,2,RS
ATL200704100,H,WAS,hudst001,8,0,RS
ATL200704110,H,WAS,jamec002,8,3,RS
ATL200704120,H,WAS,smolj001,0,2,RS
ATL200704130,H,FLO,redmm002,4,11,RS
ATL200704150,H,FLO,hudst001,8,4,RS
WAS200704160,A,WAS,jamec002,1,5,RS
WAS200704170,A,WAS,smolj001,6,4,RS
ATL200704180,H,CHN,davik002,8,6,RS
ATL200704190,H,CHN,redmm002,0,3,RS
NYN200704200,A,NYN,hudst001,7,3,RS
NYN200704210,A,NYN,jamec002,2,7,RS
NYN200704220,A,NYN,smolj001,9,6,RS
FLO200704230,A,FLO,davik002,7,8,RS
FLO200704240,A,FLO,redmm002,11,6,RS
FLO200704250,A,FLO,hudst001,3,4,RS
COL200704270,A,COL,jamec002,9,7,RS
COL200704280,A,COL,smolj001,6,2,RS
COL200704290,A,COL,davik002,7,9,RS
ATL200704300,H,PHI,hudst001,5,2,RS
ATL200705010,H,PHI,redmm002,4,6,RS
ATL200705020,H,PHI,jamec002,4,3,RS
ATL200705040,H,LAN,smolj001,4,0,RS
ATL200705050,H,LAN,hudst001,3,6,RS
ATL200705060,H,LAN,davik002,6,4,RS
ATL200705070,H,SDN,jamec002,2,4,RS
ATL200705080,H,SDN,lerea001,3,2,RS
ATL200705090,H,SDN,smolj001,3,2,RS
ATL200705100,H,SDN,hudst001,5,3,RS
PIT200705110,A,PIT,davik002,4,1,RS
PIT200705120,A,PIT,jamec002,9,2,RS
PIT200705130,A,PIT,lerea001,2,13,RS
WAS200705140,A,WAS,smolj001,1,2,RS
WAS200705150,A,WAS,hudst001,6,2,RS
WAS200705160,A,WAS,davik002,4,6,RS
WAS200705170,A,WAS,jamec002,3,4,RS
BOS200705191,A,BOS,lerea001,3,13,RS
BOS200705192,A,BOS,smolj001,14,0,RS
BOS200705200,A,BOS,hudst001,3,6,RS
ATL200705220,H,NYN,davik002,8,1,RS
ATL200705230,H,NYN,jamec002,0,3,RS
ATL200705240,H,NYN,smolj001,2,1,RS
ATL200705250,H,PHI,hudst001,3,8,RS
ATL200705260,H,PHI,carlb001,4,6,RS
ATL200705270,H,PHI,davik002,6,13,RS
MIL200705280,A,MIL,jamec002,2,1,RS
MIL200705290,A,MIL,smolj001,4,5,RS
MIL200705300,A,MIL,hudst001,9,3,RS
CHN200706010,A,CHN,davik002,8,5,RS
CHN200706020,A,CHN,jamec002,5,3,RS
CHN200706030,A,CHN,corml001,1,10,RS
ATL200706040,H,FLO,hudst001,4,6,RS
ATL200706051,H,FLO,carlb001,3,1,RS
ATL200706052,H,FLO,smolj001,1,5,RS
ATL200706060,H,FLO,davik002,4,7,RS
ATL200706070,H,CHN,jamec002,1,2,RS
ATL200706080,H,CHN,corml001,1,9,RS
ATL200706090,H,CHN,hudst001,9,5,RS
ATL200706100,H,CHN,carlb001,5,4,RS
MIN200706120,A,MIN,davik002,3,7,RS
MIN200706130,A,MIN,jamec002,0,6,RS
MIN200706140,A,MIN,hudst001,2,3,RS
CLE200706150,A,CLE,carlb001,5,4,RS
CLE200706160,A,CLE,smolj001,6,2,RS
CLE200706170,A,CLE,davik002,2,5,RS
ATL200706180,H,BOS,jamec002,9,4,RS
ATL200706190,H,BOS,hudst001,0,4,RS
ATL200706200,H,BOS,carlb001,0,11,RS
ATL200706220,H,DET,smolj001,0,5,RS
ATL200706230,H,DET,davik002,1,2,RS
ATL200706240,H,DET,jamec002,0,5,RS
ATL200706250,H,WAS,hudst001,4,1,RS
ATL200706260,H,WAS,carlb001,6,2,RS
ATL200706270,H,WAS,smolj001,13,0,RS
FLO200706290,A,FLO,jamec002,12,3,RS
FLO200706300,A,FLO,hudst001,6,5,RS
FLO200707010,A,FLO,carlb001,5,6,RS
LAN200707020,A,LAN,smolj001,2,8,RS
LAN200707030,A,LAN,davik002,6,7,RS
LAN200707040,A,LAN,jamec002,5,2,RS
LAN200707050,A,LAN,hudst001,8,6,RS
SDN200707060,A,SDN,carlb001,7,4,RS
SDN200707070,A,SDN,reyej003,5,8,RS
SDN200707080,A,SDN,davik002,5,4,RS
ATL200707130,H,PIT,hudst001,9,1,RS
ATL200707140,H,PIT,jamec002,5,4,RS
ATL200707150,H,PIT,carlb001,5,1,RS
ATL200707160,H,CIN,davik002,3,10,RS
ATL200707170,H,CIN,reyej003,5,6,RS
ATL200707180,H,CIN,smolj001,4,5,RS
ATL200707190,H,SLN,hudst001,10,1,RS
ATL200707200,H,SLN,jamec002,2,4,RS
ATL200707210,H,SLN,carlb001,14,6,RS
ATL200707220,H,SLN,reyej003,2,7,RS
SFN200707230,A,SFN,smolj001,4,2,RS
SFN200707240,A,SFN,hudst001,7,5,RS
SFN200707250,A,SFN,jamec002,1,2,RS
SFN200707260,A,SFN,carlb001,2,4,RS
ARI200707270,A,ARI,reyej003,7,8,RS
ARI200707280,A,ARI,smolj001,3,4,RS
ARI200707290,A,ARI,hudst001,14,0,RS
ATL200707310,H,HOU,jamec002,12,4,RS
ATL200708010,H,HOU,carlb001,12,3,RS
ATL200708020,H,HOU,reyej003,11,12,RS
ATL200708030,H,COL,smolj001,2,9,RS
ATL200708040,H,COL,hudst001,6,4,RS
ATL200708050,H,COL,jamec002,6,5,RS
NYN200708070,A,NYN,carlb001,7,3,RS
NYN200708080,A,NYN,smolj001,3,4,RS
NYN200708090,A,NYN,hudst001,7,6,RS
PHI200708100,A,PHI,jamec002,4,5,RS
PHI200708110,A,PHI,corml001,7,5,RS
PHI200708120,A,PHI,carlb001,3,5,RS
ATL200708140,H,SFN,smolj001,5,4,RS
ATL200708150,H,SFN,hudst001,6,3,RS
ATL200708160,H,SFN,jamec002,3,9,RS
ATL200708170,H,ARI,corml001,0,4,RS
ATL200708180,H,ARI,carlb001,6,12,RS
ATL200708190,H,ARI,smolj001,6,2,RS
CIN200708200,A,CIN,hudst001,14,4,RS
CIN200708210,A,CIN,reyej003,7,8,RS
CIN200708220,A,CIN,corml001,2,4,RS
CIN200708230,A,CIN,carlb001,7,9,RS
SLN200708240,A,SLN,smolj001,7,2,RS
SLN200708250,A,SLN,hudst001,4,5,RS
SLN200708260,A,SLN,reyej003,1,4,RS
FLO200708270,A,FLO,corml001,13,2,RS
FLO200708280,A,FLO,smolj001,3,4,RS
FLO200708290,A,FLO,carlb001,7,4,RS
