id,loc,opp,starter,rs,ra,round
ATL201304010,H,PHI,hudst001,7,5,RS
ATL201304030,H,PHI,mahop002,9,2,RS
ATL201304040,H,PHI,medlk001,0,2,RS
ATL201304050,H,CHN,minom001,4,1,RS
ATL201304060,H,CHN,tehej001,6,5,RS
ATL201304070,H,CHN,hudst001,5,1,RS
MIA201304080,A,MIA,mahop002,2,0,RS
MIA201304090,A,MIA,medlk001,3,2,RS
MIA201304100,A,MIA,minom001,8,0,RS
WAS201304120,A,WAS,tehej001,6,4,RS
WAS201304130,A,WAS,hudst001,3,1,RS
WAS201304140,A,WAS,mahop002,9,0,RS
ATL201304160,H,KCA,medlk001,6,3,RS
ATL201304170,H,KCA,minom001,0,1,RS
PIT201304180,A,PIT,tehej001,6,4,RS
PIT201304190,A,PIT,hudst001,0,6,RS
PIT201304200,A,PIT,mahop002,1,3,RS
PIT201304210,A,PIT,medlk001,2,4,RS
COL201304231,A,COL,minom001,4,3,RS
COL201304232,A,COL,tehej001,10,2,RS
COL201304240,A,COL,hudst001,5,6,RS
DET201304260,A,DET,mahop002,0,10,RS
DET201304270,A,DET,medlk001,4,7,RS
DET201304280,A,DET,minom001,3,8,RS
ATL201304290,H,WAS,tehej001,3,2,RS
ATL201304300,H,WAS,hudst001,8,1,RS
ATL201305010,H,WAS,mahop002,0,2,RS
ATL201305020,H,WAS,medlk001,1,3,RS
ATL201305030,H,NYN,minom001,5,7,RS
ATL201305050,H,NYN,hudst001,9,4,RS
CIN201305060,A,CIN,mahop002,7,4,RS
CIN201305070,A,CIN,medlk001,4,5,RS
CIN201305080,A,CIN,minom001,7,2,RS
SFN201305090,A,SFN,tehej001,6,3,RS
SFN201305100,A,SFN,hudst001,2,8,RS
SFN201305110,A,SFN,mahop002,1,10,RS
SFN201305120,A,SFN,medlk001,1,5,RS
ARI201305130,A,ARI,minom001,10,1,RS
ARI201305140,A,ARI,tehej001,0,2,RS
ARI201305150,A,ARI,hudst001,3,5,RS
ATL201305170,H,LAN,mahop002,8,5,RS
ATL201305180,H,LAN,medlk001,3,1,RS
ATL201305190,H,LAN,minom001,5,2,RS
ATL201305200,H,MIN,tehej001,5,1,RS
ATL201305210,H,MIN,hudst001,5,4,RS
ATL201305220,H,MIN,mahop002,8,3,RS
NYN201305240,A,NYN,kimbc001,7,5,RS
NYN201305250,A,NYN,minom001,6,0,RS
NYN201305260,A,NYN,tehej001,2,4,RS
TOR201305270,A,TOR,hudst001,3,9,RS
TOR201305280,A,TOR,mahop002,7,6,RS
ATL201305290,H,TOR,medlk001,0,3,RS
ATL201305300,H,TOR,minom001,11,3,RS
ATL201305310,H,WAS,tehej001,2,3,RS
ATL201306010,H,WAS,hudst001,2,1,RS
ATL201306020,H,WAS,mahop002,6,3,RS
ATL201306030,H,PIT,medlk001,7,2,RS
ATL201306040,H,PIT,minom001,5,4,RS
ATL201306050,H,PIT,tehej001,5,0,RS
LAN201306060,A,LAN,hudst001,0,5,RS
LAN201306070,A,LAN,mahop002,1,2,RS
LAN201306080,A,LAN,medlk001,2,1,RS
LAN201306090,A,LAN,minom001,8,1,RS
SDN201306100,A,SDN,tehej001,6,7,RS
SDN201306110,A,SDN,hudst001,2,3,RS
SDN201306120,A,SDN,mahop002,3,5,RS
ATL201306140,H,SFN,medlk001,0,6,RS
ATL201306150,H,SFN,minom001,6,5,RS
ATL201306160,H,SFN,tehej001,3,0,RS
ATL201306170,H,NYN,hudst001,2,1,RS
ATL201306181,H,NYN,wooda002,3,4,RS
ATL201306182,H,NYN,mahop002,1,6,RS
ATL201306190,H,NYN,medlk001,5,3,RS
ATL201306200,H,NYN,minom001,3,4,RS
MIL201306210,A,MIL,tehej001,0,2,RS
MIL201306220,A,MIL,hudst001,0,2,RS
MIL201306230,A,MIL,mahop002,7,4,RS
KCA201306250,A,KCA,medlk001,4,3,RS
KCA201306260,A,KCA,minom001,3,4,RS
ATL201306280,H,ARI,tehej001,3,0,RS
ATL201306290,H,ARI,hudst001,11,5,RS
ATL201306300,H,ARI,mahop002,6,2,RS
ATL201307020,H,MIA,medlk001,11,3,RS
ATL201307030,H,MIA,minom001,3,6,RS
ATL201307040,H,MIA,tehej001,3,4,RS
PHI201307050,A,PHI,mahop002,4,5,RS
PHI201307060,A,PHI,hudst001,13,4,RS
PHI201307070,A,PHI,medlk001,3,7,RS
MIA201307080,A,MIA,minom001,7,1,RS
MIA201307090,A,MIA,tehej001,6,4,RS
MIA201307100,A,MIA,mahop002,2,6,RS
ATL201307110,H,CIN,hudst001,6,5,RS
ATL201307120,H,CIN,medlk001,2,4,RS
ATL201307130,H,CIN,minom001,5,2,RS
ATL201307140,H,CIN,tehej001,4,8,RS
CHA201307190,A,CHA,hudst001,6,4,RS
CHA201307200,A,CHA,mahop002,6,10,RS
CHA201307210,A,CHA,minom001,1,3,RS
NYN201307220,A,NYN,tehej001,2,1,RS
NYN201307230,A,NYN,medlk001,1,4,RS
NYN201307240,A,NYN,hudst001,8,2,RS
NYN201307250,A,NYN,wooda002,4,7,RS
ATL201307260,H,SLN,minom001,4,1,RS
ATL201307270,H,SLN,tehej001,2,0,RS
ATL201307280,H,SLN,medlk001,5,2,RS
ATL201307290,H,COL,beacb001,9,8,RS
ATL201307300,H,COL,wooda002,11,3,RS
ATL201307310,H,COL,minom001,9,0,RS
ATL201308010,H,COL,tehej001,11,2,RS
PHI201308020,A,PHI,medlk001,6,4,RS
PHI201308030,A,PHI,beacb001,5,4,RS
PHI201308040,A,PHI,wooda002,4,1,RS
WAS201308050,A,WAS,minom001,3,2,RS
WAS201308060,A,WAS,tehej001,2,1,RS
WAS201308070,A,WAS,medlk001,6,3,RS
ATL201308090,H,MIA,beacb001,5,0,RS
ATL201308100,H,MIA,wooda002,0,1,RS
ATL201308110,H,MIA,minom001,9,4,RS
ATL201308120,H,PHI,tehej001,1,5,RS
ATL201308130,H,PHI,medlk001,3,1,RS
ATL201308140,H,PHI,beacb001,6,3,RS
ATL201308160,H,WAS,wooda002,3,2,RS
ATL201308170,H,WAS,minom001,7,8,RS
ATL201308180,H,WAS,tehej001,2,1,RS
NYN201308200,A,NYN,beacb001,3,5,RS
NYN201308210,A,NYN,wooda002,4,1,RS
SLN201308220,A,SLN,mahop002,2,6,RS
SLN201308230,A,SLN,medlk001,1,3,RS
SLN201308240,A,SLN,tehej001,2,6,RS
SLN201308250,A,SLN,minom001,5,2,RS
ATL201308270,H,CLE,wooda002,2,0,RS
ATL201308280,H,CLE,mahop002,3,2,RS
