id,loc,opp,starter,rs,ra,round
CHN199304050,A,CHN,maddg002,1,0,RS
CHN199304060,A,CHN,smolj001,0,1,RS
CHN199304070,A,CHN,avers001,5,4,RS
ATL199304080,H,LAN,glavt001,6,1,RS
ATL199304090,H,LAN,smitp001,2,0,RS
ATL199304100,H,LAN,maddg002,1,2,RS
ATL199304110,H,LAN,smolj001,3,0,RS
ATL199304120,H,CHN,avers001,1,5,RS
ATL199304130,H,CHN,glavt001,3,2,RS
ATL199304140,H,CHN,smitp001,0,6,RS
SFN199304150,A,SFN,maddg002,1,6,RS
SFN199304160,A,SFN,smolj001,0,1,RS
SFN199304170,A,SFN,avers001,2,0,RS
SFN199304180,A,SFN,glavt001,12,13,RS
FLO199304200,A,FLO,maddg002,5,4,RS
FLO199304210,A,FLO,smolj001,7,4,RS
FLO199304220,A,FLO,avers001,3,4,RS
SLN199304230,A,SLN,glavt001,3,1,RS
SLN199304240,A,SLN,smitp001,11,0,RS
SLN199304250,A,SLN,maddg002,3,7,RS
ATL199304260,H,PIT,smolj001,3,4,RS
ATL199304270,H,PIT,avers001,2,6,RS
ATL199304280,H,FLO,glavt001,1,3,RS
ATL199304290,H,FLO,smitp001,5,6,RS
ATL199304300,H,SLN,maddg002,3,2,RS
ATL199305010,H,SLN,smolj001,3,10,RS
ATL199305020,H,SLN,avers001,4,3,RS
PIT199305040,A,PIT,glavt001,3,2,RS
PIT199305050,A,PIT,maddg002,1,4,RS
COL199305060,A,COL,smolj001,13,3,RS
COL199305070,A,COL,avers001,13,5,RS
COL199305080,A,COL,smitp001,8,7,RS
COL199305090,A,COL,glavt001,12,7,RS
HOU199305100,A,HOU,maddg002,2,5,RS
HOU199305110,A,HOU,smolj001,5,4,RS
HOU199305120,A,HOU,avers001,5,2,RS
ATL199305140,H,PHI,glavt001,10,7,RS
ATL199305150,H,PHI,maddg002,5,3,RS
ATL199305160,H,PHI,smolj001,4,5,RS
ATL199305170,H,MON,avers001,5,2,RS
ATL199305180,H,MON,smitp001,0,1,RS
ATL199305190,H,MON,glavt001,1,0,RS
NYN199305210,A,NYN,maddg002,4,2,RS
NYN199305220,A,NYN,smolj001,1,6,RS
NYN199305230,A,NYN,avers001,2,1,RS
CIN199305250,A,CIN,glavt001,5,0,RS
CIN199305260,A,CIN,maddg002,0,4,RS
CIN199305270,A,CIN,smolj001,4,5,RS
ATL199305280,H,SFN,avers001,7,4,RS
ATL199305290,H,SFN,smitp001,3,6,RS
ATL199305300,H,SFN,glavt001,3,4,RS
ATL199305310,H,SDN,maddg002,2,1,RS
ATL199306010,H,SDN,smolj001,1,2,RS
ATL199306020,H,SDN,avers001,5,2,RS
ATL199306030,H,SDN,smitp001,4,12,RS
LAN199306040,A,LAN,glavt001,4,5,RS
LAN199306050,A,LAN,maddg002,1,5,RS
LAN199306060,A,LAN,smolj001,2,0,RS
SDN199306070,A,SDN,avers001,4,0,RS
SDN199306080,A,SDN,smitp001,4,5,RS
ATL199306100,H,CIN,glavt001,1,3,RS
ATL199306110,H,CIN,maddg002,6,5,RS
ATL199306120,H,CIN,smolj001,7,2,RS
ATL199306130,H,CIN,avers001,9,2,RS
ATL199306140,H,NYN,smitp001,4,7,RS
ATL199306150,H,NYN,glavt001,2,1,RS
ATL199306160,H,NYN,maddg002,5,2,RS
MON199306180,A,MON,smolj001,1,2,RS
MON199306190,A,MON,avers001,4,3,RS
MON199306200,A,MON,glavt001,5,1,RS
PHI199306210,A,PHI,maddg002,8,1,RS
PHI199306220,A,PHI,smitp001,3,5,RS
PHI199306230,A,PHI,smolj001,3,8,RS
ATL199306250,H,HOU,avers001,8,2,RS
ATL199306260,H,HOU,glavt001,6,5,RS
ATL199306270,H,HOU,maddg002,0,3,RS
ATL199306290,H,COL,smolj001,6,4,RS
ATL199306300,H,COL,avers001,3,2,RS
ATL199307010,H,COL,glavt001,4,0,RS
ATL199307020,H,FLO,maddg002,2,4,RS
ATL199307030,H,FLO,smitp001,11,2,RS
ATL199307040,H,FLO,smolj001,4,3,RS
ATL199307050,H,FLO,avers001,9,7,RS
SLN199307060,A,SLN,glavt001,4,5,RS
SLN199307070,A,SLN,maddg002,1,3,RS
SLN199307080,A,SLN,avers001,1,7,RS
FLO199307090,A,FLO,smolj001,5,1,RS
FLO199307100,A,FLO,glavt001,2,5,RS
FLO199307110,A,FLO,maddg002,6,3,RS
ATL199307150,H,PIT,glavt001,4,0,RS
ATL199307160,H,PIT,maddg002,3,2,RS
ATL199307170,H,PIT,smolj001,3,4,RS
ATL199307180,H,PIT,avers001,2,0,RS
ATL199307190,H,SLN,smitp001,0,4,RS
ATL199307200,H,SLN,glavt001,8,5,RS
ATL199307210,H,SLN,maddg002,14,2,RS
PIT199307220,A,PIT,smolj001,7,8,RS
PIT199307230,A,PIT,avers001,6,2,RS
PIT199307240,A,PIT,smitp001,11,6,RS
PIT199307250,A,PIT,glavt001,13,1,RS
COL199307260,A,COL,maddg002,12,7,RS
COL199307270,A,COL,smolj001,10,5,RS
COL199307280,A,COL,avers001,3,2,RS
HOU199307290,A,HOU,merck001,0,2,RS
HOU199307300,A,HOU,glavt001,4,1,RS
