id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
fassj001,0,18,8,2,4,4,95,1,3,4,1,0,0,0,28,25,0,1,0,0
garcr001,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0
lowed001,0,6,2,0,1,1,31,3,0,1,1,0,0,0,8,8,0,0,0,0
pichh001,0,6,0,1,0,0,25,0,0,0,0,0,0,0,7,6,0,0,0,0
cormr001,0,2,2,1,1,1,23,2,0,1,1,0,1,0,5,4,0,0,0,1
schic002,1,22,5,3,5,5,119,6,1,3,1,0,0,0,32,27,0,2,0,0
holzm001,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0
gomew001,1,1,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0
branj001,1,6,1,2,0,0,39,2,0,1,0,0,0,0,9,7,0,0,0,0
boydj001,1,3,1,0,0,0,17,3,0,1,0,0,0,0,4,4,0,0,0,0
wardb001,1,2,0,1,0,0,14,0,0,0,0,0,0,0,3,2,0,0,0,0
schrs001,1,1,1,0,0,0,8,0,0,1,0,0,0,0,2,2,0,0,0,0
