id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
snydj001,0,18,7,2,4,2,115,3,0,4,3,0,0,0,27,25,0,0,0,1
weatd001,0,2,3,0,2,2,16,1,2,0,1,0,0,0,5,5,0,0,0,0
leskc001,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0
acevj001,0,2,3,0,3,3,22,1,1,0,0,2,1,0,5,5,0,0,0,0
delov001,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0
ashba002,1,18,8,2,6,6,101,5,1,3,4,0,0,0,27,25,0,0,0,1
gomew001,1,3,1,0,0,0,9,0,0,1,0,0,0,0,3,3,0,0,0,0
holzm001,1,2,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0
brocc001,1,1,1,0,0,0,9,1,0,1,0,0,0,1,3,2,0,0,0,0
branj001,1,3,1,1,1,1,25,3,1,0,0,0,0,0,5,4,0,0,0,0
