id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
stepg001,0,17,9,0,2,2,113,3,0,6,3,0,0,1,27,26,0,0,0,0
jamem001,0,4,1,0,0,0,18,2,0,1,0,0,0,0,5,5,0,0,0,0
rodrj001,0,1,0,1,0,0,16,0,0,0,0,0,0,1,3,1,0,0,0,0
thomm002,0,2,0,0,0,0,9,1,0,0,0,0,0,0,2,2,0,0,0,0
vered001,0,3,0,0,0,0,14,1,0,0,0,0,0,0,3,3,0,0,0,0
schic002,1,18,9,5,5,5,113,5,2,3,4,0,0,0,32,26,0,1,0,2
boydj001,1,3,1,0,0,0,15,0,0,0,1,0,0,0,4,4,0,0,0,0
aldrs001,1,2,1,0,1,1,9,0,0,1,0,0,0,1,3,2,0,0,0,0
gomew001,1,1,1,0,1,1,4,0,1,0,0,0,0,0,2,2,0,0,0,0
brocc001,1,3,1,0,0,0,12,0,0,1,0,0,0,0,3,3,0,0,0,0
