id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
silvj001,0,5,7,3,6,6,65,1,0,5,2,0,1,0,15,12,0,0,0,1
manzj001,0,10,1,4,0,0,56,2,0,1,0,0,0,0,14,10,0,0,0,0
saues001,0,5,2,2,0,0,37,3,0,2,0,0,0,0,9,7,0,0,0,0
wilkm001,0,3,0,2,0,0,27,1,0,0,0,0,0,0,5,3,0,0,0,0
chrij002,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
browj003,1,14,6,1,4,4,91,4,4,2,0,0,0,0,21,20,0,0,0,0
lorra001,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
brewj001,1,4,2,1,0,0,31,3,0,1,1,0,0,0,7,6,0,0,0,0
navaj001,1,3,0,0,0,0,16,1,0,0,0,0,0,0,3,3,0,0,0,0
shuep001,1,3,1,0,0,0,21,1,0,1,0,0,0,0,4,4,0,0,0,0
karss001,1,3,1,1,0,0,23,0,0,1,0,0,0,0,5,4,0,0,0,0
