id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
nomoh001,0,6,6,4,7,7,75,4,1,4,0,1,0,0,16,12,0,0,0,0
blaiw001,0,14,5,1,3,3,71,2,1,2,1,1,0,0,20,19,0,0,0,0
poolj001,0,2,1,0,1,1,12,1,0,1,0,0,0,0,3,3,0,0,0,0
pattd001,0,2,2,0,0,0,15,1,0,2,0,0,0,0,4,4,0,0,0,0
nagyc001,1,15,8,0,5,4,100,3,3,3,1,1,0,0,24,24,0,0,0,0
depas001,1,2,3,1,2,2,26,0,1,2,0,0,0,0,6,4,0,0,1,0
reeds001,1,1,0,1,0,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0
rincr001,1,1,1,1,0,0,9,0,0,0,1,0,0,0,3,2,0,0,0,0
shuep001,1,4,3,0,2,2,20,0,1,2,0,0,0,0,6,6,0,0,0,0
karss001,1,4,0,0,0,0,19,1,0,0,0,0,0,0,4,4,0,0,0,0
