id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
spurj001,0,9,6,2,5,5,90,2,0,5,1,0,1,0,17,14,0,1,0,0
johnj007,0,7,4,1,5,4,53,1,0,4,0,0,0,2,14,11,0,0,0,0
mcelc001,0,4,3,2,1,1,30,1,0,2,1,0,1,0,8,6,0,0,0,0
milla001,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
ryanb001,0,7,1,1,0,0,28,1,0,1,0,0,0,0,7,6,0,0,0,0
tromm001,0,10,4,3,1,1,62,3,1,2,1,0,0,0,17,13,0,1,0,3
woods001,1,11,6,1,6,6,73,2,2,1,2,1,0,0,18,17,0,0,0,0
browj003,1,7,3,1,1,1,59,2,0,2,1,0,0,0,11,10,0,0,0,0
rincr001,1,2,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0
reeds001,1,0,2,0,2,2,13,0,0,1,1,0,0,0,2,2,0,0,0,0
shuep001,1,4,3,0,2,2,24,2,1,1,1,0,0,0,6,6,0,0,0,0
wickb001,1,6,1,0,0,0,24,0,0,0,1,0,0,0,7,7,0,0,0,0
nichc002,1,7,1,1,0,0,37,2,0,0,1,0,0,0,9,8,0,0,0,1
cairc001,1,2,0,1,0,0,12,0,0,0,0,0,0,0,2,1,0,0,0,0
