id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
villr001,0,18,8,5,4,4,118,3,0,7,1,0,2,0,29,23,0,0,1,0
desse001,0,3,2,0,1,1,16,0,1,1,0,0,0,0,5,5,0,0,0,0
gravd001,0,9,3,2,0,0,65,1,0,3,0,0,0,0,13,10,0,1,0,0
wills002,0,3,0,0,0,0,10,1,0,0,0,0,0,0,3,3,0,0,0,0
aybam001,0,6,1,1,0,0,34,2,0,1,0,0,0,0,8,7,0,0,0,0
finlc001,1,21,3,2,3,3,91,2,0,2,1,0,1,0,26,24,0,0,0,0
reeds001,1,2,1,0,1,1,5,0,0,1,0,0,0,0,3,2,0,0,1,0
speij001,1,4,1,0,1,1,28,0,1,0,0,0,0,0,5,5,0,0,0,0
brewj001,1,6,1,1,0,0,37,2,0,1,0,0,0,0,9,8,0,0,0,0
kamis001,1,6,3,3,2,2,43,0,0,3,0,0,0,0,11,7,0,1,0,2
