id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
carpc002,0,16,6,3,6,6,100,7,2,3,1,0,0,0,25,22,0,0,0,0
quanp001,0,0,2,0,2,2,8,0,0,1,1,0,1,0,2,2,0,0,0,0
guthm001,0,2,1,1,0,0,14,1,0,1,0,0,0,0,4,3,0,0,0,0
painl001,0,6,3,0,1,1,30,2,0,1,2,0,0,0,9,9,0,0,0,0
karls001,1,7,9,0,4,4,50,0,0,6,3,0,0,0,15,14,0,1,0,0
potel001,1,10,2,2,0,0,56,2,0,2,0,0,0,0,14,12,0,0,0,0
holtm001,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0
levia001,1,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0
hases001,1,3,0,0,0,0,19,0,0,0,0,0,0,0,3,3,0,0,0,0
perct001,1,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0
