id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
halaj001,0,17,5,2,5,2,99,1,1,2,2,0,0,0,24,22,0,0,0,0
mesaj001,0,0,3,0,1,1,5,0,0,2,1,0,0,0,3,3,0,0,0,0
rhoda001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
panij001,0,3,0,0,0,0,9,1,0,0,0,0,0,0,3,3,0,0,0,0
ramsr001,0,3,2,1,1,1,27,1,0,2,0,0,0,0,6,5,0,0,0,0
hodgk001,0,3,2,0,2,2,14,0,1,1,0,0,0,0,5,5,0,0,0,0
belct001,1,8,5,4,4,4,74,3,1,2,2,0,1,0,16,11,0,1,0,0
fyhrm001,1,7,3,1,2,2,52,4,0,3,0,0,0,0,11,10,0,0,0,0
merck001,1,1,5,0,5,5,14,1,3,2,0,0,0,0,6,6,0,0,0,0
turnd001,1,4,3,5,5,5,52,1,0,0,2,1,0,0,12,7,0,0,0,0
wardb001,1,4,2,0,1,1,17,0,0,2,0,0,0,0,6,6,0,0,0,0
alvaj002,1,3,4,1,4,4,32,0,1,3,0,0,1,0,8,6,0,0,1,0
