id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
perec001,0,5,8,1,7,7,50,1,3,2,3,0,0,1,13,10,0,1,0,0
gagne001,0,10,3,4,2,2,66,3,1,1,1,0,0,0,16,12,0,0,0,0
hergm001,0,3,4,0,3,2,26,1,0,4,0,0,0,0,7,7,0,0,0,0
osuna002,0,3,1,1,0,0,15,0,0,1,0,0,1,0,4,3,1,0,0,0
masao001,0,3,1,0,0,0,19,1,0,1,0,0,1,0,3,3,0,0,0,0
hentp001,1,13,8,3,6,6,80,3,2,4,2,0,0,0,24,19,0,1,1,0
sloch001,1,5,1,1,2,2,29,0,1,0,0,0,0,0,7,6,0,0,0,0
jamem001,1,3,2,2,2,2,28,1,1,0,1,0,0,0,7,5,0,0,0,0
stepg001,1,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0
vered001,1,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0
