id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
joneb003,0,15,7,1,4,4,78,3,1,5,1,0,0,1,22,19,0,1,0,0
whitr002,0,4,1,0,1,1,19,2,0,1,0,0,0,0,5,5,0,0,0,0
cookd001,0,1,1,2,0,0,17,0,0,1,0,0,0,0,4,2,0,0,0,0
wendt001,0,4,1,1,0,0,23,1,0,1,0,0,0,0,6,5,0,0,0,0
mahop001,0,1,1,0,1,1,7,0,1,0,0,0,0,0,2,2,0,0,0,0
stepg001,1,15,7,4,5,5,108,6,2,5,0,0,0,0,25,21,0,0,0,0
jamem001,1,3,0,1,0,0,11,0,0,0,0,0,0,0,4,1,0,1,1,0
timlm001,1,3,0,0,0,0,19,1,0,0,0,0,0,0,3,3,0,0,0,0
chrij002,1,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
vered001,1,3,2,0,0,0,16,1,0,2,0,0,0,0,3,3,0,0,0,0
