id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
liebj001,0,15,7,2,5,4,100,6,2,1,4,0,0,0,25,21,0,2,0,0
guthm001,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0
willb001,0,1,1,1,2,2,11,0,0,1,0,0,0,0,3,2,0,0,0,0
heref001,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0
karcm001,0,2,3,0,2,2,10,0,0,1,1,1,0,0,5,4,0,0,1,0
yound002,0,3,1,0,0,0,14,0,0,0,1,0,0,0,4,4,0,0,0,0
hentp001,1,17,6,0,3,3,84,1,0,3,3,0,0,0,22,21,0,1,0,0
orosj001,1,1,1,0,0,0,11,0,0,1,0,0,0,1,3,2,0,0,0,0
ankir001,1,6,1,2,0,0,44,2,0,1,0,0,0,0,9,7,0,0,0,0
waind001,1,3,1,0,1,1,14,0,0,1,0,0,0,1,4,3,0,0,0,0
