id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
schmj001,0,12,3,3,2,2,75,5,1,2,0,0,0,0,17,14,0,0,0,0
saues001,0,4,1,3,2,0,36,0,0,1,0,0,1,0,9,5,0,1,0,1
silvj001,0,4,3,0,2,2,29,1,2,1,0,0,0,0,7,7,0,0,0,0
wallj001,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
chrij002,0,2,1,0,0,0,10,2,0,1,0,0,0,0,3,3,0,0,0,0
willm005,0,4,1,0,1,1,22,3,1,0,0,0,0,0,5,5,0,0,0,0
ankir001,1,18,5,5,4,4,117,4,0,3,2,0,0,0,27,20,0,2,0,0
sloch001,1,3,3,2,3,3,34,0,0,3,0,0,0,0,8,6,0,0,0,0
mohlm001,1,2,2,1,3,3,15,0,0,1,1,0,0,0,5,4,0,0,0,0
jamem001,1,1,1,0,0,0,8,0,0,0,1,0,0,0,2,2,0,0,0,0
brunj001,1,3,2,0,0,0,13,0,0,2,0,0,0,0,5,5,0,0,0,0
