id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
bottk001,0,17,8,3,5,5,103,2,3,5,0,0,0,0,28,25,0,0,0,0
holtm001,0,2,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,0,0,0
petkm001,0,5,0,0,0,0,18,0,0,0,0,0,0,0,5,5,0,0,0,0
hases001,0,9,2,3,0,0,58,0,0,1,1,0,0,1,14,10,0,0,0,1
perct001,0,3,1,0,0,0,11,1,0,1,0,0,0,0,4,4,0,0,0,0
rogek001,1,21,5,2,2,2,108,3,1,2,1,1,0,0,27,25,0,0,0,0
venam002,1,3,0,0,0,0,10,1,0,0,0,0,0,0,3,3,0,0,0,0
wettj001,1,3,3,0,3,3,30,1,1,1,1,0,0,0,6,6,0,0,0,0
zimmj001,1,6,1,1,0,0,27,3,0,1,0,0,0,0,8,7,0,0,0,0
crabt001,1,3,2,1,1,1,26,0,0,2,0,0,0,0,6,5,0,0,0,0
