id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
muldm001,0,13,7,3,7,7,78,4,0,5,2,0,0,0,22,19,0,0,0,0
vizcl001,0,5,3,1,3,3,34,0,1,2,0,0,0,1,10,8,0,0,0,0
joned001,0,3,5,0,3,3,25,1,0,4,1,0,0,0,8,8,0,0,0,0
matht002,0,0,2,0,2,2,7,0,0,2,0,0,0,0,2,2,0,0,0,0
magnm001,0,1,2,0,1,1,9,0,0,2,0,0,0,0,3,2,0,1,0,0
tam-j001,0,3,2,1,1,1,18,0,0,2,0,0,0,0,6,5,0,0,0,0
olivd001,1,15,9,4,5,5,121,4,2,6,1,0,1,0,27,23,0,0,0,0
perim001,1,6,5,4,10,7,61,2,2,1,2,0,0,0,16,12,0,0,0,0
zimmj001,1,3,1,0,1,1,16,1,1,0,0,0,0,0,4,4,0,0,0,0
wettj001,1,3,1,0,0,0,17,1,0,1,0,0,0,0,4,4,0,0,0,0
