id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
fassj001,0,15,7,2,3,3,77,2,1,3,3,0,0,0,23,21,0,0,0,0
garcr001,0,3,1,0,0,0,18,1,0,0,1,0,0,0,4,4,0,0,0,0
roseb002,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0
cormr001,0,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0
wasdj001,0,3,2,0,1,1,18,1,0,1,1,0,0,0,5,5,0,0,0,0
clarm002,1,4,7,2,6,5,46,1,1,4,2,0,0,0,14,12,0,0,0,0
perim001,1,8,4,0,3,2,32,1,2,2,0,0,0,0,12,12,0,0,0,0
munom001,1,1,2,1,0,0,15,0,0,2,0,0,0,0,4,3,0,0,0,0
cordf002,1,5,0,2,0,0,25,1,0,0,0,0,0,0,6,4,0,0,0,0
venam002,1,4,3,1,1,1,30,2,0,1,2,0,0,0,8,7,0,0,0,1
crabt001,1,5,5,0,4,4,31,1,0,3,2,0,0,0,10,9,0,0,1,0
