id,game,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF,team,opp,loc,age,rookie,regpost,gs
franj001,SLN200010110,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
hamid001,SLN200010110,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
tramb001,SLN200010110,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
benia001,SLN200010110,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
vinaf001,SLN200010120,1,4,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
rente001,SLN200010120,2,6,5,5,3,0,1,1,0,2,1,0,0,0,3,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
edmoj001,SLN200010120,3,8,5,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
tatif001,SLN200010120,4,5,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
morrm001,SLN200010120,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
hernc001,SLN200010120,4,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
clarw001,SLN200010120,5,3,4,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
dunss001,SLN200010120,6,9,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SLN,NYN,1,30,0,4,0
lankr001,SLN200010120,7,7,3,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
polap001,SLN200010120,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
drewj001,SLN200010120,7,11,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
marre001,SLN200010120,8,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
vered001,SLN200010120,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
mcgwm001,SLN200010120,8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SLN,NYN,1,30,0,4,0
kiled001,SLN200010120,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
timlm001,SLN200010120,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
ankir001,SLN200010120,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
reamb001,SLN200010120,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
davie001,SLN200010120,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
paquc001,SLN200010120,9,5,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,1,30,0,4,0
peret004,SLN200010120,1,9,5,5,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
alfoe001,SLN200010120,2,4,5,3,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
piazm001,SLN200010120,3,2,5,2,1,3,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,NYN,SLN,0,30,0,4,0
zeilt001,SLN200010120,4,3,5,3,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,NYN,SLN,0,30,0,4,0
franj001,SLN200010120,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
wendt001,SLN200010120,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
benia001,SLN200010120,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
ventr001,SLN200010120,5,5,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
mcewj001,SLN200010120,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
agbab001,SLN200010120,6,7,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NYN,SLN,0,30,0,4,0
paytj001,SLN200010120,7,8,5,4,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
abbok002,SLN200010120,8,6,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
franm001,SLN200010120,8,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
leita001,SLN200010120,9,1,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
hamid001,SLN200010120,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
bordm001,SLN200010120,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,0,30,0,4,0
peret004,NYN200010140,1,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
alfoe001,NYN200010140,2,4,4,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
piazm001,NYN200010140,3,2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NYN,SLN,1,30,0,4,0
ventr001,NYN200010140,4,5,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
zeilt001,NYN200010140,5,3,4,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
agbab001,NYN200010140,6,7,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
paytj001,NYN200010140,7,8,4,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,NYN,SLN,1,30,0,4,0
bordm001,NYN200010140,8,6,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
franm001,NYN200010140,8,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
reedr002,NYN200010140,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
ruscg001,NYN200010140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
hamid001,NYN200010140,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
whitr002,NYN200010140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
harrl001,NYN200010140,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
cookd001,NYN200010140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
wendt001,NYN200010140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
tramb001,NYN200010140,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
vinaf001,NYN200010140,1,4,5,5,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
rente001,NYN200010140,2,6,5,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,SLN,NYN,0,30,0,4,0
edmoj001,NYN200010140,3,8,5,5,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
clarw001,NYN200010140,4,3,5,3,2,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
lankr001,NYN200010140,5,7,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
mcgwm001,NYN200010140,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
paquc001,NYN200010140,5,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
tatif001,NYN200010140,6,5,5,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,SLN,NYN,0,30,0,4,0
drewj001,NYN200010140,7,9,5,5,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
hernc001,NYN200010140,8,2,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
benea001,NYN200010140,9,1,4,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,SLN,NYN,0,30,0,4,0
wilkr001,NYN200010140,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
jamem001,NYN200010140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
vered001,NYN200010140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
peret004,NYN200010150,1,9,5,4,2,1,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,NYN,SLN,1,30,0,4,0
alfoe001,NYN200010150,2,4,5,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
piazm001,NYN200010150,3,2,4,3,2,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,NYN,SLN,1,30,0,4,0
ventr001,NYN200010150,4,5,4,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,NYN,SLN,1,30,0,4,0
zeilt001,NYN200010150,5,3,4,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
agbab001,NYN200010150,6,7,4,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
mcewj001,NYN200010150,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
paytj001,NYN200010150,7,8,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
bordm001,NYN200010150,8,6,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
joneb003,NYN200010150,9,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
ruscg001,NYN200010150,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NYN,SLN,1,30,0,4,0
franj001,NYN200010150,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
harrl001,NYN200010150,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
tramb001,NYN200010150,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
benia001,NYN200010150,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
vinaf001,NYN200010150,1,4,5,5,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
rente001,NYN200010150,2,6,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,SLN,NYN,0,30,0,4,0
edmoj001,NYN200010150,3,8,5,5,2,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
clarw001,NYN200010150,4,3,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
lankr001,NYN200010150,5,7,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
tatif001,NYN200010150,6,5,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
drewj001,NYN200010150,7,9,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
paquc001,NYN200010150,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
hernc001,NYN200010150,8,2,4,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
marre001,NYN200010150,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
kiled001,NYN200010150,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
jamem001,NYN200010150,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
davie001,NYN200010150,9,11,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
timlm001,NYN200010150,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
dunss001,NYN200010150,9,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
morrm001,NYN200010150,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
chrij002,NYN200010150,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
polap001,NYN200010150,9,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
peret004,NYN200010160,1,9,5,5,2,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
alfoe001,NYN200010160,2,4,5,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
piazm001,NYN200010160,3,2,5,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
ventr001,NYN200010160,4,5,5,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
zeilt001,NYN200010160,5,3,5,4,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
agbab001,NYN200010160,6,7,5,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
paytj001,NYN200010160,7,8,5,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
mcewj001,NYN200010160,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
bordm001,NYN200010160,8,6,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NYN,SLN,1,30,0,4,0
hampm001,NYN200010160,9,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NYN,SLN,1,30,0,4,0
vinaf001,NYN200010160,1,4,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
polap001,NYN200010160,2,5,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
paquc001,NYN200010160,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
edmoj001,NYN200010160,3,8,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
mcgwm001,NYN200010160,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
davie001,NYN200010160,4,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
drewj001,NYN200010160,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
wilkr001,NYN200010160,4,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
clarw001,NYN200010160,5,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
rente001,NYN200010160,6,6,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
lankr001,NYN200010160,7,7,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
hernc001,NYN200010160,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
marre001,NYN200010160,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
hentp001,NYN200010160,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
timlm001,NYN200010160,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
tatif001,NYN200010160,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
reamb001,NYN200010160,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
ankir001,NYN200010160,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
jamem001,NYN200010160,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
dunss001,NYN200010160,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
vered001,NYN200010160,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLN,NYN,0,30,0,4,0
durhr001,CHA200010030,1,4,5,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,CHA,SEA,1,30,0,3,0
valej003,CHA200010030,2,6,5,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
thomf001,CHA200010030,3,10,5,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CHA,SEA,1,30,0,3,0
ordom001,CHA200010030,4,9,5,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
lee-c001,CHA200010030,5,7,5,5,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
konep001,CHA200010030,6,3,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
perrh001,CHA200010030,7,5,5,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
singc001,CHA200010030,8,8,5,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
johnc002,CHA200010030,9,2,4,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
paulj001,CHA200010030,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
hendr001,CHA200010030,1,7,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
javis001,CHA200010030,1,11,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
camem001,CHA200010030,2,8,5,4,2,0,2,1,0,2,0,0,0,1,1,0,0,1,0,0,0,SEA,CHA,0,30,0,3,0
rodra001,CHA200010030,3,6,5,5,3,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,SEA,CHA,0,30,0,3,0
marte001,CHA200010030,4,10,5,5,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
olerj001,CHA200010030,5,3,5,5,1,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,SEA,CHA,0,30,0,3,0
buhnj001,CHA200010030,6,9,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
ibanr001,CHA200010030,6,12,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
belld002,CHA200010030,7,5,5,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
olivj001,CHA200010030,8,2,2,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
marta001,CHA200010030,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
wilsd001,CHA200010030,8,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
mclem001,CHA200010030,9,4,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
durhr001,CHA200010040,1,4,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,CHA,SEA,1,30,0,3,0
valej003,CHA200010040,2,6,4,3,2,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
thomf001,CHA200010040,3,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
ordom001,CHA200010040,4,9,4,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
lee-c001,CHA200010040,5,7,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CHA,SEA,1,30,0,3,0
konep001,CHA200010040,6,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
perrh001,CHA200010040,7,5,4,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
singc001,CHA200010040,8,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
abboj002,CHA200010040,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
bainh001,CHA200010040,8,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
johnc002,CHA200010040,9,2,4,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CHA,SEA,1,30,0,3,0
hendr001,CHA200010040,1,7,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
ibanr001,CHA200010040,1,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
camem001,CHA200010040,2,8,5,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,SEA,CHA,0,30,0,3,0
rodra001,CHA200010040,3,6,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,SEA,CHA,0,30,0,3,0
marte001,CHA200010040,4,10,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,SEA,CHA,0,30,0,3,0
olerj001,CHA200010040,5,3,4,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
buhnj001,CHA200010040,6,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,SEA,CHA,0,30,0,3,0
olivj001,CHA200010040,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
belld002,CHA200010040,7,5,4,4,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
wilsd001,CHA200010040,8,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,SEA,CHA,0,30,0,3,0
javis001,CHA200010040,8,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
mclem001,CHA200010040,9,4,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,0,30,0,3,0
camem001,SEA200010060,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
ibanr001,SEA200010060,2,9,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
rodra001,SEA200010060,3,6,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SEA,CHA,1,30,0,3,0
marte001,SEA200010060,4,10,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
olerj001,SEA200010060,5,3,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
hendr001,SEA200010060,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
javis001,SEA200010060,6,7,4,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,SEA,CHA,1,30,0,3,0
belld002,SEA200010060,7,5,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
olivj001,SEA200010060,8,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SEA,CHA,1,30,0,3,0
guilc001,SEA200010060,8,11,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
mclem001,SEA200010060,9,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SEA,CHA,1,30,0,3,0
durhr001,SEA200010060,1,4,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CHA,SEA,0,30,0,3,0
