id,game,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB,team,opp,loc,age,rookie,regpost,gs
batim001,KCA200005230,21,6,1,4,4,104,0,2,3,1,0,0,0,28,27,0,0,0,0,KCA,TEX,1,30,0,1,1
bottr001,KCA200005230,6,1,2,0,0,40,2,0,1,0,0,0,0,8,6,0,0,0,0,KCA,TEX,1,30,0,1,0
hellr001,KCA200005230,21,6,2,3,3,104,4,2,3,1,0,0,0,29,27,0,0,0,0,TEX,KCA,0,30,0,1,1
zimmj001,KCA200005230,3,1,0,0,0,16,1,0,0,1,0,0,0,4,4,0,0,0,0,TEX,KCA,0,30,0,1,0
wettj001,KCA200005230,3,2,0,0,0,26,1,0,2,0,0,0,0,5,5,0,0,0,0,TEX,KCA,0,30,0,1,0
suppj001,KCA200005240,24,6,3,0,0,130,6,0,5,1,0,0,0,34,31,0,0,0,0,KCA,TEX,1,30,0,1,1
spraj001,KCA200005240,3,0,0,0,0,10,1,0,0,0,0,0,0,3,3,0,0,0,0,KCA,TEX,1,30,0,1,0
rogek001,KCA200005240,19,7,1,3,1,84,2,0,5,1,1,0,1,28,25,1,1,0,0,TEX,KCA,0,30,0,1,1
cordf002,KCA200005240,2,1,0,0,0,10,0,0,0,1,0,0,0,3,3,0,0,0,0,TEX,KCA,0,30,0,1,0
crabt001,KCA200005240,3,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,TEX,KCA,0,30,0,1,0
suzum001,KCA200005250,18,3,4,2,2,106,4,2,1,0,0,0,0,25,21,0,0,0,0,KCA,TEX,1,30,0,1,1
santj002,KCA200005250,3,4,0,3,3,19,1,0,3,1,0,0,0,7,7,0,0,0,0,KCA,TEX,1,30,0,1,0
reicd001,KCA200005250,6,1,1,0,0,31,1,0,1,0,0,0,0,8,7,0,0,0,0,KCA,TEX,1,30,0,1,0
loaie001,KCA200005250,20,10,1,3,3,114,5,0,8,2,0,0,0,31,29,0,0,1,0,TEX,KCA,0,30,0,1,1
zimmj001,KCA200005250,4,0,0,0,0,11,1,0,0,0,0,0,0,4,4,0,0,0,0,TEX,KCA,0,30,0,1,0
wettj001,KCA200005250,3,0,1,0,0,19,1,0,0,0,0,0,0,4,3,0,0,0,0,TEX,KCA,0,30,0,1,0
fussc001,KCA200005260,18,5,2,4,4,85,3,2,2,0,1,1,0,25,23,0,0,0,1,KCA,ANA,1,30,0,1,1
bottr001,KCA200005260,9,1,1,0,0,37,3,0,0,1,0,0,0,11,10,0,0,0,0,KCA,ANA,1,30,0,1,0
ethes001,KCA200005260,15,7,1,3,3,89,2,3,2,1,1,0,0,23,22,0,0,0,0,ANA,KCA,0,30,0,1,1
weave001,KCA200005260,0,5,1,6,6,16,0,2,2,1,0,0,0,6,5,0,0,0,0,ANA,KCA,0,30,0,1,0
fyhrm001,KCA200005260,6,2,1,0,0,33,0,0,1,1,0,0,0,7,6,0,0,0,0,ANA,KCA,0,30,0,1,0
turnd001,KCA200005260,3,0,1,0,0,13,0,0,0,0,0,0,1,4,2,0,0,0,0,ANA,KCA,0,30,0,1,0
witaj001,KCA200005270,15,4,2,2,2,66,4,1,3,0,0,1,0,20,18,0,0,0,0,KCA,ANA,1,30,0,1,1
santj002,KCA200005270,6,1,2,0,0,38,0,0,1,0,0,0,0,8,6,0,0,0,0,KCA,ANA,1,30,0,1,0
spraj001,KCA200005270,3,4,2,3,3,26,0,0,3,1,0,0,0,7,5,0,0,0,1,KCA,ANA,1,30,0,1,0
reicd001,KCA200005270,6,0,0,0,0,25,3,0,0,0,0,0,0,6,6,0,0,0,0,KCA,ANA,1,30,0,1,0
bottk001,KCA200005270,15,4,4,3,3,106,2,0,4,0,0,0,0,21,17,0,0,0,0,ANA,KCA,0,30,0,1,1
levia001,KCA200005270,6,0,2,0,0,38,0,0,0,0,0,0,0,8,5,0,1,0,1,ANA,KCA,0,30,0,1,0
hases001,KCA200005270,3,0,2,0,0,25,2,0,0,0,0,0,0,5,3,0,0,0,0,ANA,KCA,0,30,0,1,0
perct001,KCA200005270,3,2,0,2,2,23,0,1,1,0,0,0,0,5,5,0,0,0,0,ANA,KCA,0,30,0,1,0
weave001,KCA200005270,2,2,1,1,1,11,0,0,2,0,0,0,0,5,3,0,0,1,1,ANA,KCA,0,30,0,1,0
batim001,KCA200005280,13,8,2,5,5,87,4,3,5,0,0,0,0,22,20,0,0,0,0,KCA,ANA,1,30,0,1,1
rakej001,KCA200005280,9,3,2,3,3,48,0,1,2,0,0,0,0,14,12,0,0,0,0,KCA,ANA,1,30,0,1,0
spolp001,KCA200005280,5,2,0,0,0,31,2,0,1,1,0,0,0,7,7,0,0,0,0,KCA,ANA,1,30,0,1,0
coopb001,KCA200005280,24,6,1,3,1,111,4,0,5,1,0,1,0,32,30,0,1,0,0,ANA,KCA,0,30,0,1,1
fyhrm001,KCA200005280,1,3,0,1,1,17,0,0,3,0,0,0,0,4,4,0,0,0,0,ANA,KCA,0,30,0,1,0
holtm001,KCA200005280,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,ANA,KCA,0,30,0,1,0
hases001,KCA200005280,2,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,ANA,KCA,0,30,0,1,0
suppj001,KCA200006090,21,6,0,3,3,106,4,2,3,1,0,0,0,26,26,0,0,0,0,KCA,PIT,1,30,0,1,1
santj002,KCA200006090,3,1,1,1,1,15,0,0,1,0,0,0,0,4,3,0,0,0,0,KCA,PIT,1,30,0,1,0
spraj001,KCA200006090,6,2,1,1,1,20,0,1,1,0,0,0,0,8,6,0,1,0,0,KCA,PIT,1,30,0,1,0
schmj001,KCA200006090,15,9,4,5,1,112,2,1,5,3,0,0,0,28,24,0,0,0,0,PIT,KCA,0,30,0,1,1
loisr001,KCA200006090,6,0,2,0,0,35,1,0,0,0,0,0,0,8,6,0,0,0,0,PIT,KCA,0,30,0,1,0
silvj001,KCA200006090,5,2,0,0,0,18,1,0,2,0,0,0,0,7,6,0,1,0,0,PIT,KCA,0,30,0,1,0
chrij002,KCA200006090,2,2,0,1,1,20,1,0,1,1,0,0,0,4,3,0,1,0,0,PIT,KCA,0,30,0,1,0
suzum001,KCA200006100,26,9,1,1,1,139,7,0,9,0,0,1,1,34,32,0,0,0,0,KCA,PIT,1,30,0,1,1
reicd001,KCA200006100,4,2,1,0,0,32,1,0,2,0,0,0,0,7,6,0,0,0,0,KCA,PIT,1,30,0,1,0
bottr001,KCA200006100,6,2,1,0,0,33,3,0,2,0,0,0,0,9,7,0,1,0,1,KCA,PIT,1,30,0,1,0
bensk001,KCA200006100,24,5,4,1,1,120,6,0,5,0,0,0,0,33,29,0,0,0,0,PIT,KCA,0,30,0,1,1
willm005,KCA200006100,6,2,0,0,0,39,1,0,2,0,0,0,0,8,8,0,0,0,0,PIT,KCA,0,30,0,1,0
silvj001,KCA200006100,4,3,0,1,1,19,0,0,3,0,0,0,0,7,6,0,1,0,0,PIT,KCA,0,30,0,1,0
witaj001,KCA200006110,18,11,1,4,1,108,4,0,8,3,0,0,0,30,29,0,0,0,0,KCA,PIT,1,30,0,1,1
damij002,KCA200006110,7,3,1,1,1,40,1,0,2,1,0,1,0,11,9,0,1,0,1,KCA,PIT,1,30,0,1,0
spraj001,KCA200006110,5,4,2,5,5,28,0,1,2,1,0,0,0,10,7,0,1,0,0,KCA,PIT,1,30,0,1,0
cordf001,KCA200006110,18,7,3,5,4,109,1,0,5,2,0,0,1,29,25,0,0,0,0,PIT,KCA,0,30,0,1,1
loisr001,KCA200006110,3,1,0,0,0,13,0,0,1,0,0,0,0,4,4,0,0,0,0,PIT,KCA,0,30,0,1,0
saues001,KCA200006110,6,1,1,0,0,27,3,0,0,1,0,0,0,8,7,0,0,0,1,PIT,KCA,0,30,0,1,0
willm005,KCA200006110,3,2,0,1,1,24,1,1,1,0,0,1,0,5,5,0,0,0,0,PIT,KCA,0,30,0,1,0
batim001,KCA200006120,17,7,4,5,5,107,6,1,6,0,0,0,0,25,21,0,0,0,0,KCA,SEA,1,30,0,1,1
murrd002,KCA200006120,10,0,2,0,0,49,4,0,0,0,0,1,0,12,9,0,1,0,0,KCA,SEA,1,30,0,1,0
moyej001,KCA200006120,20,6,2,3,3,107,5,1,4,1,0,0,0,28,26,0,0,0,0,SEA,KCA,0,30,0,1,1
panij001,KCA200006120,4,0,0,0,0,11,0,0,0,0,0,0,0,4,4,0,0,0,0,SEA,KCA,0,30,0,1,0
sasak001,KCA200006120,3,1,0,0,0,17,1,0,1,0,0,0,0,4,4,0,0,0,0,SEA,KCA,0,30,0,1,0
laxtb001,KCA200006130,10,8,2,6,6,71,1,0,6,1,1,0,0,18,15,0,1,0,1,KCA,SEA,1,30,0,1,1
santj002,KCA200006130,8,2,1,1,0,31,2,0,2,0,0,0,0,10,8,0,0,1,0,KCA,SEA,1,30,0,1,0
mechg001,KCA200006130,15,1,1,0,0,62,2,0,0,1,0,0,0,17,16,0,0,0,0,SEA,KCA,0,30,0,1,1
suppj001,KCA200006140,17,8,4,4,4,129,3,1,6,1,0,1,0,29,25,1,0,0,0,KCA,SEA,1,30,0,1,1
bottr001,KCA200006140,10,1,1,0,0,37,1,0,0,1,0,0,0,12,11,0,0,0,0,KCA,SEA,1,30,0,1,0
halaj001,KCA200006140,17,8,5,3,3,94,4,1,6,1,0,0,0,28,23,0,0,0,0,SEA,KCA,0,30,0,1,1
panij001,KCA200006140,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,SEA,KCA,0,30,0,1,0
mesaj001,KCA200006140,5,1,1,0,0,23,0,0,1,0,0,0,0,7,6,0,0,0,0,SEA,KCA,0,30,0,1,0
rhoda001,KCA200006140,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,SEA,KCA,0,30,0,1,0
sasak001,KCA200006140,3,2,3,2,2,38,1,0,0,1,1,0,0,8,5,0,0,0,1,SEA,KCA,0,30,0,1,0
suzum001,KCA200006160,15,1,7,1,1,105,4,0,1,0,0,0,0,22,15,0,0,0,0,KCA,OAK,1,30,0,1,1
reicd001,KCA200006160,6,5,1,4,4,35,1,1,4,0,0,0,0,10,9,0,0,0,1,KCA,OAK,1,30,0,1,0
murrd002,KCA200006160,2,4,0,3,3,27,0,3,1,0,0,0,0,6,6,0,0,0,0,KCA,OAK,1,30,0,1,0
spraj001,KCA200006160,4,1,1,0,0,24,0,0,1,0,0,0,0,5,4,0,0,0,0,KCA,OAK,1,30,0,1,0
olivo001,KCA200006160,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,OAK,KCA,0,30,0,1,1
servs001,KCA200006160,10,1,2,2,0,56,2,0,1,0,0,0,0,14,12,0,0,0,0,OAK,KCA,0,30,0,1,0
joned001,KCA200006160,8,4,1,0,0,46,2,0,3,1,0,0,0,12,11,0,0,0,1,OAK,KCA,0,30,0,1,0
tam-j001,KCA200006160,9,3,1,1,1,39,1,1,2,0,0,0,0,12,11,0,0,0,0,OAK,KCA,0,30,0,1,0
witaj001,KCA200006170,15,3,3,4,4,85,5,2,1,0,0,0,0,20,17,0,0,0,0,KCA,OAK,1,30,0,1,1
batim001,KCA200006170,3,6,1,6,6,32,2,1,4,1,0,0,0,10,9,0,0,0,0,KCA,OAK,1,30,0,1,0
laxtb001,KCA200006170,9,4,0,0,0,37,2,0,4,0,0,0,0,10,10,0,0,0,0,KCA,OAK,1,30,0,1,0
appik001,KCA200006170,21,7,2,4,4,110,1,1,5,0,1,0,1,31,26,0,0,2,0,OAK,KCA,0,30,0,1,1
matht002,KCA200006170,3,0,0,0,0,13,1,0,0,0,0,0,0,3,3,0,0,0,0,OAK,KCA,0,30,0,1,0
isrij001,KCA200006170,3,0,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,0,0,OAK,KCA,0,30,0,1,0
damij002,KCA200006180,6,6,5,8,8,70,0,0,3,3,0,0,0,16,11,1,0,0,0,KCA,OAK,1,30,0,1,1
santj002,KCA200006180,3,5,0,4,4,27,1,0,4,1,0,0,0,8,7,0,0,1,0,KCA,OAK,1,30,0,1,0
batim001,KCA200006180,3,4,3,5,4,44,1,1,2,1,0,0,0,10,7,0,0,0,0,KCA,OAK,1,30,0,1,0
murrd002,KCA200006180,6,5,2,4,4,66,4,3,2,0,0,1,0,13,11,0,0,0,0,KCA,OAK,1,30,0,1,0
reicd001,KCA200006180,3,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0,KCA,OAK,1,30,0,1,0
spraj001,KCA200006180,3,1,0,0,0,18,2,0,1,0,0,0,0,4,4,0,0,0,0,KCA,OAK,1,30,0,1,0
bottr001,KCA200006180,3,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,KCA,OAK,1,30,0,1,0
hereg001,KCA200006180,21,7,1,3,3,81,2,0,5,2,0,0,0,29,26,0,1,1,0,OAK,KCA,0,30,0,1,1
vizcl001,KCA200006180,3,0,0,0,0,15,2,0,0,0,0,0,0,3,3,0,0,0,0,OAK,KCA,0,30,0,1,0
sauvr001,KCA200006180,3,1,0,0,0,12,0,0,1,0,0,0,0,3,3,0,0,0,0,OAK,KCA,0,30,0,1,0
suzum001,KCA200006270,16,6,3,4,4,93,4,2,2,2,0,0,0,24,20,0,0,1,0,KCA,CLE,1,30,0,1,1
laxtb001,KCA200006270,3,1,2,4,4,24,1,0,1,0,0,0,1,7,4,0,0,0,0,KCA,CLE,1,30,0,1,0
santj002,KCA200006270,2,1,0,0,0,9,0,0,0,1,0,0,0,3,3,0,0,0,0,KCA,CLE,1,30,0,1,0
batim001,KCA200006270,6,5,0,4,4,29,1,2,2,1,0,1,0,10,10,0,0,0,0,KCA,CLE,1,30,0,1,0
finlc001,KCA200006270,15,6,1,1,1,117,4,1,3,2,0,0,0,22,21,0,0,0,0,CLE,KCA,0,30,0,1,1
speij001,KCA200006270,6,0,0,0,0,24,3,0,0,0,0,0,0,6,6,0,0,0,0,CLE,KCA,0,30,0,1,0
brewj001,KCA200006270,6,0,0,0,0,28,1,0,0,0,0,0,1,7,6,0,0,0,0,CLE,KCA,0,30,0,1,0
witaj001,KCA200006280,27,4,3,1,1,121,5,0,4,0,0,0,0,34,30,0,0,1,0,KCA,CLE,1,30,0,1,1
davik001,KCA200006280,13,8,2,7,6,81,1,0,8,0,0,0,0,24,22,0,0,0,0,CLE,KCA,0,30,0,1,1
willb001,KCA200006280,8,1,1,1,1,28,1,1,0,0,0,0,0,9,8,0,0,0,0,CLE,KCA,0,30,0,1,0
lorra001,KCA200006280,3,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,CLE,KCA,0,30,0,1,0
durbc001,KCA200006290,26,5,5,1,1,135,6,0,4,1,0,0,0,34,29,0,0,0,0,KCA,CLE,1,30,0,1,1
bottr001,KCA200006290,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,KCA,CLE,1,30,0,1,0
colob001,KCA200006290,11,2,6,5,5,81,2,2,0,0,0,0,0,18,11,0,0,1,0,CLE,KCA,0,30,0,1,1
lorra001,KCA200006290,7,1,2,1,1,30,1,1,0,0,0,0,0,10,8,0,0,0,0,CLE,KCA,0,30,0,1,0
shuep001,KCA200006290,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,CLE,KCA,0,30,0,1,0
brewj001,KCA200006290,3,1,0,0,0,15,1,0,1,0,0,0,0,4,4,0,0,0,0,CLE,KCA,0,30,0,1,0
reicd001,KCA200006300,18,3,2,3,3,104,5,1,1,1,0,2,1,24,21,0,0,0,0,KCA,DET,1,30,0,1,1
bochd001,KCA200006300,3,1,2,0,0,22,1,0,1,0,0,0,0,6,4,0,0,0,0,KCA,DET,1,30,0,1,0
spraj001,KCA200006300,6,1,0,0,0,25,1,0,1,0,0,0,0,7,7,0,0,0,0,KCA,DET,1,30,0,1,0
weavj002,KCA200006300,24,6,0,1,1,98,4,0,5,1,0,0,0,29,29,0,0,0,0,DET,KCA,0,30,0,1,1
jonet003,KCA200006300,3,1,0,0,0,8,0,0,1,0,0,0,0,3,3,0,0,0,0,DET,KCA,0,30,0,1,0
suppj001,KCA200007010,11,8,1,5,5,68,0,1,6,1,0,0,0,20,18,0,0,1,0,KCA,DET,1,30,0,1,1
damij002,KCA200007010,7,4,3,1,1,60,2,1,3,0,0,0,0,13,10,0,0,0,0,KCA,DET,1,30,0,1,0
santj002,KCA200007010,6,0,1,0,0,19,1,0,0,0,0,0,0,7,5,0,1,0,0,KCA,DET,1,30,0,1,0
bottr001,KCA200007010,3,3,2,2,2,26,0,0,3,0,0,0,0,8,6,0,0,0,0,KCA,DET,1,30,0,1,0
moehb001,KCA200007010,16,7,2,3,3,92,1,0,7,0,0,0,0,24,22,0,0,0,0,DET,KCA,0,30,0,1,1
pattd001,KCA200007010,3,2,0,2,2,13,0,0,2,0,0,0,0,4,4,0,0,0,0,DET,KCA,0,30,0,1,0
brocd001,KCA200007010,5,3,0,2,2,26,1,1,2,0,0,0,0,8,7,1,0,1,0,DET,KCA,0,30,0,1,0
jonet003,KCA200007010,3,2,0,0,0,16,1,0,2,0,0,0,0,4,4,0,0,0,0,DET,KCA,0,30,0,1,0
suzum001,KCA200007020,21,4,4,2,2,119,8,1,2,0,1,0,0,29,25,0,0,0,0,KCA,DET,1,30,0,1,1
spraj001,KCA200007020,6,2,0,0,0,21,0,0,1,1,0,0,0,7,6,0,1,0,0,KCA,DET,1,30,0,1,0
nomoh001,KCA200007020,21,3,1,0,0,80,7,0,2,0,1,0,0,24,23,0,0,0,0,DET,KCA,0,30,0,1,1
brocd001,KCA200007020,3,0,2,0,0,29,1,0,0,0,0,0,0,5,3,0,0,0,0,DET,KCA,0,30,0,1,0
jonet003,KCA200007020,3,0,0,0,0,11,2,0,0,0,0,0,0,3,3,0,0,0,0,DET,KCA,0,30,0,1,0
witaj001,KCA200007030,12,10,3,8,7,107,3,1,8,1,0,0,0,26,23,0,0,0,0,KCA,CHA,1,30,0,1,1
santj002,KCA200007030,1,4,1,3,3,28,0,0,4,0,0,0,0,6,5,0,0,0,0,KCA,CHA,1,30,0,1,0
laxtb001,KCA200007030,11,7,1,3,3,69,2,0,4,3,0,1,0,18,17,0,0,0,0,KCA,CHA,1,30,0,1,0
bottr001,KCA200007030,3,1,0,0,0,6,0,0,1,0,0,0,0,3,3,0,0,0,0,KCA,CHA,1,30,0,1,0
eldrc001,KCA200007030,7,6,3,8,8,71,3,0,5,1,0,0,0,16,13,0,0,0,0,CHA,KCA,0,30,0,1,1
beirk001,KCA200007030,5,4,0,2,2,30,0,2,2,0,0,0,0,8,8,0,0,0,0,CHA,KCA,0,30,0,1,0
penaj003,KCA200007030,4,0,0,0,0,15,0,0,0,0,0,0,0,4,4,0,0,0,0,CHA,KCA,0,30,0,1,0
lowes001,KCA200007030,4,0,0,0,0,19,1,0,0,0,0,0,0,5,5,0,0,0,0,CHA,KCA,0,30,0,1,0
wunsk001,KCA200007030,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,CHA,KCA,0,30,0,1,0
foulk001,KCA200007030,6,0,0,0,0,24,1,0,0,0,0,0,0,6,6,0,0,0,0,CHA,KCA,0,30,0,1,0
durbc001,KCA200007040,12,9,2,5,5,99,2,3,5,1,0,0,0,23,21,0,0,0,0,KCA,CHA,1,30,0,1,1
suppj001,KCA200007040,7,4,1,2,2,39,2,0,3,0,1,0,0,11,9,0,0,1,0,KCA,CHA,1,30,0,1,0
spraj001,KCA200007040,8,1,0,0,0,29,2,0,1,0,0,0,0,7,7,0,0,0,0,KCA,CHA,1,30,0,1,0
garlj001,KCA200007040,9,8,1,7,7,68,1,1,4,3,0,1,0,18,17,0,0,0,0,CHA,KCA,0,30,0,1,1
penaj003,KCA200007040,4,2,3,2,2,35,0,1,1,0,0,0,0,8,5,0,0,0,0,CHA,KCA,0,30,0,1,0
beirk001,KCA200007040,5,1,0,0,0,25,2,0,1,0,0,0,0,6,6,0,0,0,0,CHA,KCA,0,30,0,1,0
simab001,KCA200007040,3,1,0,1,1,13,0,1,0,0,0,0,0,4,4,0,0,0,0,CHA,KCA,0,30,0,1,0
howrb001,KCA200007040,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,CHA,KCA,0,30,0,1,0
reicd001,KCA200007050,24,8,1,3,3,125,6,1,6,0,1,2,1,33,29,0,1,1,0,KCA,CHA,1,30,0,1,1
bottr001,KCA200007050,9,2,0,0,0,34,3,0,1,1,0,0,0,12,10,0,2,0,0,KCA,CHA,1,30,0,1,0
bochd001,KCA200007050,6,3,3,3,3,49,0,2,0,1,0,1,0,12,8,0,1,0,2,KCA,CHA,1,30,0,1,0
parqj001,KCA200007050,18,10,1,3,2,103,4,0,8,2,0,0,0,28,27,0,0,0,0,CHA,KCA,0,30,0,1,1
simab001,KCA200007050,3,2,0,0,0,7,0,0,2,0,0,0,0,4,4,0,0,0,0,CHA,KCA,0,30,0,1,0
howrb001,KCA200007050,6,2,0,0,0,32,2,0,2,0,0,0,0,7,7,0,0,0,0,CHA,KCA,0,30,0,1,0
foulk001,KCA200007050,6,2,2,0,0,39,1,0,2,0,0,0,0,9,6,0,1,0,1,CHA,KCA,0,30,0,1,0
wunsk001,KCA200007050,6,1,1,0,0,29,2,0,1,0,0,0,0,8,7,0,0,0,0,CHA,KCA,0,30,0,1,0
steib002,KCA200007130,18,7,3,5,5,113,7,2,3,2,0,0,0,28,24,0,0,1,0,KCA,MIL,1,30,0,1,1
laxtb001,KCA200007130,4,0,1,0,0,26,2,0,0,0,0,0,0,6,5,0,0,0,0,KCA,MIL,1,30,0,1,0
bottr001,KCA200007130,2,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,KCA,MIL,1,30,0,1,0
spraj001,KCA200007130,3,1,0,0,0,12,0,0,1,0,0,0,0,4,4,0,0,0,0,KCA,MIL,1,30,0,1,0
wrigj001,KCA200007130,21,8,4,1,1,115,3,0,8,0,0,1,0,30,26,0,0,0,0,MIL,KCA,0,30,0,1,1
weatd001,KCA200007130,3,1,0,1,1,16,1,1,0,0,0,0,0,4,4,0,0,0,0,MIL,KCA,0,30,0,1,0
wickb001,KCA200007130,3,1,0,0,0,20,2,0,0,1,0,0,0,4,4,0,0,0,0,MIL,KCA,0,30,0,1,0
suzum001,KCA200007140,21,9,2,2,2,101,2,0,5,4,0,1,0,30,27,0,1,0,0,KCA,MIL,1,30,0,1,1
santj002,KCA200007140,6,3,0,2,2,25,1,1,2,0,0,0,0,9,9,0,0,0,0,KCA,MIL,1,30,0,1,0
damij001,KCA200007140,21,3,2,0,0,98,4,0,2,1,0,1,0,26,24,0,0,0,0,MIL,KCA,0,30,0,1,1
leskc001,KCA200007140,3,1,0,0,0,13,0,0,1,0,0,0,0,4,4,0,0,0,0,MIL,KCA,0,30,0,1,0
acevj001,KCA200007140,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0,MIL,KCA,0,30,0,1,0
suppj001,KCA200007150,22,10,0,4,4,108,7,1,5,4,0,0,0,31,31,0,0,0,0,KCA,MIL,1,30,0,1,1
bottr001,KCA200007150,5,1,0,0,0,22,0,0,1,0,0,1,0,6,6,0,0,0,0,KCA,MIL,1,30,0,1,0
haynj001,KCA200007150,13,8,5,7,7,90,2,0,8,0,0,0,0,24,19,0,0,0,0,MIL,KCA,0,30,0,1,1
delov001,KCA200007150,4,2,0,0,0,16,0,0,2,0,0,0,0,5,5,0,0,0,0,MIL,KCA,0,30,0,1,0
woods001,KCA200007150,7,1,0,0,0,16,0,0,0,1,0,0,0,8,8,0,0,0,0,MIL,KCA,0,30,0,1,0
reicd001,KCA200007160,13,6,6,8,8,98,1,2,4,0,0,0,0,24,18,0,0,0,0,KCA,CHN,1,30,0,1,1
witaj001,KCA200007160,10,4,1,2,2,43,1,0,3,0,1,0,0,14,13,0,0,0,0,KCA,CHN,1,30,0,1,0
byrdt001,KCA200007160,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,KCA,CHN,1,30,0,1,0
bochd001,KCA200007160,3,0,0,0,0,8,1,0,0,0,0,0,0,3,3,0,0,0,0,KCA,CHN,1,30,0,1,0
woodk002,KCA200007160,15,10,3,7,6,91,2,1,8,1,0,0,0,27,24,0,0,0,0,CHN,KCA,0,30,0,1,1
vanpt001,KCA200007160,7,3,1,0,0,47,3,0,3,0,0,0,0,11,10,0,0,0,0,CHN,KCA,0,30,0,1,0
worrt002,KCA200007160,2,0,1,0,0,12,0,0,0,0,0,0,0,3,2,0,0,0,0,CHN,KCA,0,30,0,1,0
aguir001,KCA200007160,3,1,0,0,0,20,1,0,1,0,0,0,0,4,4,0,0,0,0,CHN,KCA,0,30,0,1,0
durbc001,KCA200007170,21,7,2,3,3,117,3,0,4,3,0,0,0,29,26,0,0,1,0,KCA,CHN,1,30,0,1,1
byrdt001,KCA200007170,2,1,0,0,0,11,1,0,1,0,0,0,0,3,3,0,0,0,0,KCA,CHN,1,30,0,1,0
spraj001,KCA200007170,4,0,0,0,0,20,1,0,0,0,0,0,0,4,4,0,0,0,0,KCA,CHN,1,30,0,1,0
downs001,KCA200007170,23,7,2,1,1,111,1,0,5,2,0,0,0,29,27,0,0,0,0,CHN,KCA,0,30,0,1,1
rains001,KCA200007170,1,0,1,0,0,12,0,0,0,0,0,1,0,2,1,0,0,0,0,CHN,KCA,0,30,0,1,0
aguir001,KCA200007170,3,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,CHN,KCA,0,30,0,1,0
steib002,KCA200007180,22,8,2,4,4,116,5,1,7,0,0,1,0,31,28,0,0,1,0,KCA,CHN,1,30,0,1,1
santj002,KCA200007180,2,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,0,0,0,KCA,CHN,1,30,0,1,0
bottr001,KCA200007180,3,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0,KCA,CHN,1,30,0,1,0
valdi001,KCA200007180,13,11,1,8,8,80,3,3,4,4,0,0,0,25,23,0,0,1,0,CHN,KCA,0,30,0,1,1
garid001,KCA200007180,5,7,2,3,3,46,0,0,4,3,0,1,0,13,11,0,0,0,0,CHN,KCA,0,30,0,1,0
rains001,KCA200007180,6,2,2,1,1,33,0,0,1,1,0,0,0,9,7,0,0,0,0,CHN,KCA,0,30,0,1,0
durbc001,KCA200007270,16,7,2,7,3,99,1,0,5,2,0,0,0,26,22,0,0,2,0,KCA,TBA,1,30,0,1,1
witaj001,KCA200007270,8,3,0,1,1,46,4,0,2,1,0,0,1,12,10,0,1,0,0,KCA,TBA,1,30,0,1,0
byrdt001,KCA200007270,3,0,1,0,0,14,1,0,0,0,0,0,0,4,3,0,0,0,0,KCA,TBA,1,30,0,1,0
ruper001,KCA200007270,15,8,0,3,3,76,1,0,6,2,0,1,0,22,22,0,0,0,0,TBA,KCA,0,30,0,1,1
creed001,KCA200007270,5,2,0,0,0,29,3,0,2,0,0,0,0,7,7,0,0,0,0,TBA,KCA,0,30,0,1,0
mecij001,KCA200007270,4,1,1,0,0,27,3,0,1,0,0,0,0,6,5,0,0,0,0,TBA,KCA,0,30,0,1,0
guthm001,KCA200007270,2,3,0,2,2,22,1,0,3,0,0,1,0,5,5,0,0,0,0,TBA,KCA,0,30,0,1,0
hernr001,KCA200007270,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,TBA,KCA,0,30,0,1,0
steib002,KCA200007280,18,6,4,6,5,100,5,1,5,0,0,0,0,28,24,0,0,0,0,KCA,TBA,1,30,0,1,1
wilsk001,KCA200007280,6,2,2,0,0,34,1,0,2,0,0,0,0,8,6,0,0,0,0,KCA,TBA,1,30,0,1,0
