id,game,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB,team,opp,loc,age,rookie,regpost,gs
cookd001,NYA200010210,0,0,2,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,NYN,NYA,0,30,0,5,0
ruscg001,NYA200010210,5,1,2,0,0,31,0,0,1,0,0,2,0,7,5,0,0,0,1,NYN,NYA,0,30,0,5,0
wendt001,NYA200010210,3,3,1,1,1,20,0,0,2,1,0,0,0,7,6,0,0,0,1,NYN,NYA,0,30,0,5,0
clemr001,NYA200010220,24,2,0,0,0,116,9,0,2,0,0,1,1,28,27,0,0,0,0,NYA,NYN,1,30,0,5,1
nelsj001,NYA200010220,0,3,0,3,3,8,0,1,2,0,0,0,0,3,3,0,0,0,0,NYA,NYN,1,30,0,5,0
rivem002,NYA200010220,3,2,0,2,2,21,1,1,1,0,0,0,0,5,5,0,0,0,0,NYA,NYN,1,30,0,5,0
hampm001,NYA200010220,18,8,5,4,4,129,4,1,5,2,0,0,1,31,25,0,0,0,1,NYN,NYA,0,30,0,5,1
ruscg001,NYA200010220,1,2,0,1,1,11,0,0,1,1,0,0,0,3,3,0,0,0,0,NYN,NYA,0,30,0,5,0
whitr002,NYA200010220,4,1,1,1,1,23,1,0,0,1,0,0,0,6,4,0,0,1,1,NYN,NYA,0,30,0,5,0
cookd001,NYA200010220,1,1,0,0,0,4,0,0,1,0,0,0,0,2,2,0,0,0,0,NYN,NYA,0,30,0,5,0
reedr002,NYN200010240,18,6,1,2,2,110,8,0,3,2,1,0,1,26,23,0,1,0,0,NYN,NYA,1,30,0,5,1
wendt001,NYN200010240,2,0,1,0,0,13,2,0,0,0,0,0,0,3,2,0,0,0,0,NYN,NYA,1,30,0,5,0
cookd001,NYN200010240,1,0,1,0,0,14,1,0,0,0,0,0,1,3,1,0,0,0,0,NYN,NYA,1,30,0,5,0
franj001,NYN200010240,3,1,0,0,0,9,0,0,1,0,0,0,0,3,3,0,0,0,0,NYN,NYA,1,30,0,5,0
benia001,NYN200010240,3,1,0,0,0,17,1,0,1,0,0,0,0,4,4,0,0,0,0,NYN,NYA,1,30,0,5,0
herno001,NYN200010240,22,9,3,4,4,135,12,1,4,4,0,0,0,34,30,0,1,0,0,NYA,NYN,0,30,0,5,1
stanm003,NYN200010240,2,0,0,0,0,10,1,0,0,0,0,0,0,2,1,0,0,1,0,NYA,NYN,0,30,0,5,0
joneb003,NYN200010250,15,4,3,3,3,86,3,1,1,0,2,0,0,22,18,0,0,1,2,NYN,NYA,1,30,0,5,1
ruscg001,NYN200010250,6,3,0,0,0,44,2,0,3,0,0,0,0,9,9,0,0,0,0,NYN,NYA,1,30,0,5,0
franj001,NYN200010250,3,1,0,0,0,8,1,0,1,0,0,0,0,3,3,0,0,0,0,NYN,NYA,1,30,0,5,0
benia001,NYN200010250,3,0,1,0,0,24,0,0,0,0,0,0,0,5,4,0,0,0,0,NYN,NYA,1,30,0,5,0
neagd001,NYN200010250,14,4,2,2,2,73,3,1,3,0,0,0,0,20,18,0,0,0,0,NYA,NYN,0,30,0,5,1
coned001,NYN200010250,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,NYA,NYN,0,30,0,5,0
nelsj001,NYN200010250,4,1,1,0,0,24,1,0,1,0,0,0,0,5,4,0,0,0,0,NYA,NYN,0,30,0,5,0
stanm003,NYN200010250,2,0,0,0,0,7,2,0,0,0,0,0,0,2,2,0,0,0,0,NYA,NYN,0,30,0,5,0
rivem002,NYN200010250,6,1,0,0,0,28,2,0,1,0,0,0,0,7,7,0,0,0,0,NYA,NYN,0,30,0,5,0
leita001,NYN200010260,26,7,3,4,3,150,9,2,5,0,0,0,0,36,33,0,0,0,0,NYN,NYA,1,30,0,5,1
franj001,NYN200010260,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,NYN,NYA,1,30,0,5,0
petta001,NYN200010260,21,8,3,2,0,140,5,0,7,1,0,0,0,32,28,0,1,0,1,NYA,NYN,0,30,0,5,1
stanm003,NYN200010260,3,0,0,0,0,14,1,0,0,0,0,0,0,3,3,0,0,0,0,NYA,NYN,0,30,0,5,0
rivem002,NYN200010260,3,0,1,0,0,15,1,0,0,0,0,0,0,4,3,0,0,0,0,NYA,NYN,0,30,0,5,0
kiled001,SLN200010110,21,5,2,3,3,85,1,0,3,2,0,1,0,28,25,0,0,1,0,SLN,NYN,1,30,0,4,1
jamem001,SLN200010110,3,3,0,3,3,25,0,2,1,0,0,0,1,7,6,0,0,0,0,SLN,NYN,1,30,0,4,0
chrij002,SLN200010110,3,0,0,0,0,8,1,0,0,0,0,0,0,2,2,0,0,0,0,SLN,NYN,1,30,0,4,0
hampm001,SLN200010110,21,6,3,0,0,120,4,0,5,1,0,1,0,30,27,0,0,0,0,NYN,SLN,0,30,0,4,1
franj001,SLN200010110,3,1,0,0,0,16,1,0,1,0,0,0,0,4,4,0,0,0,0,NYN,SLN,0,30,0,4,0
benia001,SLN200010110,3,2,0,2,0,21,0,0,1,1,0,0,0,6,6,0,0,0,0,NYN,SLN,0,30,0,4,0
ankir001,SLN200010120,2,1,3,2,2,34,1,0,0,1,0,1,0,6,2,0,0,1,0,SLN,NYN,1,30,0,4,1
reamb001,SLN200010120,13,3,3,1,1,82,6,1,1,0,1,0,0,20,17,0,0,0,1,SLN,NYN,1,30,0,4,0
morrm001,SLN200010120,8,3,2,2,2,51,2,0,2,1,0,0,0,13,11,0,0,0,1,SLN,NYN,1,30,0,4,0
vered001,SLN200010120,1,1,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,SLN,NYN,1,30,0,4,0
timlm001,SLN200010120,3,1,0,1,0,18,0,0,1,0,0,0,0,5,4,0,1,0,0,SLN,NYN,1,30,0,4,0
leita001,SLN200010120,21,8,0,3,3,125,9,0,4,4,0,0,0,29,28,0,1,0,0,NYN,SLN,0,30,0,4,1
franj001,SLN200010120,2,1,1,2,2,18,0,0,1,0,0,1,0,4,3,0,0,0,0,NYN,SLN,0,30,0,4,0
wendt001,SLN200010120,1,1,1,0,0,14,1,0,0,1,0,0,0,3,2,0,0,0,1,NYN,SLN,0,30,0,4,0
benia001,SLN200010120,3,0,1,0,0,20,1,0,0,0,0,0,0,4,3,0,0,0,0,NYN,SLN,0,30,0,4,0
reedr002,NYN200010140,10,8,1,5,4,71,4,0,7,1,0,0,0,20,17,0,1,1,0,NYN,SLN,1,30,0,4,1
ruscg001,NYN200010140,2,0,0,0,0,9,1,0,0,0,0,0,1,3,2,0,0,0,0,NYN,SLN,1,30,0,4,0
whitr002,NYN200010140,9,5,1,3,3,51,1,0,4,1,0,0,0,15,13,0,1,0,0,NYN,SLN,1,30,0,4,0
cookd001,NYN200010140,3,1,0,0,0,20,2,0,1,0,0,0,0,4,4,0,0,0,0,NYN,SLN,1,30,0,4,0
wendt001,NYN200010140,3,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0,NYN,SLN,1,30,0,4,0
benea001,NYN200010140,24,6,3,2,2,121,5,0,6,0,0,0,0,31,28,0,0,0,0,SLN,NYN,0,30,0,4,1
jamem001,NYN200010140,0,1,1,0,0,8,0,0,1,0,0,0,0,2,1,0,0,0,0,SLN,NYN,0,30,0,4,0
vered001,NYN200010140,3,0,0,0,0,13,3,0,0,0,0,0,0,3,3,0,0,0,0,SLN,NYN,0,30,0,4,0
joneb003,NYN200010150,12,6,0,6,6,71,2,2,2,2,0,0,0,18,17,0,1,0,0,NYN,SLN,1,30,0,4,1
ruscg001,NYN200010150,9,3,0,0,0,39,2,0,3,0,0,0,0,11,10,0,0,1,0,NYN,SLN,1,30,0,4,0
franj001,NYN200010150,3,1,1,0,0,15,1,0,1,0,0,0,0,5,4,0,0,0,0,NYN,SLN,1,30,0,4,0
benia001,NYN200010150,3,1,1,0,0,26,1,0,1,0,0,0,0,5,4,0,0,0,0,NYN,SLN,1,30,0,4,0
kiled001,NYN200010150,9,8,3,7,7,73,2,0,2,6,0,0,0,19,16,0,0,0,1,SLN,NYN,0,30,0,4,1
jamem001,NYN200010150,3,1,0,1,1,10,0,1,0,0,0,0,0,3,3,0,0,0,0,SLN,NYN,0,30,0,4,0
timlm001,NYN200010150,6,0,1,2,0,29,0,0,0,0,0,0,1,10,6,0,1,1,0,SLN,NYN,0,30,0,4,0
morrm001,NYN200010150,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,SLN,NYN,0,30,0,4,0
chrij002,NYN200010150,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,SLN,NYN,0,30,0,4,0
hampm001,NYN200010160,27,3,1,0,0,124,8,0,3,0,0,0,0,31,30,0,0,0,0,NYN,SLN,1,30,0,4,1
hentp001,NYN200010160,11,7,5,6,6,97,2,0,5,2,0,0,0,23,18,0,0,0,0,SLN,NYN,0,30,0,4,1
timlm001,NYN200010160,1,0,1,0,0,10,0,0,0,0,0,0,0,2,1,0,0,0,0,SLN,NYN,0,30,0,4,0
reamb001,NYN200010160,6,2,1,0,0,36,0,0,2,0,0,0,0,9,8,0,0,0,0,SLN,NYN,0,30,0,4,0
ankir001,NYN200010160,2,0,2,1,1,24,1,0,0,0,0,2,0,4,1,0,1,0,0,SLN,NYN,0,30,0,4,0
jamem001,NYN200010160,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,SLN,NYN,0,30,0,4,0
vered001,NYN200010160,3,1,0,0,0,17,0,0,1,0,0,0,1,5,4,0,0,0,0,SLN,NYN,0,30,0,4,0
parqj001,CHA200010030,18,6,1,3,3,96,2,1,5,0,0,0,1,23,21,0,0,0,0,CHA,SEA,1,30,0,3,1
howrb001,CHA200010030,2,1,2,1,1,23,1,0,0,1,0,0,0,5,3,0,0,0,0,CHA,SEA,1,30,0,3,0
bradc001,CHA200010030,2,2,0,0,0,17,0,0,2,0,0,0,0,3,3,0,0,0,0,CHA,SEA,1,30,0,3,0
wunsk001,CHA200010030,1,1,0,0,0,5,0,0,1,0,0,0,0,2,2,0,0,0,0,CHA,SEA,1,30,0,3,0
simab001,CHA200010030,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,CHA,SEA,1,30,0,3,0
foulk001,CHA200010030,6,3,1,3,3,38,2,2,1,0,0,0,0,10,9,0,0,0,0,CHA,SEA,1,30,0,3,0
garcf002,CHA200010030,10,6,3,4,4,85,2,1,2,1,2,1,0,19,16,0,0,0,0,SEA,CHA,0,30,0,3,1
tomkb001,CHA200010030,8,1,1,0,0,38,0,0,1,0,0,1,0,9,8,0,0,0,0,SEA,CHA,0,30,0,3,0
panij001,CHA200010030,6,1,1,0,0,39,2,0,1,0,0,0,0,8,7,0,0,0,0,SEA,CHA,0,30,0,3,0
rhoda001,CHA200010030,2,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,1,0,0,SEA,CHA,0,30,0,3,0
mesaj001,CHA200010030,1,0,1,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,1,SEA,CHA,0,30,0,3,0
sasak001,CHA200010030,3,1,0,0,0,18,2,0,0,1,0,0,0,4,4,0,0,0,0,SEA,CHA,0,30,0,3,0
sirom001,CHA200010040,17,7,2,4,3,87,0,1,5,1,0,0,1,25,20,0,1,1,0,CHA,SEA,1,30,0,3,1
barcl001,CHA200010040,5,0,1,0,0,19,0,0,0,0,0,0,0,6,5,0,0,0,0,CHA,SEA,1,30,0,3,0
wunsk001,CHA200010040,2,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,0,CHA,SEA,1,30,0,3,0
simab001,CHA200010040,2,0,1,1,1,16,2,0,0,0,0,0,0,3,2,0,0,0,0,CHA,SEA,1,30,0,3,0
buehm001,CHA200010040,1,2,0,0,0,12,1,0,2,0,0,0,0,3,3,0,0,0,0,CHA,SEA,1,30,0,3,0
abbop001,CHA200010040,17,5,3,2,1,111,1,0,2,3,0,0,1,25,20,0,0,1,0,SEA,CHA,0,30,0,3,1
rhoda001,CHA200010040,2,0,2,0,0,20,0,0,0,0,0,0,0,4,2,0,0,0,0,SEA,CHA,0,30,0,3,0
mesaj001,CHA200010040,5,0,0,0,0,15,2,0,0,0,0,0,0,5,5,0,0,0,0,SEA,CHA,0,30,0,3,0
sasak001,CHA200010040,3,0,0,0,0,12,3,0,0,0,0,0,0,3,3,0,0,0,0,SEA,CHA,0,30,0,3,0
selea001,SEA200010060,22,3,3,1,1,97,1,0,2,1,0,0,0,26,21,0,1,1,0,SEA,CHA,1,30,0,3,1
rhoda001,SEA200010060,4,0,0,0,0,9,2,0,0,0,0,0,0,3,3,0,0,0,0,SEA,CHA,1,30,0,3,0
panij001,SEA200010060,1,0,1,0,0,12,1,0,0,0,0,0,0,2,1,0,0,0,0,SEA,CHA,1,30,0,3,0
baldj002,SEA200010060,18,3,3,1,1,92,2,0,3,0,0,0,0,24,20,0,1,0,0,CHA,SEA,0,30,0,3,1
howrb001,SEA200010060,6,1,0,0,0,28,3,0,1,0,0,0,0,7,6,0,1,0,0,CHA,SEA,0,30,0,3,0
wunsk001,SEA200010060,0,1,0,1,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,CHA,SEA,0,30,0,3,0
foulk001,SEA200010060,1,1,1,0,0,7,0,0,1,0,0,0,0,3,1,0,1,0,0,CHA,SEA,0,30,0,3,0
hereg001,OAK200010030,18,7,1,3,3,81,3,0,4,3,0,0,1,26,23,0,0,1,0,OAK,NYA,1,30,0,3,1
tam-j001,OAK200010030,2,0,0,0,0,12,1,0,0,0,0,0,0,3,3,0,0,0,0,OAK,NYA,1,30,0,3,0
mecij001,OAK200010030,4,0,0,0,0,15,1,0,0,0,0,0,0,4,4,0,0,0,0,OAK,NYA,1,30,0,3,0
isrij001,OAK200010030,3,0,0,0,0,14,2,0,0,0,0,0,0,3,3,0,0,0,0,OAK,NYA,1,30,0,3,0
clemr001,OAK200010030,18,7,4,4,4,114,5,0,6,1,0,1,0,27,23,0,0,0,1,NYA,OAK,0,30,0,3,1
stanm003,OAK200010030,4,3,1,1,1,31,0,0,3,0,0,1,0,7,6,0,0,0,0,NYA,OAK,0,30,0,3,0
nelsj001,OAK200010030,2,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,0,NYA,OAK,0,30,0,3,0
appik001,OAK200010040,19,6,5,3,3,109,7,0,3,3,0,0,0,29,24,0,0,0,1,OAK,NYA,1,30,0,3,1
magnm001,OAK200010040,5,1,0,0,0,13,1,0,1,0,0,0,0,5,5,0,0,0,0,OAK,NYA,1,30,0,3,0
tam-j001,OAK200010040,2,1,1,1,0,13,0,0,0,1,0,0,0,5,3,0,1,0,1,OAK,NYA,1,30,0,3,0
joned001,OAK200010040,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,OAK,NYA,1,30,0,3,0
petta001,OAK200010040,23,5,1,0,0,108,3,0,3,2,0,0,0,28,27,0,0,0,0,NYA,OAK,0,30,0,3,1
rivem002,OAK200010040,4,1,0,0,0,19,0,0,0,1,0,0,0,5,5,0,0,0,0,NYA,OAK,0,30,0,3,0
herno001,NYA200010060,21,4,5,2,2,130,4,1,3,0,0,0,0,28,23,0,0,0,0,NYA,OAK,1,30,0,3,1
rivem002,NYA200010060,6,0,0,0,0,23,1,0,0,0,0,0,0,7,7,0,0,0,0,NYA,OAK,1,30,0,3,0
hudst001,NYA200010060,24,6,4,4,3,127,5,0,5,1,0,0,0,35,31,0,0,0,0,OAK,NYA,0,30,0,3,1
clemr001,NYA200010070,15,6,4,6,6,93,5,1,4,1,0,0,0,25,20,0,1,0,0,NYA,OAK,1,30,0,3,1
stanm003,NYA200010070,3,1,0,0,0,15,0,0,1,0,0,0,0,4,4,0,0,0,0,NYA,OAK,1,30,0,3,0
choar001,NYA200010070,4,0,1,1,1,30,1,0,0,0,0,0,0,5,4,0,0,0,0,NYA,OAK,1,30,0,3,0
goodd001,NYA200010070,5,4,1,4,4,47,1,0,2,2,0,0,2,11,8,0,0,0,0,NYA,OAK,1,30,0,3,0
zitob001,NYA200010070,17,7,2,1,1,104,5,0,6,1,0,0,0,25,23,0,0,0,0,OAK,NYA,0,30,0,3,1
mecij001,NYA200010070,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0,OAK,NYA,0,30,0,3,0
magnm001,NYA200010070,4,0,0,0,0,12,1,0,0,0,0,0,0,4,4,0,0,0,0,OAK,NYA,0,30,0,3,0
joned001,NYA200010070,3,1,0,0,0,12,1,0,1,0,0,0,0,4,4,0,0,0,0,OAK,NYA,0,30,0,3,0
hereg001,OAK200010080,1,4,2,6,6,23,0,0,3,1,0,0,0,7,4,0,0,1,0,OAK,NYA,1,30,0,3,1
tam-j001,OAK200010080,2,2,0,0,0,8,0,0,2,0,0,0,0,4,3,0,0,1,0,OAK,NYA,1,30,0,3,0
appik001,OAK200010080,12,4,1,1,1,69,6,1,3,0,0,0,0,17,16,0,0,0,0,OAK,NYA,1,30,0,3,0
mecij001,OAK200010080,9,1,0,0,0,42,1,0,0,1,0,0,0,10,10,0,0,0,0,OAK,NYA,1,30,0,3,0
isrij001,OAK200010080,3,1,0,0,0,23,1,0,0,1,0,0,0,4,4,0,0,0,0,OAK,NYA,1,30,0,3,0
petta001,OAK200010080,11,10,2,5,5,88,4,0,9,1,0,0,0,23,19,0,0,2,0,NYA,OAK,0,30,0,3,1
stanm003,OAK200010080,6,1,0,0,0,33,3,0,1,0,0,0,0,7,7,0,0,0,0,NYA,OAK,0,30,0,3,0
nelsj001,OAK200010080,4,0,0,0,0,18,2,0,0,0,0,0,0,4,4,0,0,0,0,NYA,OAK,0,30,0,3,0
herno001,OAK200010080,1,1,0,0,0,8,1,0,0,1,0,0,0,2,2,0,0,0,0,NYA,OAK,0,30,0,3,0
rivem002,OAK200010080,5,1,0,0,0,17,1,0,1,0,0,0,0,6,6,0,0,0,0,NYA,OAK,0,30,0,3,0
neagd001,NYA200010100,17,3,3,2,2,112,3,1,1,1,0,0,0,23,20,0,0,0,0,NYA,SEA,1,30,0,4,1
