id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
perim001,0,18,8,3,5,3,122,2,1,6,1,0,0,1,31,27,0,0,0,0
cordf002,0,3,4,0,3,3,23,0,0,3,1,0,0,0,7,7,0,0,0,0
venam002,0,2,2,0,2,2,20,1,0,1,1,0,0,1,5,4,0,0,0,0
crabt001,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
tracs001,1,19,6,3,5,4,118,4,1,4,1,0,1,0,27,23,0,1,0,0
borbp001,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0
frasj001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
painl001,1,1,2,0,2,2,15,0,1,0,1,0,0,0,3,3,0,0,0,0
guthm001,1,1,1,1,1,1,15,0,0,1,0,0,1,0,3,2,0,0,0,0
quanp001,1,1,1,0,0,0,6,0,0,1,0,0,0,0,2,2,0,0,0,0
kochb001,1,3,0,0,0,0,17,1,0,0,0,0,0,0,3,3,0,0,0,0
